global_step,exp17_variant,dpo_loss,dpo_loss_raw,dpo_loss_saturated,implicit_acc,win_gap,lose_gap,raw_win_gap,raw_lose_gap,norm_win_gap,norm_lose_gap,norm_lose_gap_clipped,adaptive_norm_win_gap,adaptive_norm_lose_gap,adaptive_norm_lose_gap_clipped,adaptive_norm_mode,gap_normalization,gap_eps,lose_gap_clip_tau,mse_w,ref_mse_w,mse_l,ref_mse_l,loser_dominant_ratio,sigma_term,grad_norm,total_loss,anchored_total_loss,sft_loss,sft_reg_weight,lose_gap_weight,winner_abs_reg,winner_abs_reg_weight,winner_gap_reg,winner_gap_reg_weight,winner_gap_reg_margin,lambda_abs,lambda_pos,margin_pos,margin_pref,target_margin,sat_weight_mean,saturated_pair_ratio,saturation_kappa,relu_win_gap_mean,relu_win_gap_max,win_gap_positive_ratio,mse_w_over_ref_mse_w,mse_l_over_ref_mse_l,reward_margin,kl_divergence,inside_term_mean,inside_term_min,inside_term_max,loss_region_mode,region_mask_weight,region_boundary_weight,region_outside_weight,mask_area_ratio,boundary_area_ratio,outside_area_ratio,region_weight_sum,boundary_mode,mask_weight,boundary_weight,outside_weight,mask_region_mse,boundary_region_mse,outside_region_mse,region_weighted_mse_w,region_weighted_mse_l,region_weighted_ref_mse_w,region_weighted_ref_mse_l
100,saturation,0.6078053712844849,0.6126502752304077,0.6078053712844849,1.0,-0.02019781619310379,0.05385395139455795,-0.007472435012459755,0.01796642132103443,-0.02019781619310379,0.05385395139455795,0.05385395139455795,null,null,null,null,log_ratio,1e-06,1.0,0.36539119482040405,0.37286362051963806,0.3434278964996338,0.3254614770412445,1.0,0.54197758436203,1.74012636780315,0.6260749101638794,0.6260749101638794,0.36539119482040405,0.0,0.25,0.36539119482040405,0.05,0.0,1.0,0.0,0.05,1.0,0.0,0.03366130590438843,1.0,0.992090106010437,0.0,5.0,0.0,0.0,0.0,0.9799593687057495,1.0552029609680176,0.021963289007544518,0.0026234984397888184,0.16998422145843506,0.14948265254497528,0.18876448273658752,region,1.0,0.75,0.05,0.25968363881111145,0.06408179551362991,0.6762346029281616,553.3218994140625,outer,1.0,0.75,0.05,0.4461517333984375,0.1713428795337677,0.020992649719119072,0.36539119482040405,0.3434278964996338,0.37286362051963806,0.3254614770412445
110,saturation,0.6185402870178223,0.623357892036438,0.6185402870178223,1.0,-0.0006307340227067471,0.11465822160243988,-3.825873136520386e-05,0.0035326513461768627,-0.0006307340227067471,0.11465822160243988,0.11465822160243988,null,null,null,null,log_ratio,1e-06,1.0,0.03536312282085419,0.03540138155221939,0.03267374634742737,0.029141094535589218,1.0,0.5365537405014038,7.479558633229001,0.6268936991691589,0.6268936991691589,0.03536312282085419,0.0,0.25,0.03536312282085419,0.05,0.006585217546671629,1.0,0.0,0.05,1.0,0.0,0.029295289888978004,1.0,0.9922595620155334,0.0,5.0,0.006585217546671629,0.02102901041507721,0.5625,0.9989193081855774,1.1212258338928223,0.002689375076442957,0.0008735992014408112,0.1310550719499588,0.09443461894989014,0.18171492218971252,region,1.0,0.75,0.05,0.2660493850708008,0.06851851940155029,0.6654321551322937,568.1500244140625,outer,1.0,0.75,0.05,0.04351239278912544,0.014774342998862267,0.0019990901928395033,0.03536312282085419,0.03267374634742737,0.03540138155221939,0.029141094535589218
120,saturation,0.6261042356491089,0.6309024095535278,0.6261042356491089,1.0,-0.015455038286745548,0.04232044517993927,-0.002213370520621538,0.006161753553897142,-0.015455038286745548,0.04232044517993927,0.04232044517993927,null,null,null,null,log_ratio,1e-06,1.0,0.1497815102338791,0.15199488401412964,0.15396517515182495,0.1478034257888794,1.0,0.5324980616569519,2.0222568216346035,0.6347757577896118,0.6347757577896118,0.1497815102338791,0.0,0.25,0.1497815102338791,0.05,0.0011824376415461302,1.0,0.0,0.05,1.0,0.0,0.02603514865040779,1.0,0.9923837780952454,0.0,5.0,0.0011824376415461302,0.01695600338280201,0.125,0.9854378700256348,1.0416887998580933,-0.004183661658316851,0.0009870976209640503,0.15682095289230347,0.10955289006233215,0.2458358108997345,region,1.0,0.75,0.05,0.2546682357788086,0.06462191790342331,0.6807098984718323,546.2156982421875,outer,1.0,0.75,0.05,0.17649666965007782,0.10538528859615326,0.013667561113834381,0.1497815102338791,0.15396517515182495,0.15199488401412964,0.1478034257888794
130,saturation,0.5813829898834229,0.5862963795661926,0.5813829898834229,1.0,-0.027171708643436432,0.0735284686088562,-0.005655113607645035,0.01124743465334177,-0.027171708643436432,0.0735284686088562,0.0735284686088562,null,null,null,null,log_ratio,1e-06,1.0,0.20660635828971863,0.21226146817207336,0.16372819244861603,0.15248075127601624,0.75,0.5566973686218262,2.490436539008764,0.5917133092880249,0.5917133092880249,0.20660635828971863,0.0,0.25,0.20660635828971863,0.05,0.0,1.0,0.0,0.05,1.0,0.0,0.04555382579565048,1.0,0.991609513759613,0.0,5.0,0.0,0.0,0.0,0.9733577966690063,1.0737630128860474,0.042878158390522,0.0013980865478515625,0.18140478432178497,0.05118708312511444,0.31582051515579224,region,1.0,0.75,0.05,0.2765432298183441,0.06913580745458603,0.654321014881134,585.0,outer,1.0,0.75,0.05,0.2514907717704773,0.08972816169261932,0.012447118759155273,0.20660635828971863,0.16372819244861603,0.21226146817207336,0.15248075127601624
140,saturation,0.6143115758895874,0.6191397905349731,0.6143115758895874,1.0,-0.01695929281413555,0.05597050487995148,-0.004400712437927723,0.013959916308522224,-0.01695929281413555,0.05597050487995148,0.05597050487995148,null,null,null,null,log_ratio,1e-06,1.0,0.2585003972053528,0.2629011273384094,0.25540730357170105,0.24144738912582397,1.0,0.5386129021644592,2.0306277112413658,0.6283824443817139,0.6283824443817139,0.2585003972053528,0.0,0.25,0.2585003972053528,0.05,0.0011458438821136951,1.0,0.0,0.05,1.0,0.0,0.03095191903412342,1.0,0.992195725440979,0.0,5.0,0.0011458438821136951,0.018333502113819122,0.0625,0.9832608699798584,1.0578175783157349,0.0030931197106838226,0.0023897886276245117,0.1859685480594635,0.15044718980789185,0.2469887137413025,region,1.0,0.75,0.05,0.20320217311382294,0.0602237693965435,0.736574113368988,462.0218811035156,outer,1.0,0.75,0.05,0.33470618724823,0.11744595319032669,0.011477813124656677,0.2585003972053528,0.25540730357170105,0.2629011273384094,0.24144738912582397
150,saturation,0.7407506704330444,0.7452616691589355,0.7407506704330444,0.75,0.04021209105849266,0.08366846293210983,0.0002607348724268377,0.0004208569589536637,0.04021209105849266,0.08366846293210983,0.08366846293210983,null,null,null,null,log_ratio,1e-06,1.0,0.006749598775058985,0.006488863844424486,0.005411905702203512,0.004991048946976662,1.0,0.47589996457099915,18.858548312018982,0.7840372920036316,0.7840372920036316,0.006749598775058985,0.0,0.25,0.006749598775058985,0.05,0.042949117720127106,1.0,0.0,0.05,1.0,0.0,-0.019294975325465202,1.0,0.9939188957214355,0.0,5.0,0.042949117720127106,0.07717695832252502,0.875,1.0401818752288818,1.0843223333358765,0.001337692840024829,0.0001703980378806591,0.06795264780521393,-0.09647487848997116,0.16201630234718323,region,1.0,0.75,0.05,0.26543211936950684,0.06728395074605942,0.6672839522361755,565.800048828125,outer,1.0,0.75,0.05,0.008552717044949532,0.0016300779534503818,0.00014793906302656978,0.006749598775058985,0.005411905702203512,0.006488863844424486,0.004991048946976662
160,saturation,0.5450477600097656,0.5500559210777283,0.5450477600097656,1.0,0.006930164061486721,0.27779078483581543,8.597230771556497e-05,0.004440858960151672,0.006930164061486721,0.27779078483581543,0.27779078483581543,null,null,null,null,log_ratio,1e-06,1.0,0.012132499366998672,0.012046527117490768,0.01835711859166622,0.01391625963151455,1.0,0.5775167346000671,11.166180596864898,0.5582168698310852,0.5582168698310852,0.012132499366998672,0.0,0.25,0.012132499366998672,0.05,0.012562538497149944,1.0,0.0,0.05,1.0,0.0,0.06251753121614456,1.0,0.9908735752105713,0.0,5.0,0.012562538497149944,0.03976350277662277,0.6875,1.0071367025375366,1.31911301612854,-0.0062246196903288364,0.001131707802414894,0.17795607447624207,0.05826651677489281,0.3125876486301422,region,1.0,0.75,0.05,0.2712577283382416,0.057793211191892624,0.6709491014480591,564.003173828125,outer,1.0,0.75,0.05,0.014368806965649128,0.006780093535780907,0.0009841774590313435,0.012132499366998672,0.01835711859166622,0.012046527117490768,0.01391625963151455
170,saturation,0.6055324077606201,0.6103834509849548,0.6055324077606201,1.0,-0.01638704724609852,0.07402051985263824,-0.002904774621129036,0.0121125727891922,-0.01638704724609852,0.07402051985263824,0.07402051985263824,null,null,null,null,log_ratio,1e-06,1.0,0.17544123530387878,0.17834600806236267,0.1695055067539215,0.15739291906356812,1.0,0.5435048937797546,2.143354341571772,0.6145731806755066,0.6145731806755066,0.17544123530387878,0.0,0.25,0.17544123530387878,0.05,0.0002686992520466447,1.0,0.0,0.05,1.0,0.0,0.03489217907190323,1.0,0.9920416474342346,0.0,5.0,0.0002686992520466447,0.0021778454538434744,0.125,0.9837127327919006,1.0769575834274292,0.005935732275247574,0.0023019537329673767,0.31047192215919495,0.17446088790893555,0.4408605396747589,region,1.0,0.75,0.05,0.22962963581085205,0.06296296417713165,0.7074074149131775,505.8000183105469,outer,1.0,0.75,0.05,0.21923306584358215,0.0875261053442955,0.008511994034051895,0.17544123530387878,0.1695055067539215,0.17834600806236267,0.15739291906356812
180,saturation,0.6350670456886292,0.6398423910140991,0.6350670456886292,1.0,-0.018165428191423416,0.01647156849503517,-0.00045608729124069214,0.0003392754588276148,-0.018165428191423416,0.01647156849503517,0.01647156849503517,null,null,null,null,log_ratio,1e-06,1.0,0.022395730018615723,0.022851817309856415,0.021974775940179825,0.021635498851537704,0.75,0.5278253555297852,4.3903446124058485,0.6380807757377625,0.6380807757377625,0.022395730018615723,0.0,0.25,0.022395730018615723,0.05,0.0018939301371574402,1.0,0.0,0.05,1.0,0.0,0.022283319383859634,1.0,0.9925242066383362,0.0,5.0,0.0018939301371574402,0.018125612288713455,0.25,0.98004150390625,1.015681505203247,0.00042095407843589783,-2.9202550649642944e-05,0.20467233657836914,0.11141659319400787,0.3650692105293274,region,1.0,0.75,0.05,0.2827160656452179,0.0654321014881134,0.6518518924713135,590.300048828125,outer,1.0,0.75,0.05,0.026802953332662582,0.010968804359436035,0.0013717144029214978,0.022395730018615723,0.021974775940179825,0.022851817309856415,0.021635498851537704
190,saturation,0.5440475940704346,0.5490584969520569,0.5440475940704346,1.0,-0.02979433164000511,0.1327214241027832,-0.004062583204358816,0.0129403630271554,-0.02979433164000511,0.1327214241027832,0.1327214241027832,null,null,null,null,log_ratio,1e-06,1.0,0.13270165026187897,0.13676422834396362,0.10472844541072845,0.09178807586431503,1.0,0.5780743360519409,3.6498017165792627,0.5511249899864197,0.5511249899864197,0.13270165026187897,0.0,0.25,0.13270165026187897,0.05,0.0004423490900080651,1.0,0.0,0.05,1.0,0.0,0.06297469139099121,1.0,0.9908528923988342,0.0,5.0,0.0004423490900080651,0.006857787724584341,0.125,0.9702950119972229,1.1409809589385986,0.027973206713795662,0.0022194460034370422,0.26844409108161926,0.1811079978942871,0.3580504059791565,region,1.0,0.75,0.05,0.28209877014160156,0.05802469328045845,0.6598765850067139,580.9500122070312,outer,1.0,0.75,0.05,0.15905597805976868,0.05820474401116371,0.005631600506603718,0.13270165026187897,0.10472844541072845,0.13676422834396362,0.09178807586431503
200,saturation,0.5952197313308716,0.6001031994819641,0.5952197313308716,1.0,-0.03409770503640175,0.04545457661151886,-0.00018046429613605142,0.0002469792671035975,-0.03409770503640175,0.04545457661151886,0.04545457661151886,null,null,null,null,log_ratio,1e-06,1.0,0.005620242096483707,0.005800706334412098,0.006058041471987963,0.005811062175780535,1.0,0.5565832853317261,7.108093575341286,0.606674075126648,0.606674075126648,0.005620242096483707,0.0,0.25,0.005620242096483707,0.05,0.011173304170370102,1.0,0.0,0.05,1.0,0.0,0.045461349189281464,1.0,0.9916133880615234,0.0,5.0,0.011173304170370102,0.0978814885020256,0.4375,0.9688892364501953,1.0425015687942505,-0.0004377997829578817,1.662876456975937e-05,0.25484415888786316,0.21604087948799133,0.3142457604408264,region,1.0,0.75,0.05,0.27465277910232544,0.06674382835626602,0.6586034297943115,579.3781127929688,outer,1.0,0.75,0.05,0.0069494955241680145,0.0017410536529496312,0.0004272129153832793,0.005620242096483707,0.006058041471987963,0.005800706334412098,0.005811062175780535
210,saturation,0.5198190212249756,0.5248937010765076,0.5198190212249756,1.0,-0.04682417958974838,0.11297997832298279,-0.0030915187671780586,0.006426469422876835,-0.04682417958974838,0.11297997832298279,0.11297997832298279,null,null,null,null,log_ratio,1e-06,1.0,0.0632413998246193,0.06633292138576508,0.06025423854589462,0.05382777377963066,1.0,0.5927501320838928,3.6303712184767383,0.5229811072349548,0.5229811072349548,0.0632413998246193,0.0,0.25,0.0632413998246193,0.05,0.0,1.0,0.0,0.05,1.0,0.0,0.07506917417049408,1.0,0.9902881383895874,0.0,5.0,0.0,0.0,0.0,0.9533938765525818,1.1193894147872925,0.0029871549922972918,0.0008337348699569702,0.29595792293548584,0.18138211965560913,0.43262946605682373,region,1.0,0.75,0.05,0.20119599997997284,0.06327160447835922,0.7355324625968933,462.390625,outer,1.0,0.75,0.05,0.08366245031356812,0.02392091602087021,0.0023311213590204716,0.0632413998246193,0.06025423854589462,0.06633292138576508,0.05382777377963066
220,saturation,0.6167909502983093,0.6216129660606384,0.6167909502983093,1.0,-0.010292049497365952,0.07857368886470795,-0.002462903968989849,0.017383098602294922,-0.010292049497365952,0.07857368886470795,0.07857368886470795,null,null,null,null,log_ratio,1e-06,1.0,0.23948881030082703,0.24195170402526855,0.23083171248435974,0.213448628783226,1.0,0.5373496413230896,1.932127943986041,0.6305935382843018,0.6305935382843018,0.23948881030082703,0.0,0.25,0.23948881030082703,0.05,0.0018281134543940425,1.0,0.0,0.05,1.0,0.0,0.029935471713542938,1.0,0.9922349452972412,0.0,5.0,0.0018281134543940425,0.010772409848868847,0.3125,0.9898207187652588,1.0814391374588013,0.008657082915306091,0.0037300437688827515,0.19726243615150452,0.1496773660182953,0.24933454394340515,region,1.0,0.75,0.05,0.26913580298423767,0.06728395074605942,0.6635802984237671,571.5,outer,1.0,0.75,0.05,0.2946385145187378,0.09604436904191971,0.010304520837962627,0.23948881030082703,0.23083171248435974,0.24195170402526855,0.213448628783226
230,saturation,0.5963215827941895,0.6011998653411865,0.5963215827941895,1.0,0.0013789664953947067,0.16965709626674652,4.5930384658277035e-05,0.0027502812445163727,0.0013789664953947067,0.16965709626674652,0.16965709626674652,null,null,null,null,log_ratio,1e-06,1.0,0.018232908099889755,0.01818697713315487,0.01759222149848938,0.014841938391327858,1.0,0.5511149168014526,5.096858248866412,0.615384578704834,0.615384578704834,0.018232908099889755,0.0,0.25,0.018232908099889755,0.05,0.01815132237970829,1.0,0.0,0.05,1.0,0.0,0.04103530943393707,1.0,0.9917954802513123,0.0,5.0,0.01815132237970829,0.13589642941951752,0.3125,1.0025254487991333,1.185304880142212,0.0006406877655535936,0.000699053518474102,0.24338430166244507,0.17852380871772766,0.2974790334701538,region,1.0,0.75,0.05,0.2474537193775177,0.06558642536401749,0.6869599223136902,536.2062377929688,outer,1.0,0.75,0.05,0.022932760417461395,0.006783624645322561,0.0008093880605883896,0.018232908099889755,0.01759222149848938,0.01818697713315487,0.014841938391327858
240,saturation,0.6125260591506958,0.6173596978187561,0.6125260591506958,1.0,-0.015955306589603424,0.06543293595314026,-0.0016159643419086933,0.0071339597925543785,-0.015955306589603424,0.06543293595314026,0.06543293595314026,null,null,null,null,log_ratio,1e-06,1.0,0.11005783081054688,0.11167379468679428,0.11409591138362885,0.10696195065975189,1.0,0.5403042435646057,3.2818667000956525,0.6213775277137756,0.6213775277137756,0.11005783081054688,0.0,0.25,0.11005783081054688,0.05,0.00334857776761055,1.0,0.0,0.05,1.0,0.0,0.03231354057788849,1.0,0.9921427965164185,0.0,5.0,0.00334857776761055,0.029749607667326927,0.1875,0.9855296015739441,1.066696286201477,-0.0040380749851465225,0.001379501074552536,0.2425878345966339,0.16156770288944244,0.35579147934913635,region,1.0,0.75,0.05,0.25941359996795654,0.059915125370025635,0.6806713342666626,548.1812744140625,outer,1.0,0.75,0.05,0.1336086094379425,0.05121314525604248,0.007027007639408112,0.11005783081054688,0.11409591138362885,0.11167379468679428,0.10696195065975189
