step,global_step,loss,dpo_loss,implicit_acc,win_gap,lose_gap,raw_win_gap,raw_lose_gap,norm_win_gap,norm_lose_gap,norm_lose_gap_clipped,adaptive_norm_win_gap,adaptive_norm_lose_gap,adaptive_norm_lose_gap_clipped,adaptive_norm_mode,gap_normalization,gap_eps,lose_gap_clip_tau,mse_w,ref_mse_w,mse_l,ref_mse_l,loser_dominant_ratio,sigma_term,grad_norm,total_loss,anchored_total_loss,sft_loss,sft_reg_weight,lose_gap_weight,winner_abs_reg,winner_abs_reg_weight,winner_gap_reg,winner_gap_reg_weight,winner_gap_reg_margin,relu_win_gap_mean,relu_win_gap_max,win_gap_positive_ratio,mse_w_over_ref_mse_w,mse_l_over_ref_mse_l,reward_margin,kl_divergence,inside_term_mean,inside_term_min,inside_term_max,loss_region_mode,region_mask_weight,region_boundary_weight,region_outside_weight,mask_area_ratio,boundary_area_ratio,outside_area_ratio,region_weight_sum,boundary_mode,mask_weight,boundary_weight,outside_weight,mask_region_mse,boundary_region_mse,outside_region_mse,region_weighted_mse_w,region_weighted_mse_l,region_weighted_ref_mse_w,region_weighted_ref_mse_l,L_base,L_prop,L_gen,L_boundary,lambda_prop,lambda_gen,lambda_boundary_extra,exp18_extra_loss,m_w,m_l,m_w_ref,m_l_ref,propagation_coverage,generate_area_ratio,prop_conf_mean,prop_conf_p10,prop_conf_p50,prop_conf_p90,avg_num_sources_used,propagated_region_psnr,tau_conf,confidence_mode,propagation_target_mode
100,100,0.7173734307289124,0.6391202211380005,1.0,-0.009456336498260498,0.051277756690979004,-0.0005960098933428526,0.0032084863632917404,-0.009456336498260498,0.051277756690979004,0.051277756690979004,null,null,null,null,log_ratio,1e-06,1.0,0.06254686415195465,0.06314287334680557,0.06476950645446777,0.06156102195382118,1.0,0.5278159379959106,4.679831511335409,0.7173734307289124,0.7173734307289124,0.06254686415195465,0.0,0.25,0.06254686415195465,0.05,3.570043554645963e-05,1.0,0.0,3.570043554645963e-05,0.0005712069687433541,0.0625,0.9905609488487244,1.0521187782287598,-0.002222648123279214,0.0006531178951263428,0.11137887835502625,0.11137887835502625,0.11137887835502625,region,1.0,0.75,0.05,0.23061524331569672,0.04970703274011612,0.673388659954071,860.88134765625,both,1.0,0.75,0.05,0.07709828019142151,0.04406887665390968,0.002389869187027216,0.06254686415195465,0.06476950645446777,0.06314287334680557,0.06156102195382118,0.6422832608222961,0.32803162932395935,0.37936750054359436,0.23318642377853394,0.1,0.05,0.1,0.07509017735719681,0.06254686415195465,0.06476950645446777,0.06314287334680557,0.06156102195382118,0.017016399651765823,0.9829835891723633,0.023158935829997063,0.0,0.0,0.0,0.12469202280044556,38.069190979003906,0.5,flow_agreement,latent_x0
110,110,0.7004255056381226,0.6003904342651367,1.0,-0.00873801950365305,0.12161698937416077,-0.0016202600672841072,0.03431147336959839,-0.00873801950365305,0.12161698937416077,0.12161698937416077,null,null,null,null,log_ratio,1e-06,1.0,0.1871272325515747,0.18874746561050415,0.29771700501441956,0.26340553164482117,1.0,0.5487722158432007,3.225781004822091,0.7004255056381226,0.7004255056381226,0.1871272325515747,0.0,0.25,0.1871272325515747,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9914158582687378,1.1302610635757446,-0.11058977991342545,0.008172810077667236,0.19571132957935333,0.19571132957935333,0.19571132957935333,region,1.0,0.75,0.05,0.19140625,0.05000000074505806,0.711718738079071,767.0999755859375,both,1.0,0.75,0.05,0.2452521175146103,0.12162171304225922,0.008233820088207722,0.1871272325515747,0.29771700501441956,0.18874746561050415,0.26340553164482117,0.6097468137741089,0.6039727926254272,0.28330615162849426,0.16116109490394592,0.1,0.05,0.1,0.09067869931459427,0.1871272325515747,0.29771700501441956,0.18874746561050415,0.26340553164482117,0.004713114816695452,0.9952868819236755,0.006242566742002964,0.0,0.0,0.0,0.08568740636110306,14.941394805908203,0.5,flow_agreement,latent_x0
120,120,0.676604151725769,0.6003368496894836,1.0,-0.020517941564321518,0.07453262805938721,-0.0014253708068281412,0.011414851993322372,-0.020517941564321518,0.07453262805938721,0.07453262805938721,null,null,null,null,log_ratio,1e-06,1.0,0.06762881577014923,0.06905418634414673,0.15837040543556213,0.14695554971694946,1.0,0.5487832427024841,4.369360218863888,0.676604151725769,0.676604151725769,0.06762881577014923,0.0,0.25,0.06762881577014923,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9793586730957031,1.0776755809783936,-0.0907415896654129,0.0024973712861537933,0.1957554966211319,0.1957554966211319,0.1957554966211319,region,1.0,0.75,0.05,0.2161865234375,0.05307617411017418,0.680957019329071,838.08447265625,both,1.0,0.75,0.05,0.08682858198881149,0.04225747659802437,0.0032294210977852345,0.06762881577014923,0.15837040543556213,0.06905418634414673,0.14695554971694946,0.6037182807922363,0.40464508533477783,0.3106708228588104,0.16887830197811127,0.1,0.05,0.1,0.07288587838411331,0.06762881577014923,0.15837040543556213,0.06905418634414673,0.14695554971694946,0.026252983137965202,0.9737470149993896,0.032120756804943085,0.0,0.0,0.0,0.30186331272125244,23.777761459350586,0.5,flow_agreement,latent_x0
130,130,0.6854447722434998,0.589363157749176,1.0,-0.026691149920225143,0.07228361070156097,-0.001371643040329218,0.009281211532652378,-0.026691149920225143,0.07228361070156097,0.07228361070156097,null,null,null,null,log_ratio,1e-06,1.0,0.055382050573825836,0.056753695011138916,0.1328819990158081,0.1236007958650589,1.0,0.5557201504707336,5.841728102229357,0.6854447722434998,0.6854447722434998,0.055382050573825836,0.0,0.25,0.055382050573825836,0.05,0.0013763252645730972,1.0,0.0,0.0013763252645730972,0.015570619143545628,0.1875,0.9758316278457642,1.0750901699066162,-0.07749995589256287,0.0019773878157138824,0.22381025552749634,0.22381025552749634,0.22381025552749634,region,1.0,0.75,0.05,0.205078125,0.05156249925494194,0.6957031488418579,804.550048828125,both,1.0,0.75,0.05,0.07097227871417999,0.03684498369693756,0.0031241741962730885,0.055382050573825836,0.1328819990158081,0.056753695011138916,0.1236007958650589,0.5935086011886597,0.5138124823570251,0.3724212944507599,0.21933864057064056,0.1,0.05,0.1,0.09193618595600128,0.055382050573825836,0.1328819990158081,0.056753695011138916,0.1236007958650589,0.017581144347786903,0.9824188351631165,0.02416270785033703,0.0,0.0,0.0,0.2449655383825302,17.928878784179688,0.5,flow_agreement,latent_x0
140,140,0.7072009444236755,0.6193445920944214,1.0,-0.017236953601241112,0.054153382778167725,-0.0003993313293904066,0.0033951904624700546,-0.017236953601241112,0.054153382778167725,0.054153382778167725,null,null,null,null,log_ratio,1e-06,1.0,0.022884177044034004,0.02328350767493248,0.06371868401765823,0.06032349169254303,1.0,0.5383933782577515,7.064230772754108,0.7072009444236755,0.7072009444236755,0.022884177044034004,0.0,0.25,0.022884177044034004,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9828491806983948,1.0562831163406372,-0.04083450883626938,0.0007489640265703201,0.15387649834156036,0.15387649834156036,0.15387649834156036,region,1.0,0.75,0.05,0.673828125,0.04921875149011612,0.2265625,1945.25,both,1.0,0.75,0.05,0.02454042248427868,0.010704712942242622,0.004687584470957518,0.022884177044034004,0.06371868401765823,0.02328350767493248,0.06032349169254303,0.6204888224601746,0.5485767126083374,0.27140918374061584,0.18284016847610474,0.1,0.05,0.1,0.08671214431524277,0.022884177044034004,0.06371868401765823,0.02328350767493248,0.06032349169254303,0.0021237863693386316,0.9978762269020081,0.003157686209306121,0.0,0.0,0.0,0.04261891916394234,24.062503814697266,0.5,flow_agreement,latent_x0
150,150,0.7088505625724792,0.6299227476119995,1.0,-0.007022208534181118,0.07762426882982254,-0.00025516562163829803,0.006970996968448162,-0.007022208534181118,0.07762426882982254,0.07762426882982254,null,null,null,null,log_ratio,1e-06,1.0,0.03627803549170494,0.03653319925069809,0.09313848614692688,0.08616748452186584,1.0,0.5329873561859131,9.922313588229038,0.7088505625724792,0.7088505625724792,0.03627803549170494,0.0,0.25,0.03627803549170494,0.05,0.0024086176417768,1.0,0.0,0.0024086176417768,0.011994617059826851,0.375,0.9930155873298645,1.0809005498886108,-0.05686044692993164,0.0016789603978395462,0.1321413815021515,0.1321413815021515,0.1321413815021515,region,1.0,0.75,0.05,0.21796874701976776,0.05405273661017418,0.6779541373252869,844.6062622070312,both,1.0,0.75,0.05,0.046684298664331436,0.022151190787553787,0.0018021890427917242,0.03627803549170494,0.09313848614692688,0.03653319925069809,0.08616748452186584,0.6341452598571777,0.4038332402706146,0.32535213232040405,0.18054361641407013,0.1,0.05,0.1,0.07470528781414032,0.03627803549170494,0.09313848614692688,0.03653319925069809,0.08616748452186584,0.019950807094573975,0.980049192905426,0.02424454689025879,0.0,0.0,0.0,0.24466335773468018,23.953720092773438,0.5,flow_agreement,latent_x0
160,160,0.7056995034217834,0.6149212718009949,1.0,-0.004017702769488096,0.11448456346988678,-0.0017543211579322815,0.08367814123630524,-0.004017702769488096,0.11448456346988678,0.11448456346988678,null,null,null,null,log_ratio,1e-06,1.0,0.4402146637439728,0.44196897745132446,0.7733228206634521,0.6896446347236633,1.0,0.5407082438468933,1.9319278274097578,0.7056995034217834,0.7056995034217834,0.4402146637439728,0.0,0.25,0.4402146637439728,0.05,4.7801455366425216e-05,1.0,0.0,4.7801455366425216e-05,0.0004048719711136073,0.1875,0.9960306882858276,1.1213352680206299,-0.333108127117157,0.020480960607528687,0.1631942242383957,0.1631942242383957,0.1631942242383957,region,1.0,0.75,0.05,0.20546875894069672,0.05439453199505806,0.68896484375,816.8751220703125,both,1.0,0.75,0.05,0.535304844379425,0.3715193569660187,0.030970998108386993,0.4402146637439728,0.7733228206634521,0.44196897745132446,0.6896446347236633,0.6369798183441162,0.48862698674201965,0.16477802395820618,0.11618076264858246,0.1,0.05,0.1,0.06871967762708664,0.4402146637439728,0.7733228206634521,0.44196897745132446,0.6896446347236633,0.008847031742334366,0.9911529421806335,0.014998359605669975,0.0,0.0,0.0,0.2302522361278534,18.677154541015625,0.5,flow_agreement,latent_x0
170,170,0.7080492973327637,0.6256613731384277,1.0,-0.014524726197123528,0.054364487528800964,-0.001766397152096033,0.004784343298524618,-0.014524726197123528,0.054364487528800964,0.054364487528800964,null,null,null,null,log_ratio,1e-06,1.0,0.12082822620868683,0.12259462475776672,0.09062288701534271,0.08583854883909225,1.0,0.5350870490074158,5.8198725721661555,0.7080492973327637,0.7080492973327637,0.12082822620868683,0.0,0.25,0.12082822620868683,0.05,0.000439347728388384,1.0,0.0,0.000439347728388384,0.007029563654214144,0.0625,0.9855915307998657,1.0557364225387573,0.030205337330698967,0.0007544830441474915,0.1405792385339737,0.1405792385339737,0.1405792385339737,region,1.0,0.75,0.05,0.19804687798023224,0.05585937574505806,0.694140613079071,802.8500366210938,both,1.0,0.75,0.05,0.15486082434654236,0.08619401603937149,0.007319556549191475,0.12082822620868683,0.09062288701534271,0.12259462475776672,0.08583854883909225,0.6321421265602112,0.3221336305141449,0.41479846835136414,0.22953876852989197,0.1,0.05,0.1,0.0759071633219719,0.12082822620868683,0.09062288701534271,0.12259462475776672,0.08583854883909225,0.02216796949505806,0.977832019329071,0.02374454401433468,0.0,0.0,0.0,0.13444946706295013,26.20345687866211,0.5,flow_agreement,latent_x0
180,180,0.7500045299530029,0.6306278705596924,1.0,0.00038568396121263504,0.10989201813936234,-8.76278500072658e-06,0.0010117966448888183,0.00038568396121263504,0.10989201813936234,0.10989201813936234,null,null,null,null,log_ratio,1e-06,1.0,0.005721142049878836,0.005729904398322105,0.009710951708257198,0.008699154481291771,1.0,0.5338074564933777,13.273290600856456,0.7500045299530029,0.7500045299530029,0.005721142049878836,0.0,0.25,0.005721142049878836,0.05,0.01201695017516613,1.0,0.0,0.01201695017516613,0.04119931161403656,0.625,0.9984707832336426,1.1163098812103271,-0.003989809658378363,0.0002507586032152176,0.13543659448623657,0.13543659448623657,0.13543659448623657,region,1.0,0.75,0.05,0.19765625894069672,0.05625000223517418,0.694140613079071,802.60009765625,both,1.0,0.75,0.05,0.007596768904477358,0.0034712846390902996,0.0003001023142132908,0.005721142049878836,0.009710951708257198,0.005729904398322105,0.008699154481291771,0.6429308652877808,0.5449779629707336,0.5187268853187561,0.2663949728012085,0.1,0.05,0.1,0.10707364231348038,0.005721142049878836,0.009710951708257198,0.005729904398322105,0.008699154481291771,0.007237871643155813,0.9927621483802795,0.01722245290875435,0.0,0.0,0.0,0.2630871832370758,16.79644012451172,0.5,flow_agreement,latent_x0
190,190,0.6566498279571533,0.5739306211471558,1.0,-0.012287316843867302,0.15470315515995026,-0.003959154710173607,0.09316951036453247,-0.012287316843867302,0.15470315515995026,0.15470315515995026,null,null,null,null,log_ratio,1e-06,1.0,0.3211297392845154,0.32508885860443115,0.649217963218689,0.5560485124588013,1.0,0.563361406326294,1.9969208702010846,0.6566498279571533,0.6566498279571533,0.3211297392845154,0.0,0.25,0.3211297392845154,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9878214001655579,1.1675562858581543,-0.32808825373649597,0.02230258285999298,0.2548155188560486,0.2548155188560486,0.2548155188560486,region,1.0,0.75,0.05,0.17937012016773224,0.04843750223517418,0.727368175983429,731.3531494140625,both,1.0,0.75,0.05,0.41262349486351013,0.2451772689819336,0.015945905819535255,0.3211297392845154,0.649217963218689,0.32508885860443115,0.5560485124588013,0.5899870991706848,0.4340331256389618,0.20902840793132782,0.12807975709438324,0.1,0.05,0.1,0.06666270643472672,0.3211297392845154,0.649217963218689,0.32508885860443115,0.5560485124588013,0.014483284205198288,0.9855167269706726,0.02241716906428337,0.0,0.0,0.0,0.27474361658096313,20.641931533813477,0.5,flow_agreement,latent_x0
