loss,mask_weighted_mse_proxy,outside_mse_proxy,t,grad_norm,grad_max_abs,grad_tensors,recipe,step,sample_id,lr,finite
0.7092440128326416,0.08653005212545395,0.9855856895446777,0.24,11.982832062417158,1.0859375,461,S0_adamw_lr1em05,1,BLENDER_MOUNTAIN014_00001,1e-05,True
0.043547771871089935,0.21346686780452728,0.013406370766460896,0.29000000000000004,0.8365862103804207,0.080078125,461,S0_adamw_lr1em05,2,BLENDER_FOREST049_00001,1e-05,True
0.10826046764850616,0.10833881050348282,0.10460492968559265,0.34,0.5283765212362241,0.044921875,461,S0_adamw_lr1em05,3,BLENDER_OFFICE002_00001,1e-05,True
0.1421295404434204,0.11244282126426697,0.12883205711841583,0.39,1.5104962730245828,0.1533203125,461,S0_adamw_lr1em05,4,BLENDER_RIVER005_00001,1e-05,True
0.23204313218593597,0.03010239452123642,0.31996428966522217,0.44,3.154821876248105,0.32421875,461,S0_adamw_lr1em05,5,BLENDER_MOUNTAIN014_00001,1e-05,True
0.021004727110266685,0.09430178254842758,0.008588272146880627,0.49000000000000005,0.7888443479300212,0.0751953125,461,S0_adamw_lr1em05,6,BLENDER_FOREST049_00001,1e-05,True
0.058145005255937576,0.06748946011066437,0.04323507472872734,0.54,0.4261109176992568,0.033848345279693604,461,S0_adamw_lr1em05,7,BLENDER_OFFICE002_00001,1e-05,True
0.07959355413913727,0.08084487915039062,0.056988973170518875,0.5900000000000001,0.9096842495396142,0.060302734375,461,S0_adamw_lr1em05,8,BLENDER_RIVER005_00001,1e-05,True
0.13408216834068298,0.027658194303512573,0.17080698907375336,0.64,1.415986787270861,0.10498046875,461,S0_adamw_lr1em05,9,BLENDER_MOUNTAIN014_00001,1e-05,True
0.012739608064293861,0.04616374522447586,0.006803883705288172,0.69,0.6005860817407058,0.06494140625,461,S0_adamw_lr1em05,10,BLENDER_FOREST049_00001,1e-05,True
0.7092440128326416,0.08653005212545395,0.9855856895446777,0.24,11.98059032480198,1.0859375,461,S0_adamw_lr3em05,1,BLENDER_MOUNTAIN014_00001,3e-05,True
0.053012195974588394,0.19232530891895294,0.02749449387192726,0.29000000000000004,1.6918293726290794,0.1689453125,461,S0_adamw_lr3em05,2,BLENDER_FOREST049_00001,3e-05,True
0.10510335862636566,0.10768387466669083,0.09809442609548569,0.34,0.4111745433785147,0.0283203125,461,S0_adamw_lr3em05,3,BLENDER_OFFICE002_00001,3e-05,True
0.10799461603164673,0.09696682542562485,0.09952747821807861,0.39,0.9536342077246014,0.060302734375,461,S0_adamw_lr3em05,4,BLENDER_RIVER005_00001,3e-05,True
0.10295535624027252,0.02663291059434414,0.13905349373817444,0.44,1.2736396253924223,0.119140625,461,S0_adamw_lr3em05,5,BLENDER_MOUNTAIN014_00001,3e-05,True
0.03750433027744293,0.11348426342010498,0.02377515658736229,0.49000000000000005,0.9924932892016488,0.1484375,461,S0_adamw_lr3em05,6,BLENDER_FOREST049_00001,3e-05,True
0.05801494047045708,0.06806620955467224,0.042106881737709045,0.54,0.4545049022447228,0.022960446774959564,461,S0_adamw_lr3em05,7,BLENDER_OFFICE002_00001,3e-05,True
0.055504679679870605,0.06910569220781326,0.039257969707250595,0.5900000000000001,0.5775595660486286,0.056116729974746704,461,S0_adamw_lr3em05,8,BLENDER_RIVER005_00001,3e-05,True
0.05746922641992569,0.016228247433900833,0.07207664847373962,0.64,0.6063802262388542,0.0693359375,461,S0_adamw_lr3em05,9,BLENDER_MOUNTAIN014_00001,3e-05,True
0.01830439083278179,0.0497828833758831,0.012432136572897434,0.69,0.45009201822883166,0.059814453125,461,S0_adamw_lr3em05,10,BLENDER_FOREST049_00001,3e-05,True
0.7092440128326416,0.08653005212545395,0.9855856895446777,0.24,11.979463895587514,1.078125,461,S0_adamw_lr0.0001,1,BLENDER_MOUNTAIN014_00001,0.0001,True
0.27845561504364014,0.2749619781970978,0.2777825593948364,0.29000000000000004,2.8885644569295885,0.41015625,461,S0_adamw_lr0.0001,2,BLENDER_FOREST049_00001,0.0001,True
0.17920461297035217,0.17198988795280457,0.19009000062942505,0.34,2.3929644189679715,0.228515625,461,S0_adamw_lr0.0001,3,BLENDER_OFFICE002_00001,0.0001,True
0.16166219115257263,0.1663244664669037,0.15811382234096527,0.39,2.1220338347284207,0.1328125,461,S0_adamw_lr0.0001,4,BLENDER_RIVER005_00001,0.0001,True
0.13501402735710144,0.11535633355379105,0.14484386146068573,0.44,1.7230856391118534,0.39453125,461,S0_adamw_lr0.0001,5,BLENDER_MOUNTAIN014_00001,0.0001,True
0.1349366158246994,0.169933021068573,0.1300884336233139,0.49000000000000005,1.4483744254815412,0.1826171875,461,S0_adamw_lr0.0001,6,BLENDER_FOREST049_00001,0.0001,True
0.10832078009843826,0.12129949778318405,0.08933082967996597,0.54,1.2452445373209615,0.1650390625,461,S0_adamw_lr0.0001,7,BLENDER_OFFICE002_00001,0.0001,True
0.11097574979066849,0.13147523999214172,0.09617181867361069,0.5900000000000001,1.4931438602865592,0.17778964340686798,461,S0_adamw_lr0.0001,8,BLENDER_RIVER005_00001,0.0001,True
0.08518224209547043,0.06041842699050903,0.0991523489356041,0.64,1.6332145587439852,0.10205078125,461,S0_adamw_lr0.0001,9,BLENDER_MOUNTAIN014_00001,0.0001,True
0.09731268882751465,0.09803865104913712,0.0977865681052208,0.69,0.7616020479353403,0.04086477309465408,461,S0_adamw_lr0.0001,10,BLENDER_FOREST049_00001,0.0001,True
0.7092440128326416,0.08653005212545395,0.9855856895446777,0.24,0.37855675099699126,0.0291748046875,242,S1_adamw_lr1em05,1,BLENDER_MOUNTAIN014_00001,1e-05,True
0.04504434019327164,0.2215202897787094,0.013840115629136562,0.29000000000000004,0.03255834831523556,0.003082275390625,242,S1_adamw_lr1em05,2,BLENDER_FOREST049_00001,1e-05,True
0.11113058775663376,0.10905349254608154,0.11034315079450607,0.34,0.020221564425471128,0.002197265625,242,S1_adamw_lr1em05,3,BLENDER_OFFICE002_00001,1e-05,True
0.16322804987430573,0.12473100423812866,0.1448139250278473,0.39,0.06729558699669234,0.0062255859375,242,S1_adamw_lr1em05,4,BLENDER_RIVER005_00001,1e-05,True
0.31409600377082825,0.04639055207371712,0.4158129394054413,0.44,0.13610529908058527,0.0108642578125,242,S1_adamw_lr1em05,5,BLENDER_MOUNTAIN014_00001,1e-05,True
0.02463836409151554,0.14557066559791565,0.005567518528550863,0.49000000000000005,0.026457008225070192,0.0026092529296875,242,S1_adamw_lr1em05,6,BLENDER_FOREST049_00001,1e-05,True
0.06329377740621567,0.07317453622817993,0.0449189655482769,0.54,0.027908210782228618,0.0034332275390625,242,S1_adamw_lr1em05,7,BLENDER_OFFICE002_00001,1e-05,True
0.09860797971487045,0.09807219356298447,0.06515878438949585,0.5900000000000001,0.04370979299836551,0.003021240234375,242,S1_adamw_lr1em05,8,BLENDER_RIVER005_00001,1e-05,True
0.17958776652812958,0.04657537117600441,0.21368543803691864,0.64,0.08256700738741403,0.00653076171875,242,S1_adamw_lr1em05,9,BLENDER_MOUNTAIN014_00001,1e-05,True
0.020690787583589554,0.1311744600534439,0.0034486609511077404,0.69,0.044260130499044814,0.0023956298828125,242,S1_adamw_lr1em05,10,BLENDER_FOREST049_00001,1e-05,True
0.7092440128326416,0.08653005212545395,0.9855856895446777,0.24,0.3785778382815758,0.0291748046875,242,S1_adamw_lr3em05,1,BLENDER_MOUNTAIN014_00001,3e-05,True
0.045022282749414444,0.22162632644176483,0.013850840739905834,0.29000000000000004,0.03240383145374117,0.003082275390625,242,S1_adamw_lr3em05,2,BLENDER_FOREST049_00001,3e-05,True
0.11113215237855911,0.10906992852687836,0.11032973229885101,0.34,0.020261591619142247,0.002197265625,242,S1_adamw_lr3em05,3,BLENDER_OFFICE002_00001,3e-05,True
0.16328008472919464,0.12482588738203049,0.1447758674621582,0.39,0.06721770377576401,0.006378173828125,242,S1_adamw_lr3em05,4,BLENDER_RIVER005_00001,3e-05,True
0.3133082687854767,0.046145081520080566,0.41505613923072815,0.44,0.13757638048020812,0.0108642578125,242,S1_adamw_lr3em05,5,BLENDER_MOUNTAIN014_00001,3e-05,True
0.024697188287973404,0.14587880671024323,0.005544898100197315,0.49000000000000005,0.02775371742916441,0.002593994140625,242,S1_adamw_lr3em05,6,BLENDER_FOREST049_00001,3e-05,True
0.06329023838043213,0.07319820672273636,0.04486977308988571,0.54,0.02827506649750432,0.0034332275390625,242,S1_adamw_lr3em05,7,BLENDER_OFFICE002_00001,3e-05,True
0.09824255853891373,0.09770391881465912,0.06500383466482162,0.5900000000000001,0.044185998140890755,0.0030059814453125,242,S1_adamw_lr3em05,8,BLENDER_RIVER005_00001,3e-05,True
0.17869555950164795,0.045983318239450455,0.21304185688495636,0.64,0.0835507809884862,0.006561279296875,242,S1_adamw_lr3em05,9,BLENDER_MOUNTAIN014_00001,3e-05,True
0.020164022222161293,0.1267823725938797,0.003389752469956875,0.69,0.04711642804619608,0.00238037109375,242,S1_adamw_lr3em05,10,BLENDER_FOREST049_00001,3e-05,True
0.7092440128326416,0.08653005212545395,0.9855856895446777,0.24,0.37858534437919117,0.0291748046875,242,S1_adamw_lr0.0001,1,BLENDER_MOUNTAIN014_00001,0.0001,True
0.04502994194626808,0.22176054120063782,0.013813024386763573,0.29000000000000004,0.032247771767666696,0.0030517578125,242,S1_adamw_lr0.0001,2,BLENDER_FOREST049_00001,0.0001,True
0.11097658425569534,0.10899681597948074,0.11008411645889282,0.34,0.020443911452868568,0.0021209716796875,242,S1_adamw_lr0.0001,3,BLENDER_OFFICE002_00001,0.0001,True
0.16177496314048767,0.12383036315441132,0.14366237819194794,0.39,0.06887219495580567,0.006439208984375,242,S1_adamw_lr0.0001,4,BLENDER_RIVER005_00001,0.0001,True
0.30575522780418396,0.04399926960468292,0.40700867772102356,0.44,0.1511509012848155,0.0113525390625,242,S1_adamw_lr0.0001,5,BLENDER_MOUNTAIN014_00001,0.0001,True
0.02374374307692051,0.14008435606956482,0.005264315288513899,0.49000000000000005,0.027048899269410835,0.0025177001953125,242,S1_adamw_lr0.0001,6,BLENDER_FOREST049_00001,0.0001,True
0.062238190323114395,0.07220659404993057,0.04437462240457535,0.54,0.02789803393473794,0.0027618408203125,242,S1_adamw_lr0.0001,7,BLENDER_OFFICE002_00001,0.0001,True
0.09442698955535889,0.09407468140125275,0.06311196833848953,0.5900000000000001,0.04803536992157966,0.0030517578125,242,S1_adamw_lr0.0001,8,BLENDER_RIVER005_00001,0.0001,True
0.16899825632572174,0.04111768677830696,0.2045799195766449,0.64,0.09164484535095556,0.00634765625,242,S1_adamw_lr0.0001,9,BLENDER_MOUNTAIN014_00001,0.0001,True
0.017202582210302353,0.1039268746972084,0.0031104194931685925,0.69,0.04081728229021996,0.0020751953125,242,S1_adamw_lr0.0001,10,BLENDER_FOREST049_00001,0.0001,True
