split,sample_id,source_group,noise_index,timestep_index,noise_seed,t,winner_full_residual,winner_mask_residual,winner_boundary_residual,winner_outside_residual,winner_pred_norm,winner_target_norm,winner_noise_norm,winner_z0_norm,loser_full_residual,loser_mask_residual,loser_boundary_residual,loser_outside_residual,loser_pred_norm,loser_target_norm,loser_noise_norm,loser_z0_norm
train32,BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,1,2,20281908,0.55,0.025736868381500244,0.06457902491092682,0.09665092825889587,0.021407077088952065,703.5413818359375,706.78173828125,572.5286865234375,416.2352600097656,0.009601535275578499,0.08103121817111969,0.11273585259914398,0.003019700525328517,701.4935302734375,706.4108276367188,572.5286865234375,415.7307434082031
train32,BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,1,3,20281908,0.75,0.018302639946341515,0.05984315648674965,0.11922644823789597,0.012627237476408482,701.2435913085938,706.78173828125,572.5286865234375,416.2352600097656,0.010357239283621311,0.07891730964183807,0.14454518258571625,0.0027086923364549875,700.51708984375,706.4108276367188,572.5286865234375,415.7307434082031
train32,BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,2,0,20291081,0.15,0.2366415113210678,0.17932941019535065,0.2594706416130066,0.23871304094791412,734.1112670898438,708.603759765625,572.4077758789062,416.2352600097656,0.028049496933817863,0.2064037173986435,0.24148447811603546,0.012197591364383698,697.97509765625,708.2100830078125,572.4077758789062,415.7307434082031
train32,BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,2,1,20291081,0.35,0.053679969161748886,0.08814789354801178,0.13107958436012268,0.0494178831577301,708.2218627929688,708.603759765625,572.4077758789062,416.2352600097656,0.012672187760472298,0.1024586483836174,0.1236245334148407,0.004797335248440504,701.76904296875,708.2100830078125,572.4077758789062,415.7307434082031
train32,BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,2,2,20291081,0.55,0.02554437331855297,0.06001870706677437,0.09768935292959213,0.021484749391674995,704.0298461914062,708.603759765625,572.4077758789062,416.2352600097656,0.00942973978817463,0.07687021791934967,0.11057242751121521,0.0031332739163190126,702.0811157226562,708.2100830078125,572.4077758789062,415.7307434082031
train32,BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,2,3,20291081,0.75,0.017646251246333122,0.05242566391825676,0.11221002787351608,0.012590937316417694,701.8204345703125,708.603759765625,572.4077758789062,416.2352600097656,0.00961423572152853,0.0701952874660492,0.13593360781669617,0.002669844077900052,701.2050170898438,708.2100830078125,572.4077758789062,415.7307434082031
train32,BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,3,0,20300254,0.15,0.23642244935035706,0.1873481124639511,0.268442839384079,0.2377459853887558,736.2085571289062,708.7548828125,573.178466796875,416.2352600097656,0.027725178748369217,0.20882770419120789,0.2408711016178131,0.011800355277955532,699.67529296875,708.4782104492188,573.178466796875,415.7307434082031
train32,BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,3,1,20300254,0.35,0.053985703736543655,0.09766007959842682,0.13907277584075928,0.04906613379716873,710.0169677734375,708.7548828125,573.178466796875,416.2352600097656,0.013055847957730293,0.1109003871679306,0.13544030487537384,0.004526372998952866,703.3403930664062,708.4782104492188,573.178466796875,415.7307434082031
train32,BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,3,2,20300254,0.55,0.02597522735595703,0.06794276088476181,0.10498987883329391,0.021294817328453064,705.4429931640625,708.7548828125,573.178466796875,416.2352600097656,0.009907630272209644,0.0845949649810791,0.12370077520608902,0.0029505996499210596,703.4052734375,708.4782104492188,573.178466796875,415.7307434082031
train32,BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,3,3,20300254,0.75,0.018961071968078613,0.0613270103931427,0.13889241218566895,0.01252933032810688,702.8417358398438,708.7548828125,573.178466796875,416.2352600097656,0.011073638685047626,0.08138766139745712,0.16885919868946075,0.002625180408358574,702.2984619140625,708.4782104492188,573.178466796875,415.7307434082031
