recipe,tensor,module_group,shape,numel,mean_abs_delta,max_abs_delta,delta_norm,param_norm,delta_param_norm_ratio,zero_delta
frozen,blocks.11.attn1.to_k.weight,blocks.11,1536x1536,2359296,7.3262538258234144e-09,4.76837158203125e-06,0.0001765179453920539,57.94840444848331,3.0461226166973587e-06,False
frozen,blocks.11.attn1.to_out.0.bias,blocks.11,1536,1536,3.573950380086899e-08,4.76837158203125e-06,1.0569535544662394e-05,0.469572918482214,2.250882691191704e-05,False
frozen,blocks.11.attn1.to_out.0.weight,blocks.11,1536x1536,2359296,8.3572233577911e-09,5.245208740234375e-06,0.0001903938993507249,53.81326899494097,3.5380474538467538e-06,False
frozen,blocks.11.attn1.to_q.bias,blocks.11,1536,1536,2.0838342607021332e-08,3.337860107421875e-06,7.848146089960628e-06,1.440461549568159,5.448355141661367e-06,False
frozen,blocks.11.attn1.to_q.weight,blocks.11,1536x1536,2359296,7.81831754892437e-09,5.245208740234375e-06,0.0001834605985512307,56.78841494764249,3.23059903539082e-06,False
frozen,blocks.11.attn1.to_v.bias,blocks.11,1536,1536,8.338247425854206e-08,4.76837158203125e-06,1.55560201067761e-05,0.15362387570310412,0.00010126043256933996,False
frozen,blocks.11.attn1.to_v.weight,blocks.11,1536x1536,2359296,7.660206691184612e-09,5.245208740234375e-06,0.00018052847742854427,54.97667740591232,3.2837284089694103e-06,False
frozen,blocks.11.ffn.net.0.proj.bias,blocks.11,8960,8960,4.278756904341208e-09,2.86102294921875e-06,7.946315783151069e-06,2.1530453737813513,3.6907330797174144e-06,False
frozen,blocks.11.ffn.net.0.proj.weight,blocks.11,8960x1536,13762560,9.1281844305513e-09,5.245208740234375e-06,0.0004738084450398646,113.30382964622157,4.181751371681556e-06,False
frozen,blocks.11.ffn.net.2.bias,blocks.11,1536,1536,4.218115279286394e-08,4.291534423828125e-06,1.2276386559912329e-05,0.3849654671118498,3.188957869905146e-05,False
frozen,blocks.11.ffn.net.2.weight,blocks.11,1536x8960,13762560,1.1129269950060916e-08,5.245208740234375e-06,0.0005411267216237688,102.9786366649656,5.254747384006303e-06,False
frozen,blocks.11.scale_shift_table,blocks.11,1x6x1536,9216,2.0417928681126796e-06,4.479661583900452e-06,0.0002088556278764435,4.235847245355565,4.930669492517605e-05,False
frozen,blocks.12.attn1.norm_k.weight,blocks.12,1536,1536,0.0,0.0,0.0,55.01657686978307,0.0,True
frozen,blocks.12.attn1.norm_q.weight,blocks.12,1536,1536,0.0,0.0,0.0,55.026456261255596,0.0,True
frozen,blocks.12.attn1.to_k.bias,blocks.12,1536,1536,3.725290298461914e-09,9.5367431640625e-07,2.3360154559928683e-06,2.487778737155687,9.389964714718677e-07,False
frozen,blocks.12.attn1.to_k.weight,blocks.12,1536x1536,2359296,7.499819432155164e-09,4.76837158203125e-06,0.00017513203844071943,57.94158098154231,3.022562302821974e-06,False
frozen,blocks.12.attn1.to_out.0.bias,blocks.12,1536,1536,3.379621560384294e-08,4.291534423828125e-06,1.0223582268613566e-05,0.4805276570999196,2.1275741609325154e-05,False
frozen,blocks.12.attn1.to_out.0.weight,blocks.12,1536x1536,2359296,8.073580914924605e-09,5.245208740234375e-06,0.0001861626632694848,55.09317613498631,3.3790512061485757e-06,False
frozen,blocks.12.attn1.to_q.bias,blocks.12,1536,1536,2.1187588572502136e-08,3.814697265625e-06,7.4836474016759434e-06,1.3042139804451705,5.738051818088772e-06,False
frozen,blocks.12.attn1.to_q.weight,blocks.12,1536x1536,2359296,7.919531697098137e-09,5.0067901611328125e-06,0.0001812217349581858,56.24675337852844,3.221905693624655e-06,False
frozen,blocks.12.attn1.to_v.bias,blocks.12,1536,1536,6.785072770298939e-08,3.5762786865234375e-06,1.316659047928388e-05,0.1509052981901378,8.725068395283894e-05,False
frozen,blocks.12.attn1.to_v.weight,blocks.12,1536x1536,2359296,7.732493756407166e-09,5.245208740234375e-06,0.00018225820718196012,56.16683739580568,3.2449433799804296e-06,False
frozen,blocks.12.ffn.net.0.proj.bias,blocks.12,8960,8960,9.122803845684757e-09,3.814697265625e-06,1.2864719265962368e-05,2.1330057692380446,6.031263230268659e-06,False
frozen,blocks.12.ffn.net.0.proj.weight,blocks.12,8960x1536,13762560,9.242795862007824e-09,5.245208740234375e-06,0.000475967105201001,113.27840944714487,4.201746012536314e-06,False
frozen,blocks.12.ffn.net.2.bias,blocks.12,1536,1536,3.1781382858753204e-08,4.76837158203125e-06,9.84054453488552e-06,0.3806594323805886,2.585130880198696e-05,False
frozen,blocks.12.ffn.net.2.weight,blocks.12,1536x8960,13762560,1.0926836324642863e-08,5.245208740234375e-06,0.000533441524555195,104.31946033548822,5.113537999905849e-06,False
frozen,blocks.12.scale_shift_table,blocks.12,1x6x1536,9216,2.0304664758441504e-06,4.470348358154297e-06,0.00020642785504601283,5.207863789056058,3.9637721608573195e-05,False
frozen,blocks.13.attn1.norm_k.weight,blocks.13,1536,1536,0.0,0.0,0.0,56.66042757281642,0.0,True
frozen,blocks.13.attn1.norm_q.weight,blocks.13,1536,1536,0.0,0.0,0.0,56.81439722835995,0.0,True
frozen,blocks.13.attn1.to_k.bias,blocks.13,1536,1536,9.119200505836034e-09,2.7418136596679688e-06,5.112466580324539e-06,2.422736328533593,2.1102034588373244e-06,False
frozen,blocks.13.attn1.to_k.weight,blocks.13,1536x1536,2359296,7.467897411572721e-09,4.76837158203125e-06,0.00017615799578861362,57.72429081417978,3.051713469389873e-06,False
frozen,blocks.13.attn1.to_out.0.bias,blocks.13,1536,1536,3.2120926363177205e-08,2.86102294921875e-06,9.599592427799696e-06,0.4445228602685303,2.159527278749875e-05,False
frozen,blocks.13.attn1.to_out.0.weight,blocks.13,1536x1536,2359296,8.423932662537936e-09,4.76837158203125e-06,0.00018996876478560807,53.09710894686852,3.577760984608338e-06,False
frozen,blocks.13.attn1.to_q.bias,blocks.13,1536,1536,1.503697966143136e-08,2.6226043701171875e-06,6.469300991196004e-06,1.3249589769742582,4.882642484497699e-06,False
frozen,blocks.13.attn1.to_q.weight,blocks.13,1536x1536,2359296,7.607031449197166e-09,4.76837158203125e-06,0.00017813902883603313,55.9942711215844,3.1813795459400447e-06,False
frozen,blocks.13.attn1.to_v.bias,blocks.13,1536,1536,6.02740328758955e-08,4.76837158203125e-06,1.3274994487913965e-05,0.16372952276787275,8.10788076787684e-05,False
frozen,blocks.13.attn1.to_v.weight,blocks.13,1536x1536,2359296,7.832188231304826e-09,4.76837158203125e-06,0.00018122521467668596,54.111601618206606,3.34910091841944e-06,False
frozen,blocks.13.ffn.net.0.proj.bias,blocks.13,8960,8960,3.727784747553642e-09,3.0994415283203125e-06,7.412728628078127e-06,2.0237340525705068,3.6628966235256867e-06,False
frozen,blocks.13.ffn.net.0.proj.weight,blocks.13,8960x1536,13762560,9.269000678102657e-09,5.245208740234375e-06,0.00047543913822044824,111.37132604770852,4.2689546321535085e-06,False
frozen,blocks.13.ffn.net.2.bias,blocks.13,1536,1536,3.467721398919821e-08,4.76837158203125e-06,1.0315847458076913e-05,0.3718846976995212,2.7739370621762626e-05,False
frozen,blocks.13.ffn.net.2.weight,blocks.13,1536x8960,13762560,1.1220251394661318e-08,5.7220458984375e-06,0.0005423687044176582,101.77754637105622,5.328962268753349e-06,False
frozen,blocks.13.scale_shift_table,blocks.13,1x6x1536,9216,2.0155414404143812e-06,4.205387085676193e-06,0.00020591320658334562,4.9374959438645325,4.1703974833473496e-05,False
frozen,blocks.14.attn1.norm_k.weight,blocks.14,1536,1536,0.0,0.0,0.0,54.02276809509348,0.0,True
frozen,blocks.14.attn1.norm_q.weight,blocks.14,1536,1536,0.0,0.0,0.0,54.08880321113141,0.0,True
frozen,blocks.14.attn1.to_k.bias,blocks.14,1536,1536,4.753625493236768e-09,2.5331974029541016e-06,3.5754093464586543e-06,2.2784964259983718,1.5691968201751483e-06,False
frozen,blocks.14.attn1.to_k.weight,blocks.14,1536x1536,2359296,7.408532898267595e-09,4.76837158203125e-06,0.00017423399105226107,57.31447439006464,3.0399649112451982e-06,False
frozen,blocks.14.attn1.to_out.0.bias,blocks.14,1536,1536,3.10052818974782e-08,3.337860107421875e-06,9.161100110483687e-06,0.53115636336946,1.7247463726786215e-05,False
frozen,blocks.14.attn1.to_out.0.weight,blocks.14,1536x1536,2359296,8.241418214538498e-09,5.245208740234375e-06,0.00018901239045273846,53.89025577939624,3.507357456725965e-06,False
frozen,blocks.14.attn1.to_q.bias,blocks.14,1536,1536,1.1486311457531428e-08,2.86102294921875e-06,5.299117748950212e-06,1.3249139002050447,3.999594047678205e-06,False
frozen,blocks.14.attn1.to_q.weight,blocks.14,1536x1536,2359296,7.669478385707862e-09,4.76837158203125e-06,0.00017808470446177183,55.22349831027549,3.224799404434547e-06,False
frozen,blocks.14.attn1.to_v.bias,blocks.14,1536,1536,7.604345597655993e-08,3.814697265625e-06,1.46134757927007e-05,0.1483166101981697,9.852892250622991e-05,False
frozen,blocks.14.attn1.to_v.weight,blocks.14,1536x1536,2359296,7.826883141603957e-09,4.76837158203125e-06,0.0001822393079809049,54.40402422213361,3.3497394831825645e-06,False
frozen,blocks.14.ffn.net.0.proj.bias,blocks.14,8960,8960,5.3151909540360975e-09,3.814697265625e-06,9.555165557513593e-06,1.9577347334314128,4.8807253579043e-06,False
frozen,blocks.14.ffn.net.0.proj.weight,blocks.14,8960x1536,13762560,9.357230545958828e-09,5.245208740234375e-06,0.00047588612667049404,110.37588034048697,4.311504698331543e-06,False
frozen,blocks.14.ffn.net.2.bias,blocks.14,1536,1536,3.550667315721512e-08,4.291534423828125e-06,1.0112257800160892e-05,0.3537216850514207,2.8588176036372438e-05,False
frozen,blocks.14.ffn.net.2.weight,blocks.14,1536x8960,13762560,1.1285293588514378e-08,5.245208740234375e-06,0.0005430514778592237,101.19566925794058,5.366350969773407e-06,False
frozen,blocks.14.scale_shift_table,blocks.14,1x6x1536,9216,1.982850562853855e-06,4.550442099571228e-06,0.00020323794211148373,5.6587515510235065,3.5915685691252493e-05,False
frozen,blocks.15.attn1.norm_k.weight,blocks.15,1536,1536,0.0,0.0,0.0,55.82838082435089,0.0,True
frozen,blocks.15.attn1.norm_q.weight,blocks.15,1536,1536,0.0,0.0,0.0,55.94169633352098,0.0,True
frozen,blocks.15.attn1.to_k.bias,blocks.15,1536,1536,3.1044085080367267e-09,1.9073486328125e-06,2.5231850729604633e-06,2.1325298862666173,1.1831886104895702e-06,False
frozen,blocks.15.attn1.to_k.weight,blocks.15,1536x1536,2359296,7.696901782594523e-09,4.76837158203125e-06,0.0001772662077209883,56.34651658834488,3.146001180801515e-06,False
frozen,blocks.15.attn1.to_out.0.bias,blocks.15,1536,1536,3.440072759985924e-08,4.0531158447265625e-06,9.274844714776427e-06,0.6109649993483225,1.5180648195320735e-05,False
frozen,blocks.15.attn1.to_out.0.weight,blocks.15,1536x1536,2359296,8.403310935989339e-09,4.76837158203125e-06,0.0001897052077848486,53.80701236900377,3.5256595642936534e-06,False
frozen,blocks.15.attn1.to_q.bias,blocks.15,1536,1536,9.740081630127406e-09,2.0265579223632812e-06,4.73134747087148e-06,1.332723488021079,3.5501343777570588e-06,False
frozen,blocks.15.attn1.to_q.weight,blocks.15,1536x1536,2359296,7.755292408262449e-09,4.76837158203125e-06,0.0001775964776433658,55.15609950404397,3.2198882669421076e-06,False
frozen,blocks.15.attn1.to_v.bias,blocks.15,1536,1536,8.069522294817943e-08,4.76837158203125e-06,1.6172778816241513e-05,0.16143774598649704,0.00010017966193292895,False
frozen,blocks.15.attn1.to_v.weight,blocks.15,1536x1536,2359296,7.776662869218853e-09,4.76837158203125e-06,0.0001813164280850833,54.56674167361471,3.3228377308948616e-06,False
frozen,blocks.15.ffn.net.0.proj.bias,blocks.15,8960,8960,5.501455291323509e-09,4.291534423828125e-06,9.366277748957734e-06,1.8977118467099556,4.935563723855664e-06,False
frozen,blocks.15.ffn.net.0.proj.weight,blocks.15,8960x1536,13762560,9.518945631725728e-09,5.245208740234375e-06,0.00048225569627623064,109.98476013038125,4.3847501754291875e-06,False
frozen,blocks.15.ffn.net.2.bias,blocks.15,1536,1536,4.064834868700018e-08,2.9206275939941406e-06,1.0307166696798451e-05,0.35591910203335564,2.895929619367138e-05,False
frozen,blocks.15.ffn.net.2.weight,blocks.15,1536x8960,13762560,1.1233925789611021e-08,5.245208740234375e-06,0.0005422529339887665,101.76495206479488,5.328484148879692e-06,False
frozen,blocks.15.scale_shift_table,blocks.15,1x6x1536,9216,2.0227541881467914e-06,4.231929779052734e-06,0.00020647976380391828,6.310576495210584,3.27196356720489e-05,False
frozen,blocks.16.attn1.norm_k.weight,blocks.16,1536,1536,0.0,0.0,0.0,55.0301142699386,0.0,True
frozen,blocks.16.attn1.norm_q.weight,blocks.16,1536,1536,0.0,0.0,0.0,55.158529520884166,0.0,True
frozen,blocks.16.attn1.to_k.bias,blocks.16,1536,1536,7.41177563767792e-09,2.3245811462402344e-06,4.505180711912371e-06,2.112554795496924,2.1325746065916886e-06,False
frozen,blocks.16.attn1.to_k.weight,blocks.16,1536x1536,2359296,7.543285995836868e-09,4.76837158203125e-06,0.00017520137211741118,56.87983538854631,3.0802018135356237e-06,False
frozen,blocks.16.attn1.to_out.0.bias,blocks.16,1536,1536,3.214033128529081e-08,4.76837158203125e-06,1.0089406676473878e-05,0.49543669133452994,2.0364673939017813e-05,False
frozen,blocks.16.attn1.to_out.0.weight,blocks.16,1536x1536,2359296,8.22355339380465e-09,4.76837158203125e-06,0.0001893058062594821,52.89652616636323,3.5787946766881945e-06,False
frozen,blocks.16.attn1.to_q.bias,blocks.16,1536,1536,1.1641532182693481e-08,3.0994415283203125e-06,5.914991488483085e-06,1.127717339149502,5.2451011287445376e-06,False
frozen,blocks.16.attn1.to_q.weight,blocks.16,1536x1536,2359296,7.594593398607685e-09,4.76837158203125e-06,0.00017646752094904413,55.22630775599049,3.1953525071554184e-06,False
frozen,blocks.16.attn1.to_v.bias,blocks.16,1536,1536,8.363470982430954e-08,4.76837158203125e-06,1.592292792586221e-05,0.1503308226844209,0.00010591924956854783,False
frozen,blocks.16.attn1.to_v.weight,blocks.16,1536x1536,2359296,7.954653824526758e-09,4.76837158203125e-06,0.00018398948819004193,53.40704312971628,3.4450416538350663e-06,False
frozen,blocks.16.ffn.net.0.proj.bias,blocks.16,8960,8960,1.257285475730896e-08,4.76837158203125e-06,1.5352795893051467e-05,1.7673810480172014,8.686749193257931e-06,False
frozen,blocks.16.ffn.net.0.proj.weight,blocks.16,8960x1536,13762560,9.700213965402327e-09,5.245208740234375e-06,0.0004894410862260403,109.63210852095293,4.464395447912905e-06,False
frozen,blocks.16.ffn.net.2.bias,blocks.16,1536,1536,3.585591912269592e-08,4.76837158203125e-06,1.0067363896712023e-05,0.3369783754747272,2.987540040959448e-05,False
frozen,blocks.16.ffn.net.2.weight,blocks.16,1536x8960,13762560,1.1136667588118598e-08,5.245208740234375e-06,0.0005396978584633887,101.30440764257249,5.327486444297406e-06,False
frozen,blocks.16.scale_shift_table,blocks.16,1x6x1536,9216,2.046453118964564e-06,4.364177584648132e-06,0.00020902841588758066,6.49101516660271,3.22027310863534e-05,False
frozen,blocks.17.attn1.norm_k.weight,blocks.17,1536,1536,0.0,0.0,0.0,59.88008443312977,0.0,True
frozen,blocks.17.attn1.norm_q.weight,blocks.17,1536,1536,0.0,0.0,0.0,59.84037808711919,0.0,True
frozen,blocks.17.attn1.to_k.bias,blocks.17,1536,1536,3.1044085080367267e-09,2.86102294921875e-06,3.162979879718208e-06,2.134233162273627,1.4820217095432823e-06,False
frozen,blocks.17.attn1.to_k.weight,blocks.17,1536x1536,2359296,7.856204575773518e-09,4.76837158203125e-06,0.00018169126568834081,55.99643804938623,3.2446932700986158e-06,False
frozen,blocks.17.attn1.to_out.0.bias,blocks.17,1536,1536,4.22636112773489e-08,4.76837158203125e-06,1.2019486205121443e-05,0.411459405712549,2.9211839705735645e-05,False
frozen,blocks.17.attn1.to_out.0.weight,blocks.17,1536x1536,2359296,8.345975466284017e-09,5.245208740234375e-06,0.00019030468456452835,53.49775477181262,3.5572461942794324e-06,False
frozen,blocks.17.attn1.to_q.bias,blocks.17,1536,1536,1.594889909029007e-08,2.384185791015625e-06,6.057720659483266e-06,1.011788678790319,5.987140186940823e-06,False
frozen,blocks.17.attn1.to_q.weight,blocks.17,1536x1536,2359296,7.792348100110758e-09,4.76837158203125e-06,0.00018101578325304622,54.99253766847598,3.2916426651248853e-06,False
frozen,blocks.17.attn1.to_v.bias,blocks.17,1536,1536,6.300009403048534e-08,4.291534423828125e-06,1.271749290120241e-05,0.13752386227454197,9.247480903148079e-05,False
frozen,blocks.17.attn1.to_v.weight,blocks.17,1536x1536,2359296,8.155671693543809e-09,5.245208740234375e-06,0.00018756900800147313,53.34617561854833,3.516072254976275e-06,False
frozen,blocks.17.ffn.net.0.proj.bias,blocks.17,8960,8960,1.652598591306287e-08,4.76837158203125e-06,1.7266716916583896e-05,1.711978821908676,1.0085823898991484e-05,False
frozen,blocks.17.ffn.net.0.proj.weight,blocks.17,8960x1536,13762560,9.96511051454263e-09,5.7220458984375e-06,0.0005007512176769561,107.69230618990383,4.649832800441012e-06,False
frozen,blocks.17.ffn.net.2.bias,blocks.17,1536,1536,4.798251396209707e-08,4.76837158203125e-06,1.340564645613423e-05,0.31562215879313466,4.2473717648189896e-05,False
frozen,blocks.17.ffn.net.2.weight,blocks.17,1536x8960,13762560,1.1296990898301829e-08,6.67572021484375e-06,0.0005439882618515485,98.20095587302092,5.539541412966986e-06,False
frozen,blocks.17.scale_shift_table,blocks.17,1x6x1536,9216,2.0532716007437557e-06,4.569068551063538e-06,0.0002099122340903208,6.350478339013318,3.3054554772783e-05,False
frozen,blocks.18.attn1.norm_k.weight,blocks.18,1536,1536,0.0,0.0,0.0,58.44184684702071,0.0,True
frozen,blocks.18.attn1.norm_q.weight,blocks.18,1536,1536,0.0,0.0,0.0,58.65464960190177,0.0,True
frozen,blocks.18.attn1.to_k.bias,blocks.18,1536,1536,6.51925802230835e-09,4.76837158203125e-06,5.331201499700045e-06,1.6970885505973827,3.1413808653769403e-06,False
frozen,blocks.18.attn1.to_k.weight,blocks.18,1536x1536,2359296,8.12616907097663e-09,4.76837158203125e-06,0.00018519801947432672,53.94456971338728,3.4331170024767697e-06,False
frozen,blocks.18.attn1.to_out.0.bias,blocks.18,1536,1536,3.097254008821437e-08,4.291534423828125e-06,1.0015372126373356e-05,0.47290056393078106,2.1178600514035626e-05,False
frozen,blocks.18.attn1.to_out.0.weight,blocks.18,1536x1536,2359296,8.126237460714947e-09,5.245208740234375e-06,0.00018854261604994775,54.49096604813843,3.460071085606775e-06,False
frozen,blocks.18.attn1.to_q.bias,blocks.18,1536,1536,1.3814617894070125e-08,2.384185791015625e-06,5.92219464701377e-06,1.1186621476954717,5.293997530182497e-06,False
frozen,blocks.18.attn1.to_q.weight,blocks.18,1536x1536,2359296,7.936853840817548e-09,4.76837158203125e-06,0.0001810493709617251,54.46819196142713,3.323946774108748e-06,False
frozen,blocks.18.attn1.to_v.bias,blocks.18,1536,1536,8.339217316688519e-08,4.76837158203125e-06,1.5961696527870098e-05,0.15147449627438536,0.000105375471913445,False
frozen,blocks.18.attn1.to_v.weight,blocks.18,1536x1536,2359296,7.902930754255522e-09,5.245208740234375e-06,0.00018575573098257478,54.698184224175805,3.396012749185009e-06,False
frozen,blocks.18.ffn.net.0.proj.bias,blocks.18,8960,8960,1.4148826998905406e-08,3.814697265625e-06,1.5076480423020775e-05,1.701442061996832,8.861001358646313e-06,False
frozen,blocks.18.ffn.net.0.proj.weight,blocks.18,8960x1536,13762560,1.023466555949426e-08,5.7220458984375e-06,0.0005094134180905639,103.81222249360862,4.907065910489701e-06,False
frozen,blocks.18.ffn.net.2.bias,blocks.18,1536,1536,4.175429424435606e-08,3.337860107421875e-06,1.0556250150941692e-05,0.3018560650812514,3.4971138141833484e-05,False
frozen,blocks.18.ffn.net.2.weight,blocks.18,1536x8960,13762560,1.1229827734382525e-08,6.67572021484375e-06,0.0005448238841997981,96.4954358538527,5.646110402827303e-06,False
frozen,blocks.18.scale_shift_table,blocks.18,1x6x1536,9216,2.043160293396795e-06,4.4852495193481445e-06,0.00021034838894161675,6.954499732426504,3.024637242572638e-05,False
frozen,blocks.19.attn1.norm_k.weight,blocks.19,1536,1536,0.0,0.0,0.0,56.57737200893569,0.0,True
frozen,blocks.19.attn1.norm_q.weight,blocks.19,1536,1536,0.0,0.0,0.0,56.55308968681552,0.0,True
frozen,blocks.19.attn1.to_k.bias,blocks.19,1536,1536,8.381903171539307e-09,4.76837158203125e-06,5.741879739185474e-06,1.7980113541241407,3.193461334942072e-06,False
frozen,blocks.19.attn1.to_k.weight,blocks.19,1536x1536,2359296,8.221676672803824e-09,5.0067901611328125e-06,0.00018742888818788642,53.91586644297646,3.4763215460167946e-06,False
frozen,blocks.19.attn1.to_out.0.bias,blocks.19,1536,1536,3.7408124597959613e-08,4.291534423828125e-06,1.0285212807713982e-05,0.41782717223215887,2.461595006553225e-05,False
frozen,blocks.19.attn1.to_out.0.weight,blocks.19,1536x1536,2359296,8.169273257863097e-09,5.245208740234375e-06,0.00019154710045764362,54.57606056430557,3.5097274973144145e-06,False
frozen,blocks.19.attn1.to_q.bias,blocks.19,1536,1536,1.4998173369917822e-08,2.0563602447509766e-06,5.733907965954767e-06,0.9565415978726138,5.994415693683589e-06,False
frozen,blocks.19.attn1.to_q.weight,blocks.19,1536x1536,2359296,8.192913014681835e-09,4.76837158203125e-06,0.00018750408652374004,54.251158811788294,3.4562226988411097e-06,False
frozen,blocks.19.attn1.to_v.bias,blocks.19,1536,1536,6.469781510531902e-08,4.76837158203125e-06,1.3398331669305528e-05,0.1521616850387797,8.805325510034142e-05,False
frozen,blocks.19.attn1.to_v.weight,blocks.19,1536x1536,2359296,8.247498683999765e-09,5.245208740234375e-06,0.0001918155075587209,53.24560070222351,3.602466777141781e-06,False
frozen,blocks.19.ffn.net.0.proj.bias,blocks.19,8960,8960,1.4916128776576443e-08,4.291534423828125e-06,1.576784381095881e-05,1.6974123418363565,9.289342030994647e-06,False
frozen,blocks.19.ffn.net.0.proj.weight,blocks.19,8960x1536,13762560,1.0407407380341738e-08,7.152557373046875e-06,0.0005135046106275887,103.19263880299312,4.976174818127526e-06,False
frozen,blocks.19.ffn.net.2.bias,blocks.19,1536,1536,5.1766011921472455e-08,5.7220458984375e-06,1.2962879756439389e-05,0.27710036223053014,4.67804504189291e-05,False
frozen,blocks.19.ffn.net.2.weight,blocks.19,1536x8960,13762560,1.0925063520517142e-08,5.245208740234375e-06,0.0005354651461464893,97.75851645285182,5.4774270884597e-06,False
frozen,blocks.19.scale_shift_table,blocks.19,1x6x1536,9216,2.0236027467035456e-06,4.4405460357666016e-06,0.0002090484620848469,7.824453014231974,2.671732601685765e-05,False
frozen,blocks.2.attn1.norm_k.weight,blocks.2,1536,1536,0.0,0.0,0.0,49.196815548938226,0.0,True
frozen,blocks.2.attn1.norm_q.weight,blocks.2,1536,1536,0.0,0.0,0.0,49.07665749159039,0.0,True
frozen,blocks.2.attn1.to_k.bias,blocks.2,1536,1536,1.027850249357698e-08,2.384185791015625e-06,5.131849366738028e-06,2.0777483146990203,2.469909050307159e-06,False
frozen,blocks.2.attn1.to_k.weight,blocks.2,1536x1536,2359296,8.36264213432969e-09,4.76837158203125e-06,0.0001874307647230188,48.08694975071849,3.897747012331852e-06,False
frozen,blocks.2.attn1.to_out.0.bias,blocks.2,1536,1536,3.323657438158989e-08,4.5299530029296875e-06,1.067759443155651e-05,0.31793165435726306,3.358455908742073e-05,False
frozen,blocks.2.attn1.to_out.0.weight,blocks.2,1536x1536,2359296,8.068132828498165e-09,5.245208740234375e-06,0.00019346447468106698,52.159007004723065,3.7091287927230824e-06,False
frozen,blocks.2.attn1.to_q.bias,blocks.2,1536,1536,2.894861061975007e-08,3.814697265625e-06,8.590102625038097e-06,0.7371570161384263,1.1653016164758798e-05,False
frozen,blocks.2.attn1.to_q.weight,blocks.2,1536x1536,2359296,8.109771520992126e-09,4.76837158203125e-06,0.0001846484939710854,49.56862745855487,3.7251080660942095e-06,False
frozen,blocks.2.attn1.to_v.bias,blocks.2,1536,1536,1.0404134087593775e-07,4.76837158203125e-06,2.0090265043890358e-05,0.12105087321040145,0.00016596546981371225,False
frozen,blocks.2.attn1.to_v.weight,blocks.2,1536x1536,2359296,7.796447931696093e-09,5.0067901611328125e-06,0.00019216931261543046,51.37840953938605,3.740273674063657e-06,False
frozen,blocks.2.ffn.net.0.proj.bias,blocks.2,8960,8960,8.945478136013207e-09,3.814697265625e-06,1.246618623879244e-05,1.6661508556726317,7.482027330443802e-06,False
frozen,blocks.2.ffn.net.0.proj.weight,blocks.2,8960x1536,13762560,1.0019320484389027e-08,5.7220458984375e-06,0.0005252096952607879,106.20029168097892,4.945463773663543e-06,False
frozen,blocks.2.ffn.net.2.bias,blocks.2,1536,1536,3.5545479448728656e-08,3.6954879760742188e-06,9.562041583135355e-06,0.3557486218354049,2.687864687648058e-05,False
frozen,blocks.2.ffn.net.2.weight,blocks.2,1536x8960,13762560,1.1694520907212791e-08,5.7220458984375e-06,0.0005758381009534235,92.9115265067392,6.197703585374306e-06,False
frozen,blocks.2.scale_shift_table,blocks.2,1x6x1536,9216,1.8824030121322721e-06,4.326924681663513e-06,0.00020446293293537474,7.008111885675659,2.9175181028896074e-05,False
frozen,blocks.20.attn1.norm_k.weight,blocks.20,1536,1536,0.0,0.0,0.0,57.409139744224305,0.0,True
frozen,blocks.20.attn1.norm_q.weight,blocks.20,1536,1536,0.0,0.0,0.0,57.20473613205029,0.0,True
frozen,blocks.20.attn1.to_k.bias,blocks.20,1536,1536,5.898376453927767e-09,1.430511474609375e-06,3.0532475649990313e-06,2.181223338491584,1.399786766956699e-06,False
frozen,blocks.20.attn1.to_k.weight,blocks.20,1536x1536,2359296,8.541281459883976e-09,4.76837158203125e-06,0.00019037548122899654,50.76045968643433,3.75046802974226e-06,False
frozen,blocks.20.attn1.to_out.0.bias,blocks.20,1536,1536,4.240913042963257e-08,4.291534423828125e-06,1.1701228743694335e-05,0.32917512020692086,3.554712378111489e-05,False
frozen,blocks.20.attn1.to_out.0.weight,blocks.20,1536x1536,2359296,8.036058041227534e-09,4.76837158203125e-06,0.0001864976854003502,53.22433727276461,3.5039926273685947e-06,False
frozen,blocks.20.attn1.to_q.bias,blocks.20,1536,1536,2.8468397417213964e-08,2.86102294921875e-06,8.689948515388634e-06,0.7504046064004654,1.1580350708481025e-05,False
frozen,blocks.20.attn1.to_q.weight,blocks.20,1536x1536,2359296,8.612344615244183e-09,4.76837158203125e-06,0.00019016898111761188,51.13455700328179,3.7189914660921615e-06,False
frozen,blocks.20.attn1.to_v.bias,blocks.20,1536,1536,8.130640338777084e-08,4.76837158203125e-06,1.6048384575263907e-05,0.12202095178165041,0.00013152154888817832,False
frozen,blocks.20.attn1.to_v.weight,blocks.20,1536x1536,2359296,8.37055136315712e-09,5.245208740234375e-06,0.00019164332837070765,52.14027850499195,3.675533270355583e-06,False
frozen,blocks.20.ffn.net.0.proj.bias,blocks.20,8960,8960,2.0743547324286737e-08,4.291534423828125e-06,1.95207088494196e-05,1.513570592629657,1.2897124814965973e-05,False
frozen,blocks.20.ffn.net.0.proj.weight,blocks.20,8960x1536,13762560,1.0657267957014938e-08,5.7220458984375e-06,0.0005207694346216932,99.37124599827658,5.240645112075175e-06,False
frozen,blocks.20.ffn.net.2.bias,blocks.20,1536,1536,5.940091796219349e-08,4.76837158203125e-06,1.3925348406388746e-05,0.27549852462380425,5.054599992995749e-05,False
