loss,t,weight_mean,target_norm,pred_norm,mask_latent_ratio,boundary_latent_ratio,affected_outside_latent_ratio,near_outside_latent_ratio,grad_norm,grad_max_abs,grad_tensors,worker,recipe,recipe_family,step,lr,scope,sample_id,finite,mask_weight,boundary_weight,affected_weight,outside_weight,far_outside_weight,hard_noise_schedule,runtime_report_file
0.9802449941635132,0.19,0.3566896319389343,800.0230102539062,850.2124633789062,0.12045898288488388,0.07973632961511612,0.25458985567092896,0.04160156473517418,17.385970517476153,1.8203125,461,gpu0_ab,SFTmA_S0_lr0.0001,SFT-A,1,0.0001,S0,BLENDER_BEACH030_00003,True,1.0,1.25,0.75,0.1,0.02,False,/home/hj/H20_Video_inpainting_DPO_exp40_minimax_psnr_safe/reports/exp40_sft_psnr_safe_grid_runtime/exp40_minimax_sft_psnr_safe_grid_gpu0_ab_diagnostics.csv
0.21391719579696655,0.29,0.08384060859680176,863.6253051757812,760.3636474609375,0.03896484524011612,0.03666992112994194,0.0042480467818677425,0.01933593861758709,2.101484676704077,0.212890625,461,gpu0_ab,SFTmA_S0_lr0.0001,SFT-A,2,0.0001,S0,BLENDER_BEACH036_00001,True,1.0,1.25,0.75,0.1,0.02,False,/home/hj/H20_Video_inpainting_DPO_exp40_minimax_psnr_safe/reports/exp40_sft_psnr_safe_grid_runtime/exp40_minimax_sft_psnr_safe_grid_gpu0_ab_diagnostics.csv
0.3287426233291626,0.39,0.16007450222969055,718.5333862304688,630.8117065429688,0.09995117038488388,0.06069336086511612,0.01860351674258709,0.03188476711511612,9.052117238638903,0.8671875,461,gpu0_ab,SFTmA_S0_lr0.0001,SFT-A,3,0.0001,S0,BLENDER_BEDROOM009_00083,True,1.0,1.25,0.75,0.1,0.02,False,/home/hj/H20_Video_inpainting_DPO_exp40_minimax_psnr_safe/reports/exp40_sft_psnr_safe_grid_runtime/exp40_minimax_sft_psnr_safe_grid_gpu0_ab_diagnostics.csv
0.25151053071022034,0.49,0.13786020874977112,806.4203491210938,776.3439331054688,0.041259765625,0.04018554836511612,0.07646484673023224,0.02143554762005806,1.7258491241558152,0.1760728359222412,461,gpu0_ab,SFTmA_S0_lr0.0001,SFT-A,4,0.0001,S0,BLENDER_CARTOON002_00001,True,1.0,1.25,0.75,0.1,0.02,False,/home/hj/H20_Video_inpainting_DPO_exp40_minimax_psnr_safe/reports/exp40_sft_psnr_safe_grid_runtime/exp40_minimax_sft_psnr_safe_grid_gpu0_ab_diagnostics.csv
0.12557938694953918,0.59,0.12598732113838196,680.5733032226562,617.681884765625,0.03110351599752903,0.080322265625,0.04638671875,0.05117187649011612,1.3243712779269663,0.158203125,461,gpu0_ab,SFTmA_S0_lr0.0001,SFT-A,5,0.0001,S0,BLENDER_DESERT004_00001,True,1.0,1.25,0.75,0.1,0.02,False,/home/hj/H20_Video_inpainting_DPO_exp40_minimax_psnr_safe/reports/exp40_sft_psnr_safe_grid_runtime/exp40_minimax_sft_psnr_safe_grid_gpu0_ab_diagnostics.csv
0.43459513783454895,0.19,0.028245950117707253,870.5834350585938,738.1112670898438,0.0023925781715661287,0.006884765811264515,0.0009765625,0.0044921874068677425,3.085065090613001,0.275390625,461,gpu0_ab,SFTmA_S0_lr0.0001,SFT-A,6,0.0001,S0,BLENDER_DESERT005_00006,True,1.0,1.25,0.75,0.1,0.02,False,/home/hj/H20_Video_inpainting_DPO_exp40_minimax_psnr_safe/reports/exp40_sft_psnr_safe_grid_runtime/exp40_minimax_sft_psnr_safe_grid_gpu0_ab_diagnostics.csv
0.22684888541698456,0.29,0.10523819923400879,699.4227294921875,667.6539916992188,0.0146484375,0.01958007924258709,0.08598633110523224,0.010986328125,1.2158304352577707,0.08607176691293716,461,gpu0_ab,SFTmA_S0_lr0.0001,SFT-A,7,0.0001,S0,BLENDER_FOREST006_00001,True,1.0,1.25,0.75,0.1,0.02,False,/home/hj/H20_Video_inpainting_DPO_exp40_minimax_psnr_safe/reports/exp40_sft_psnr_safe_grid_runtime/exp40_minimax_sft_psnr_safe_grid_gpu0_ab_diagnostics.csv
0.22753454744815826,0.39,0.40853652358055115,681.5193481445312,624.5293579101562,0.2916503846645355,0.07998047024011612,0.093017578125,0.04038086161017418,1.3989218613370547,0.10791015625,461,gpu0_ab,SFTmA_S0_lr0.0001,SFT-A,8,0.0001,S0,BLENDER_FOREST007_00001,True,1.0,1.25,0.75,0.1,0.02,False,/home/hj/H20_Video_inpainting_DPO_exp40_minimax_psnr_safe/reports/exp40_sft_psnr_safe_grid_runtime/exp40_minimax_sft_psnr_safe_grid_gpu0_ab_diagnostics.csv
0.1788245588541031,0.49,0.2419380396604538,726.6250610351562,658.4637451171875,0.05375976487994194,0.03696289286017418,0.209228515625,0.01953125,1.3030687132144796,0.1259765625,461,gpu0_ab,SFTmA_S0_lr0.0001,SFT-A,9,0.0001,S0,BLENDER_FOREST008_00001,True,1.0,1.25,0.75,0.1,0.02,False,/home/hj/H20_Video_inpainting_DPO_exp40_minimax_psnr_safe/reports/exp40_sft_psnr_safe_grid_runtime/exp40_minimax_sft_psnr_safe_grid_gpu0_ab_diagnostics.csv
0.13562749326229095,0.59,0.05701589584350586,765.300048828125,794.8836669921875,0.01699218712747097,0.02280273474752903,0.009423828683793545,0.012744140811264515,2.592805397099297,0.1745901256799698,461,gpu0_ab,SFTmA_S0_lr0.0001,SFT-A,10,0.0001,S0,BLENDER_FOREST009_00013,True,1.0,1.25,0.75,0.1,0.02,False,/home/hj/H20_Video_inpainting_DPO_exp40_minimax_psnr_safe/reports/exp40_sft_psnr_safe_grid_runtime/exp40_minimax_sft_psnr_safe_grid_gpu0_ab_diagnostics.csv
