sample_id,source_type,scene_group,mask_bucket,status,classification,classification_reason,full_psnr,full_ssim,mask_psnr,mask_ssim,boundary_psnr,boundary_ssim,outside_psnr,outside_l1,mask_l1,mask_residual_to_condition_l1,lpips,lpips_status,tc_absdiff_mean,tc_absdiff_max,tc_absdiff_over_winner,ewarp_proxy,black_frame_ratio,output_frames,output_resolution,mask_non_empty_frames,output_path,review_sheet,crop_sheet,error
REAL_ENV900_00033_001_03,REAL,REAL_ENV900_00033,large,OK,BASELINE_MIXED,usable on some signals but not clearly strong,25.805716249393985,0.9463970278516228,24.41980815498476,0.9374263441121137,24.8204039648526,0.9413899786678361,26.097462240555153,9.63608952510504,12.900617081441997,146.63047168872976,nan,unavailable,1.5081419309601187,2.4736528396606445,-0.021070015616714954,2.4629984498023987,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00033_001_03/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00033_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00033_001_03.jpg,
REAL_ENV900_00034_001_03,REAL,REAL_ENV900_00034,large,OK,BASELINE_USABLE,finite local quality with bounded outside damage,25.819806847061294,0.8694954249593947,22.121866516350508,0.8713812783912376,27.216960011527714,0.8172906210393082,28.420429698649873,7.408384670445948,9.032103285377408,127.31167988718292,nan,unavailable,3.605894096568227,6.10482931137085,-0.26168452985584745,4.981829822063446,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00034_001_03/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00034_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00034_001_03.jpg,
REAL_ENV900_00035_001_02,REAL,REAL_ENV900_00035,medium,OK,BASELINE_USABLE,finite local quality with bounded outside damage,26.252566613912194,0.8897215223606721,19.728782093738896,0.6116225734169101,18.56514328315531,0.6452891370396555,27.665986068231717,5.763003461154891,16.253697053885755,40.16672087304386,nan,unavailable,0.5158671995624899,0.9793878793716431,0.023574626736808546,0.7719457775354386,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00035_001_02/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00035_001_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00035_001_02.jpg,
REAL_ENV900_00036_002_02,REAL,REAL_ENV900_00036,large,OK,BASELINE_WEAK,low fidelity or large outside damage,17.74892058504508,0.5628115659878578,14.371207203081502,0.22154921017311238,16.05328822449897,0.26513496501210293,18.763686260604658,21.830788435759366,37.15244467464494,40.86107955744237,nan,unavailable,7.7123332597315315,11.483983993530273,1.0043621741235258,9.130486059188843,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00036_002_02/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00036_002_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00036_002_02.jpg,
REAL_ENV900_00037_003_01,REAL,REAL_ENV900_00037,large,OK,BASELINE_WEAK,low fidelity or large outside damage,15.482003476376494,0.615029145906001,7.967933959689677,0.3596121919007949,12.411417353510547,0.450884755378888,18.724047324762445,19.92513105604384,78.77242344985774,24.063526177111967,nan,unavailable,2.203333705663681,4.631466388702393,0.38033371698111296,2.7182949066162108,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00037_003_01/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00037_003_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00037_003_01.jpg,
REAL_ENV900_00040_002_04,REAL,REAL_ENV900_00040,medium,OK,BASELINE_WEAK,low fidelity or large outside damage,20.36651403721742,0.9599608742160561,17.28715392061066,0.9021551660549494,15.775554310797316,0.8608945747952402,20.573883184183764,19.259538650512695,28.899368121300213,59.49450824878834,nan,unavailable,1.2015373039990664,2.163381338119507,0.028092986322008073,1.8635233044624329,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00040_002_04/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00040_002_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00040_002_04.jpg,
REAL_ENV900_00042_003_02,REAL,REAL_ENV900_00042,small,OK,BASELINE_USABLE,finite local quality with bounded outside damage,31.345017773884052,0.9113043826303364,26.788156181004698,0.8754925404065921,27.97014139752115,0.9219733638527953,31.718080273826622,4.868012599003168,8.008744104408924,72.52198070949979,nan,unavailable,2.116481924429536,3.524182081222534,-0.15859181424602875,2.955001974105835,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00042_003_02/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00042_003_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00042_003_02.jpg,
REAL_ENV900_00043_003_04,REAL,REAL_ENV900_00043,large,OK,BASELINE_WEAK,low fidelity or large outside damage,16.045754214889296,0.8092708455191718,13.907906684428525,0.7372035855128442,17.50829678831797,0.8467691224298359,19.335365034928923,21.1778798515414,39.106967502170136,42.69953715948411,nan,unavailable,1.8471209354698659,3.4974474906921387,-0.34500465765595445,2.659541916847229,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00043_003_04/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00043_003_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00043_003_04.jpg,
REAL_ENV900_00044_002_04,REAL,REAL_ENV900_00044,large,OK,BASELINE_WEAK,low fidelity or large outside damage,10.382993790749174,0.7834013332555323,11.925410194147988,0.7988867531588049,9.319886933861387,0.7250870885672392,10.136511352905792,73.0733110404309,59.17528896567262,49.17541310816635,nan,unavailable,1.5722167693078517,2.981951951980591,-0.003734191739931836,1.9894721388816834,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00044_002_04/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00044_002_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00044_002_04.jpg,
REAL_ENV900_00045_002_04,REAL,REAL_ENV900_00045,large,OK,BASELINE_MIXED,usable on some signals but not clearly strong,23.42955171780857,0.8382555732020626,20.747682916506903,0.7127804042380533,23.28521106091608,0.8237083804460219,24.602733105407015,10.612830185595854,16.22058147854275,81.99720071863246,nan,unavailable,7.425642763823271,12.487748146057129,0.2847175868228078,10.293571853637696,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00045_002_04/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00045_002_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00045_002_04.jpg,
REAL_ENV900_00046_001_03,REAL,REAL_ENV900_00046,large,OK,BASELINE_MIXED,usable on some signals but not clearly strong,24.32746302112589,0.626401659147239,22.61444292772059,0.51918872491813,23.239401029929006,0.489042392483464,24.63613244420259,11.448499373447747,13.711716204513738,57.18736041033709,nan,unavailable,6.416815578192472,9.142818450927734,-1.063336701621302,6.519162654876709,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00046_001_03/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00046_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00046_001_03.jpg,
REAL_ENV900_00047_002_01,REAL,REAL_ENV900_00047,large,OK,BASELINE_WEAK,low fidelity or large outside damage,17.83881146406788,0.9188789828324023,13.554065683331121,0.8630599865206966,14.28189999167236,0.8556762867503696,18.918425771614004,20.779520670572918,44.08127772955247,25.556900330531743,nan,unavailable,0.7448608726263046,1.5715168714523315,0.39283717519138006,1.0549061834812163,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00047_002_01/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00047_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00047_002_01.jpg,
REAL_ENV900_00048_001_03,REAL,REAL_ENV900_00048,large,OK,BASELINE_WEAK,low fidelity or large outside damage,16.790046434228202,0.8748375582106319,10.492027586984085,0.7438747227927784,13.359084860800541,0.8593758293140081,19.035709077878117,23.681528680118515,66.50537552068263,34.632585690345294,nan,unavailable,3.2331745833158494,11.283248901367188,2.590469223901164,2.5648043155670166,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00048_001_03/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00048_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00048_001_03.jpg,
REAL_ENV900_00051_001_05,REAL,REAL_ENV900_00051,large,OK,BASELINE_MIXED,usable on some signals but not clearly strong,20.309343321202316,0.45287517816932116,18.919071200128716,0.34319083521395555,20.11621471698893,0.4179279094125018,20.547264342924187,17.59922336060324,22.183236392927757,52.49581000245648,nan,unavailable,10.410001497715712,16.167482376098633,-6.1720478061586626,14.455684638023376,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00051_001_05/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00051_001_05.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00051_001_05.jpg,
REAL_ENV900_00053_001_01,REAL,REAL_ENV900_00053,small,OK,BASELINE_MIXED,usable on some signals but not clearly strong,23.781510322493936,0.9338186162489431,25.273863262701884,0.91925929725906,25.079500407871148,0.8773085820822069,23.753170458650356,13.605948271574798,12.13436903188258,41.16263288333092,nan,unavailable,1.0685426585376263,2.105100631713867,0.13351929835043852,1.7454661011695862,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00053_001_01/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00053_001_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00053_001_01.jpg,
REAL_ENV900_00054_001_02,REAL,REAL_ENV900_00054,small,OK,BASELINE_MIXED,usable on some signals but not clearly strong,22.000444076917603,0.9252681621798763,24.04886211283533,0.7941163601698699,23.543530176997162,0.8308984041213989,21.98985937701842,16.600988623536665,11.260064289893633,38.87786081102159,nan,unavailable,0.7149661502800881,2.0489282608032227,-0.10865587410517041,1.1132638990879058,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00054_001_02/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00054_001_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00054_001_02.jpg,
REAL_ENV900_00055_001_05,REAL,REAL_ENV900_00055,large,OK,BASELINE_WEAK,low fidelity or large outside damage,18.53488080022992,0.2868685876881635,18.188729328605003,0.2522549752467944,18.264398643684075,0.25322724915580985,18.6198806911336,23.629157972924503,24.797193268199027,76.39298587375217,nan,unavailable,18.946113139390945,24.99452781677246,-0.43715070420876145,19.03176393508911,0.0,81,832x480,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00055_001_05/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00055_001_05.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00055_001_05.jpg,
