split,sample_id,source_group,profile,noise_index,timestep_index,noise_seed,t,winner_full_residual,winner_mask_residual,winner_boundary_residual,winner_affected_residual,winner_local_residual,winner_outside_residual,winner_pred_norm,winner_target_norm,winner_noise_norm,winner_z0_norm,loser_full_residual,loser_mask_residual,loser_boundary_residual,loser_affected_residual,loser_local_residual,loser_outside_residual,loser_pred_norm,loser_target_norm,loser_noise_norm,loser_z0_norm,winner_local_score,loser_local_score,preference_margin_proxy,preference_violation_proxy,outside_sanity_residual,gradient_proxy_norm
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,2,4,20278974,0.5,0.32588672637939453,0.04811948537826538,0.2331511378288269,1.0985314846038818,1.089737057685852,0.0487142950296402,761.474365234375,757.3209228515625,572.46240234375,495.32012939453125,0.3395587205886841,0.20394077897071838,0.35547173023223877,1.152538537979126,1.1444371938705444,0.04858509078621864,755.0377197265625,748.6956787109375,572.46240234375,482.4098205566406,1.2632265388965607,1.5342151820659637,0.2709886431694031,-0.2709886431694031,0.0487142950296402,1.7516935702719034
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,2,5,20278974,0.65,0.20753489434719086,0.05829095467925072,0.2075474113225937,0.7054437398910522,0.7004451751708984,0.029576396569609642,749.4095458984375,757.3209228515625,572.46240234375,495.32012939453125,0.2152821570634842,0.23129057884216309,0.29208263754844666,0.7359386682510376,0.7313192486763,0.029560977593064308,743.052001953125,748.6956787109375,572.46240234375,482.4098205566406,0.8675084002315998,1.113270565867424,0.2457621656358242,-0.2457621656358242,0.029576396569609642,1.4921598881268883
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,2,6,20278974,0.8,0.14549139142036438,0.14874206483364105,0.2640923261642456,0.4976908266544342,0.4952813982963562,0.019737597554922104,743.8489379882812,757.3209228515625,572.46240234375,495.32012939453125,0.1470079869031906,0.23402483761310577,0.22779639065265656,0.504279375076294,0.5014551877975464,0.01976022496819496,738.7098388671875,748.6956787109375,572.46240234375,482.4098205566406,0.7784790545701981,0.852202408015728,0.07372335344552994,-0.07372335344552994,0.01976022496819496,1.3055285581064306
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,2,7,20278974,0.95,0.1240348219871521,0.8207367658615112,0.5731281638145447,0.4348246455192566,0.434694766998291,0.014338870532810688,736.0479736328125,757.3209228515625,572.46240234375,495.32012939453125,0.11164599657058716,0.3377287983894348,0.2518788278102875,0.3853720426559448,0.38383153080940247,0.01433425024151802,735.3955688476562,748.6956787109375,572.46240234375,482.4098205566406,1.5421254932880402,0.8490402549505234,-0.6930852383375168,0.6930852383375168,0.014338870532810688,1.7562035720770188
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,3,0,20288147,0.05,2.8377280235290527,0.4585540294647217,1.0822242498397827,4.9194655418396,4.880216598510742,1.8159372806549072,1031.8721923828125,757.262451171875,573.2400512695312,495.32012939453125,2.846938371658325,0.8206042051315308,1.135430932044983,4.973546981811523,4.9341959953308105,1.8118268251419067,1027.107666015625,748.82373046875,573.2400512695312,482.4098205566406,5.919131696224213,6.361866652965546,0.442734956741333,-0.442734956741333,1.8159372806549072,3.5670342451301322
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,3,1,20288147,0.15,1.4270309209823608,0.15118837356567383,0.602323055267334,3.960808515548706,3.9263594150543213,0.41593387722969055,891.9111938476562,757.262451171875,573.2400512695312,495.32012939453125,1.432220697402954,0.42265787720680237,0.6968926787376404,3.981196641921997,3.947507858276367,0.41577020287513733,885.1998901367188,748.82373046875,573.2400512695312,482.4098205566406,4.413158416748047,4.75230085849762,0.33914244174957275,-0.33914244174957275,0.41593387722969055,3.0829534081778207
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,3,2,20288147,0.25,0.913104236125946,0.0792466253042221,0.4411128759384155,2.89018177986145,2.8651914596557617,0.17678484320640564,831.981201171875,757.262451171875,573.2400512695312,495.32012939453125,0.9209670424461365,0.24138061702251434,0.5471110343933105,2.920485496520996,2.8964922428131104,0.1766122430562973,824.8467407226562,748.82373046875,573.2400512695312,482.4098205566406,3.18998484313488,3.4354216307401657,0.24543678760528564,-0.24543678760528564,0.17678484320640564,2.6212293416411185
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,3,3,20288147,0.35,0.5852559208869934,0.05483272671699524,0.3295324444770813,1.9339663982391357,1.9177063703536987,0.09485871344804764,792.8439331054688,757.262451171875,573.2400512695312,495.32012939453125,0.6009915471076965,0.1916448473930359,0.446958065032959,1.9960212707519531,1.98047935962677,0.09475469589233398,786.4252319335938,748.82373046875,573.2400512695312,482.4098205566406,2.1535653471946716,2.4111451506614685,0.2575798034667969,-0.2575798034667969,0.09485871344804764,2.1959713798961356
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,3,4,20288147,0.5,0.32810068130493164,0.04605415090918541,0.2323000431060791,1.1069508790969849,1.0981413125991821,0.048526421189308167,762.0281372070312,757.262451171875,573.2400512695312,495.32012939453125,0.34026437997817993,0.2060399204492569,0.35688886046409607,1.1550514698028564,1.1470123529434204,0.04833509027957916,755.6840209960938,748.82373046875,573.2400512695312,482.4098205566406,1.2691550515592098,1.5395358204841614,0.27038076892495155,-0.27038076892495155,0.048526421189308167,1.7547283667189981
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,L2_object_medium,3,5,20288147,0.65,0.20853829383850098,0.0526515431702137,0.21193519234657288,0.7092227935791016,0.7042752504348755,0.02942798286676407,749.8868408203125,757.262451171875,573.2400512695312,495.32012939453125,0.21569280326366425,0.22170718014240265,0.28297922015190125,0.7375862002372742,0.7329211235046387,0.02936299331486225,743.4351196289062,748.82373046875,573.2400512695312,482.4098205566406,0.8678419329226017,1.1007829904556274,0.23294105753302574,-0.23294105753302574,0.02942798286676407,1.4837674955703992
