recipe,sample_id,source_group,step0_frames,step10_frames,comparison_strip,step0_raw_output_mp4,step10_raw_output_mp4,step0_full_psnr,step10_full_psnr,delta_full_psnr,step0_mask_psnr,step10_mask_psnr,delta_mask_psnr,step0_boundary_psnr,step10_boundary_psnr,delta_boundary_psnr,step0_outside_psnr,step10_outside_psnr,delta_outside_psnr,step0_outside_mae,step10_outside_mae,delta_outside_mae,step0_temporal_diff_mae,step10_temporal_diff_mae,delta_temporal_diff_mae
S0_adamw_lr1em05,BLENDER_RIVER016_00001,BLENDER_RIVER016,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/BLENDER_RIVER016_00001/step0/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/BLENDER_RIVER016_00001/step10/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/BLENDER_RIVER016_00001/sft_comparison_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/BLENDER_RIVER016_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/BLENDER_RIVER016_00001/step10/evidence/raw_output.mp4,23.684040661164005,22.858815377892594,-0.8252252832714113,11.883026163690483,11.565818459650608,-0.3172077040398751,13.240216174047525,12.984636185008233,-0.25557998903929224,26.15114499284826,24.93857239920766,-1.2125725936405978,7.681985602659338,9.512629733366126,1.830644130706788,3.891319677233696,4.226420000195503,0.33510032296180725
S0_adamw_lr1em05,BLENDER_STREET006_00002,BLENDER_STREET006,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/BLENDER_STREET006_00002/step0/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/BLENDER_STREET006_00002/step10/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/BLENDER_STREET006_00002/sft_comparison_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/BLENDER_STREET006_00002/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/BLENDER_STREET006_00002/step10/evidence/raw_output.mp4,22.696475484768847,22.662027528480184,-0.034447956288662596,10.392635332659589,10.480832785694147,0.08819745303455839,10.65897071749333,10.718252782280322,0.059282064786991384,24.525200087063638,24.420456608261013,-0.10474347880262513,3.964217746959013,5.825024240157184,1.860806493198171,0.9460354633629322,1.0715933591127396,0.12555789574980736
S0_adamw_lr1em05,REAL_ENV087_00002_001_01,REAL_ENV087_00002,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/REAL_ENV087_00002_001_01/step0/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/REAL_ENV087_00002_001_01/step10/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/REAL_ENV087_00002_001_01/sft_comparison_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/REAL_ENV087_00002_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/REAL_ENV087_00002_001_01/step10/evidence/raw_output.mp4,22.286660994153948,21.71086375220392,-0.5757972419500277,20.14078009636364,19.67969618859845,-0.4610839077651896,20.801400108941642,20.27395958814602,-0.5274405207956221,22.6725387519318,22.05011746445409,-0.6224212874777102,13.155706742230583,14.63276896757238,1.4770622253417969,11.789736211299896,12.02262818813324,0.2328919768333435
S0_adamw_lr1em05,REAL_ENV103_00001_001_01,REAL_ENV103_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/REAL_ENV103_00001_001_01/step0/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/REAL_ENV103_00001_001_01/step10/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/REAL_ENV103_00001_001_01/sft_comparison_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/REAL_ENV103_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr1em05/heldout_outputs/REAL_ENV103_00001_001_01/step10/evidence/raw_output.mp4,27.230844539100637,26.886711153100208,-0.3441333860004292,22.361025373338702,22.092418441444885,-0.26860693189381735,31.599543309996253,29.69409027914483,-1.9054530308514224,36.27371100446231,35.309426784704634,-0.9642842197576726,2.802806671927957,3.310325860977173,0.5075191890492157,1.2246701642870903,1.2663276121020317,0.041657447814941406
S0_adamw_lr3em05,BLENDER_RIVER016_00001,BLENDER_RIVER016,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/BLENDER_RIVER016_00001/step0/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/BLENDER_RIVER016_00001/step10/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/BLENDER_RIVER016_00001/sft_comparison_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/BLENDER_RIVER016_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/BLENDER_RIVER016_00001/step10/evidence/raw_output.mp4,23.684040661164005,21.4565583610736,-2.2274823000904043,11.883026163690483,11.702098257214592,-0.1809279064758904,13.240216174047525,13.009806357071652,-0.23040981697587348,26.15114499284826,22.744151493343935,-3.406993499504324,7.681985602659338,11.748552434584674,4.0665668319253365,3.891319677233696,5.563199102878571,1.6718794256448746
S0_adamw_lr3em05,BLENDER_STREET006_00002,BLENDER_STREET006,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/BLENDER_STREET006_00002/step0/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/BLENDER_STREET006_00002/step10/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/BLENDER_STREET006_00002/sft_comparison_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/BLENDER_STREET006_00002/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/BLENDER_STREET006_00002/step10/evidence/raw_output.mp4,22.696475484768847,22.408220891467224,-0.2882545933016232,10.392635332659589,10.508867367805271,0.11623203514568203,10.65897071749333,10.72138433819517,0.062413620701839534,24.525200087063638,24.013134842988826,-0.5120652440748117,3.964217746959013,6.637444243711584,2.6732264967525707,0.9460354633629322,1.2366080358624458,0.2905725724995136
S0_adamw_lr3em05,REAL_ENV087_00002_001_01,REAL_ENV087_00002,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/REAL_ENV087_00002_001_01/step0/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/REAL_ENV087_00002_001_01/step10/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/REAL_ENV087_00002_001_01/sft_comparison_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/REAL_ENV087_00002_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/REAL_ENV087_00002_001_01/step10/evidence/raw_output.mp4,22.286660994153948,20.428616968417423,-1.8580440257365254,20.14078009636364,17.73862659124379,-2.4021535051198484,20.801400108941642,18.382267842709055,-2.4191322662325874,22.6725387519318,20.897198379656597,-1.7753403722752026,13.155706742230583,16.545287749346564,3.3895810071159804,11.789736211299896,13.307725608348846,1.5179893970489502
S0_adamw_lr3em05,REAL_ENV103_00001_001_01,REAL_ENV103_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/REAL_ENV103_00001_001_01/step0/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/REAL_ENV103_00001_001_01/step10/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/REAL_ENV103_00001_001_01/sft_comparison_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/REAL_ENV103_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr3em05/heldout_outputs/REAL_ENV103_00001_001_01/step10/evidence/raw_output.mp4,27.230844539100637,25.820648063105438,-1.4101964759951997,22.361025373338702,21.37001720150938,-0.9910081718293213,31.599543309996253,26.041353595975682,-5.558189714020571,36.27371100446231,32.168525964545324,-4.105185039916982,2.802806671927957,4.2316206623526185,1.4288139904246613,1.2246701642870903,1.3859351500868797,0.16126498579978943
S0_adamw_lr0.0001,BLENDER_RIVER016_00001,BLENDER_RIVER016,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr0.0001/heldout_outputs/BLENDER_RIVER016_00001/step0/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr0.0001/heldout_outputs/BLENDER_RIVER016_00001/step10/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr0.0001/heldout_outputs/BLENDER_RIVER016_00001/sft_comparison_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr0.0001/heldout_outputs/BLENDER_RIVER016_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr0.0001/heldout_outputs/BLENDER_RIVER016_00001/step10/evidence/raw_output.mp4,23.684040661164005,15.768057134918847,-7.915983526245158,11.883026163690483,11.18917954139293,-0.6938466222975528,13.240216174047525,12.755536621409028,-0.4846795526384966,26.15114499284826,16.019480562955536,-10.131664429892723,7.681985602659338,28.22055098589729,20.538565383237952,3.891319677233696,5.847732231020927,1.9564125537872314
S0_adamw_lr0.0001,BLENDER_STREET006_00002,BLENDER_STREET006,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr0.0001/heldout_outputs/BLENDER_STREET006_00002/step0/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr0.0001/heldout_outputs/BLENDER_STREET006_00002/step10/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr0.0001/heldout_outputs/BLENDER_STREET006_00002/sft_comparison_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr0.0001/heldout_outputs/BLENDER_STREET006_00002/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp36_minimax_objective_rescue/winner_sft_positive_control_20260627_fixed/outputs/S0_adamw_lr0.0001/heldout_outputs/BLENDER_STREET006_00002/step10/evidence/raw_output.mp4,22.696475484768847,18.89029664513939,-3.8061788396294567,10.392635332659589,9.295634836534159,-1.09700049612543,10.65897071749333,10.207246684109203,-0.4517240333841279,24.525200087063638,19.707304552790475,-4.817895534273163,3.964217746959013,14.836708012749167,10.872490265790153,0.9460354633629322,2.2191643863916397,1.2731289230287075
