seed,sample_id,metric,delta,improved
20260619,vp2_vor_bg_49f_BLENDER_FOREST015_00002,ewarp_mask_region,-26.516987996496646,True
20260619,vp2_vor_bg_49f_BLENDER_FOREST034_00543,ewarp_mask_region,-19.649754780248067,True
20260619,vp2_vor_bg_49f_BLENDER_RIVER016_00009,ewarp_mask_region,-2.1032056584830414,True
20260619,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,ewarp_mask_region,-9.271195639078714,True
20260619,vp2_vor_bg_49f_REAL_ENV135_00001_006_02,ewarp_mask_region,-2.3846064078555926,True
20260619,vp2_vor_bg_49f_REAL_ENV153_00012_003_04,ewarp_mask_region,-2.6213005816742303,True
20260619,vp2_vor_bg_49f_REAL_ENV163_00012_003_02,ewarp_mask_region,-68.2313376117313,True
20260619,vp2_vor_bg_49f_REAL_ENV171_00001_001_01,ewarp_mask_region,-2.9254155679348304,True
20260619,vp2_vor_bg_49f_REAL_ENV179_00002_003_04,ewarp_mask_region,-7.735529395583226,True
20260619,vp2_vor_bg_49f_REAL_ENV187_00002_001_05,ewarp_mask_region,-2.3803392752133155,True
20260619,vp2_vor_bg_49f_REAL_ENV191_00012_006_04,ewarp_mask_region,-2.592254719236232,True
20260619,vp2_vor_bg_49f_REAL_ENV193_00001_002_02,ewarp_mask_region,-8.886515639847433,True
20260619,vp2_vor_bg_49f_REAL_ENV205_00001_002_05,ewarp_mask_region,-2.2314562588593274,True
20260619,vp2_vor_bg_49f_REAL_ENV222_00101_004_03,ewarp_mask_region,0.05740319388581705,False
20260620,vp2_vor_bg_49f_BLENDER_BEACH001_00305,strict_mask_pixel_psnr,1.2809131599032675,True
20260620,vp2_vor_bg_49f_BLENDER_BEACH024_00003,strict_mask_pixel_psnr,7.098078844509262,True
20260620,vp2_vor_bg_49f_BLENDER_FOREST015_00002,strict_mask_pixel_psnr,21.507998152890245,True
20260620,vp2_vor_bg_49f_BLENDER_FOREST034_00543,strict_mask_pixel_psnr,15.312624725917278,True
20260620,vp2_vor_bg_49f_BLENDER_RIVER016_00009,strict_mask_pixel_psnr,12.1476358394099,True
20260620,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,strict_mask_pixel_psnr,10.848737140900107,True
20260620,vp2_vor_bg_49f_REAL_ENV135_00001_006_02,strict_mask_pixel_psnr,5.428160221502832,True
20260620,vp2_vor_bg_49f_REAL_ENV153_00012_003_04,strict_mask_pixel_psnr,3.5011691599051176,True
20260620,vp2_vor_bg_49f_REAL_ENV163_00012_003_02,strict_mask_pixel_psnr,31.31661213111491,True
20260620,vp2_vor_bg_49f_REAL_ENV171_00001_001_01,strict_mask_pixel_psnr,4.840225406557526,True
20260620,vp2_vor_bg_49f_REAL_ENV179_00002_003_04,strict_mask_pixel_psnr,0.8741605603700542,True
20260620,vp2_vor_bg_49f_REAL_ENV187_00002_001_05,strict_mask_pixel_psnr,-1.1643327063924538,False
20260620,vp2_vor_bg_49f_REAL_ENV191_00012_006_04,strict_mask_pixel_psnr,-2.104596506622876,False
20260620,vp2_vor_bg_49f_REAL_ENV193_00001_002_02,strict_mask_pixel_psnr,15.655397013050173,True
20260620,vp2_vor_bg_49f_REAL_ENV205_00001_002_05,strict_mask_pixel_psnr,3.3437796886378734,True
20260620,vp2_vor_bg_49f_REAL_ENV222_00101_004_03,strict_mask_pixel_psnr,-3.939086429827997,False
20260620,vp2_vor_bg_49f_BLENDER_BEACH001_00305,boundary_pixel_psnr,8.557570866485989,True
20260620,vp2_vor_bg_49f_BLENDER_BEACH024_00003,boundary_pixel_psnr,13.638243010732687,True
20260620,vp2_vor_bg_49f_BLENDER_FOREST015_00002,boundary_pixel_psnr,23.69971415742585,True
20260620,vp2_vor_bg_49f_BLENDER_FOREST034_00543,boundary_pixel_psnr,18.783329942330393,True
20260620,vp2_vor_bg_49f_BLENDER_RIVER016_00009,boundary_pixel_psnr,16.239529824453335,True
20260620,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,boundary_pixel_psnr,22.253606598389958,True
20260620,vp2_vor_bg_49f_REAL_ENV135_00001_006_02,boundary_pixel_psnr,15.603465452701267,True
20260620,vp2_vor_bg_49f_REAL_ENV153_00012_003_04,boundary_pixel_psnr,9.86295068278119,True
20260620,vp2_vor_bg_49f_REAL_ENV163_00012_003_02,boundary_pixel_psnr,28.460804802229347,True
20260620,vp2_vor_bg_49f_REAL_ENV171_00001_001_01,boundary_pixel_psnr,15.401399316161319,True
20260620,vp2_vor_bg_49f_REAL_ENV179_00002_003_04,boundary_pixel_psnr,5.303978352822163,True
20260620,vp2_vor_bg_49f_REAL_ENV187_00002_001_05,boundary_pixel_psnr,3.3622159425900904,True
20260620,vp2_vor_bg_49f_REAL_ENV191_00012_006_04,boundary_pixel_psnr,7.995010962210774,True
20260620,vp2_vor_bg_49f_REAL_ENV193_00001_002_02,boundary_pixel_psnr,17.583368013434985,True
20260620,vp2_vor_bg_49f_REAL_ENV205_00001_002_05,boundary_pixel_psnr,8.993902996233334,True
20260620,vp2_vor_bg_49f_REAL_ENV222_00101_004_03,boundary_pixel_psnr,1.261959039345804,True
20260620,vp2_vor_bg_49f_BLENDER_BEACH001_00305,whole_video_lpips,-0.036280760425142944,True
20260620,vp2_vor_bg_49f_BLENDER_BEACH024_00003,whole_video_lpips,-0.044468114007031545,True
20260620,vp2_vor_bg_49f_BLENDER_FOREST015_00002,whole_video_lpips,-0.11502170745128144,True
20260620,vp2_vor_bg_49f_BLENDER_FOREST034_00543,whole_video_lpips,-0.1303515664767474,True
20260620,vp2_vor_bg_49f_BLENDER_RIVER016_00009,whole_video_lpips,-0.05174106918275356,True
20260620,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,whole_video_lpips,-0.06618789191513011,True
20260620,vp2_vor_bg_49f_REAL_ENV135_00001_006_02,whole_video_lpips,-0.03686003579059616,True
20260620,vp2_vor_bg_49f_REAL_ENV153_00012_003_04,whole_video_lpips,-0.02949521263750891,True
20260620,vp2_vor_bg_49f_REAL_ENV163_00012_003_02,whole_video_lpips,-0.10331395765145618,True
20260620,vp2_vor_bg_49f_REAL_ENV171_00001_001_01,whole_video_lpips,-0.020086464879568666,True
20260620,vp2_vor_bg_49f_REAL_ENV179_00002_003_04,whole_video_lpips,-0.02560539161398386,True
20260620,vp2_vor_bg_49f_REAL_ENV187_00002_001_05,whole_video_lpips,-0.025377007744585473,True
20260620,vp2_vor_bg_49f_REAL_ENV191_00012_006_04,whole_video_lpips,-0.011830890784040093,True
20260620,vp2_vor_bg_49f_REAL_ENV193_00001_002_02,whole_video_lpips,-0.13448428928192396,True
20260620,vp2_vor_bg_49f_REAL_ENV205_00001_002_05,whole_video_lpips,-0.03461192674391593,True
20260620,vp2_vor_bg_49f_REAL_ENV222_00101_004_03,whole_video_lpips,0.0007138368673622608,False
20260620,vp2_vor_bg_49f_BLENDER_BEACH001_00305,ewarp_mask_region,-2.994655728392164,True
20260620,vp2_vor_bg_49f_BLENDER_BEACH024_00003,ewarp_mask_region,-3.2743271616748237,True
20260620,vp2_vor_bg_49f_BLENDER_FOREST015_00002,ewarp_mask_region,-34.11664637624585,True
20260620,vp2_vor_bg_49f_BLENDER_FOREST034_00543,ewarp_mask_region,-11.220664721591637,True
20260620,vp2_vor_bg_49f_BLENDER_RIVER016_00009,ewarp_mask_region,-5.436846864114991,True
20260620,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,ewarp_mask_region,-9.512749856049652,True
20260620,vp2_vor_bg_49f_REAL_ENV135_00001_006_02,ewarp_mask_region,-2.6672328380339017,True
20260620,vp2_vor_bg_49f_REAL_ENV153_00012_003_04,ewarp_mask_region,-1.1672639731377203,True
20260620,vp2_vor_bg_49f_REAL_ENV163_00012_003_02,ewarp_mask_region,-44.41268823733907,True
20260620,vp2_vor_bg_49f_REAL_ENV171_00001_001_01,ewarp_mask_region,-4.878233254861157,True
20260620,vp2_vor_bg_49f_REAL_ENV179_00002_003_04,ewarp_mask_region,-2.133967914677998,True
20260620,vp2_vor_bg_49f_REAL_ENV187_00002_001_05,ewarp_mask_region,-1.5865396733019264,True
20260620,vp2_vor_bg_49f_REAL_ENV191_00012_006_04,ewarp_mask_region,-0.581970765934068,True
20260620,vp2_vor_bg_49f_REAL_ENV193_00001_002_02,ewarp_mask_region,-8.953029484280009,True
20260620,vp2_vor_bg_49f_REAL_ENV205_00001_002_05,ewarp_mask_region,-1.411801300685298,True
20260620,vp2_vor_bg_49f_REAL_ENV222_00101_004_03,ewarp_mask_region,0.6714575265118095,False
20260621,vp2_vor_bg_49f_BLENDER_BEACH001_00305,strict_mask_pixel_psnr,3.6465919952730523,True
20260621,vp2_vor_bg_49f_BLENDER_BEACH024_00003,strict_mask_pixel_psnr,8.71006081803306,True
20260621,vp2_vor_bg_49f_BLENDER_FOREST015_00002,strict_mask_pixel_psnr,23.100185680751125,True
20260621,vp2_vor_bg_49f_BLENDER_FOREST034_00543,strict_mask_pixel_psnr,14.581607034800934,True
20260621,vp2_vor_bg_49f_BLENDER_RIVER016_00009,strict_mask_pixel_psnr,12.446986447429223,True
20260621,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,strict_mask_pixel_psnr,15.780665705641356,True
