model,sample_id,status,frames,full_psnr,mask_psnr,outside_psnr,mask_mae,outside_mae,output_temporal_absdiff,winner_temporal_absdiff,temporal_ratio,classification_auto,auto_reason,output_dir
propainter,BLENDER_FOREST021_00002,OK,17,31.67813509886007,21.751491084558094,36.04885638338743,14.739974246305579,1.9649418101591223,0.12767060101032257,0.06469297409057617,1.973484799625565,MEDIUM_HARD_ELIGIBLE,bounded local defect,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST021_00002
diffueraser,BLENDER_FOREST021_00002,OK,17,27.868591105931696,19.61877415350376,30.147254567563067,19.080837361952838,5.831197542302749,0.2882270812988281,0.06469297409057617,4.4553073243360775,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST021_00002
propainter,BLENDER_FOREST022_00001,OK,17,31.403432987621073,13.996153838346558,37.758381760612046,34.57295137293198,1.491789179689744,0.04813305288553238,0.021732885390520096,2.214756670392605,HARD_BUT_PLAUSIBLE,strong local defect with preserved outside,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST022_00001
diffueraser,BLENDER_FOREST022_00001,OK,17,27.973221610324266,14.070947783456146,29.74127661899635,35.81335337021772,5.864567812751321,0.3887975811958313,0.021732885390520096,17.88982798231776,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST022_00001
propainter,BLENDER_FOREST023_00001,OK,17,37.30750298222143,31.0532347779978,38.848909998728615,5.416424611035516,1.1306032363106222,0.07558250427246094,0.01423152256757021,5.310921857700104,TRIVIAL_BAD,temporal instability,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST023_00001
diffueraser,BLENDER_FOREST023_00001,OK,17,32.031307257352076,27.83567912254823,32.74198499374107,8.369507228626924,4.437598284553079,0.06814304739236832,0.01423152256757021,4.788176884717021,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST023_00001
propainter,BLENDER_FOREST024_00001,OK,17,16.59954509394099,9.408023669772282,30.74650784526379,72.52430769976448,2.421639554640826,0.45627108216285706,0.01006174087524414,45.34713106013933,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST024_00001
diffueraser,BLENDER_FOREST024_00001,OK,17,16.132818006322772,9.185740570613468,25.992274724198857,74.23771398207721,8.202210762921501,0.9625523090362549,0.01006174087524414,95.66458935595469,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST024_00001
propainter,BLENDER_FOREST025_00001,OK,17,21.215998938919807,25.098943637777193,21.148199143774264,6.490186775431914,5.18883539648617,0.12261708825826645,0.021782636642456055,5.62912058218316,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST025_00001
diffueraser,BLENDER_FOREST025_00001,OK,17,20.673982779040447,24.492356987219654,20.60687205454757,10.7343890246223,8.697646926431094,0.35711580514907837,0.021782636642456055,16.39451692698357,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST025_00001
propainter,BLENDER_FOREST028_00001,OK,17,37.44803952862415,23.4732184134419,38.45269039082219,10.558438581578871,1.1755699480281157,0.050939083099365234,0.024814367294311523,2.0528060415645806,MEDIUM_HARD_ELIGIBLE,bounded local defect,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST028_00001
diffueraser,BLENDER_FOREST028_00001,OK,17,33.41460011693539,33.771799144863195,33.412228740625984,3.6601813120000504,3.9211507825290455,0.24877794086933136,0.024814367294311523,10.025560511726669,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST028_00001
propainter,BLENDER_FOREST030_00001,OK,17,21.89651697529133,17.663745818885328,31.160366402876413,16.964810371398926,3.2917270940892838,0.38036027550697327,0.011708498001098633,32.48582999042945,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST030_00001
