model,sample_id,status,frames,full_psnr,mask_psnr,outside_psnr,mask_mae,outside_mae,output_temporal_absdiff,winner_temporal_absdiff,temporal_ratio,classification_auto,auto_reason,output_dir
diffueraser,BLENDER_FOREST030_00001,OK,17,20.128123015414506,15.934854050552433,28.879849192909543,20.727492725147922,6.044424617991728,0.22718191146850586,0.011708498001098633,19.403164389419455,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST030_00001
propainter,BLENDER_FOREST034_00001,OK,17,25.00206220127091,16.333229115339382,26.51213723121747,25.86064394782571,3.04949195244733,0.11268981546163559,0.014679749496281147,7.676548941804732,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST034_00001
diffueraser,BLENDER_FOREST034_00001,OK,17,23.785269468103692,15.048682123971473,25.32830157242614,31.424524868235867,6.506819668938132,0.3493267893791199,0.014679749496281147,23.796508889175225,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST034_00001
propainter,REAL_ENV046_00006_001_01,OK,17,23.759127573204896,20.308214055711623,27.993246893430534,19.90422753726735,6.575606233933392,0.794396698474884,0.44763264060020447,1.7746621368131776,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV046_00006_001_01
diffueraser,REAL_ENV046_00006_001_01,OK,17,24.17028716692704,21.03954764229155,27.561380919845252,16.272463966818417,6.399713207693661,0.61140376329422,0.44763264060020447,1.365860546886001,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV046_00006_001_01
propainter,REAL_ENV046_00007_001_01,OK,17,21.963595842622386,14.234622425289915,22.658891605206264,38.46504368501551,6.307956246768727,1.338165283203125,0.267333447933197,5.0056036517267914,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV046_00007_001_01
diffueraser,REAL_ENV046_00007_001_01,OK,17,21.68480812527107,15.402810193158583,22.105221932236184,34.6267931321088,9.404739099390367,1.4581630229949951,0.267333447933197,5.454472810148958,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV046_00007_001_01
propainter,REAL_ENV047_00001_001_01,OK,17,29.14458691312368,25.567769523970224,29.377920497908963,12.783455287708955,7.779687516829547,0.45676159858703613,0.35685214400291443,1.2799743710753935,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV047_00001_001_01
diffueraser,REAL_ENV047_00001_001_01,OK,17,31.058019792227725,25.074404517889167,31.584879537261752,13.700668783748851,5.197930728687959,0.5178965330123901,0.35685214400291443,1.4512916391730029,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV047_00001_001_01
propainter,REAL_ENV047_00003_001_01,OK,17,10.423361067052054,15.402845667364902,10.136278826135234,38.71014538933249,64.25792514576631,6.17425012588501,0.13718971610069275,45.00519646351125,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV047_00003_001_01
diffueraser,REAL_ENV047_00003_001_01,OK,17,10.258802408361962,15.199444676479064,9.958722957338507,39.733432320987475,64.50167151058422,5.94757080078125,0.13718971610069275,43.35289094421573,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV047_00003_001_01
propainter,REAL_ENV049_00001_001_01,OK,17,20.514337910638254,12.86158578478459,22.679649051649232,41.45096273983226,5.925320933846867,1.101858377456665,0.6409264802932739,1.719165007743913,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV049_00001_001_01
diffueraser,REAL_ENV049_00001_001_01,OK,17,20.120398148110695,12.379250492633657,22.35233660715039,46.82730259614832,8.556851330925436,1.2241225242614746,0.6409264802932739,1.9099265858095658,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV049_00001_001_01
propainter,REAL_ENV049_00002_001_01,OK,17,28.30624124134169,14.387906145575592,31.228623629936184,37.092322181252875,3.1039062528049244,0.37171465158462524,0.3354967534542084,1.1079530509834283,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV049_00002_001_01
diffueraser,REAL_ENV049_00002_001_01,OK,17,26.949403086237837,13.205671912898175,29.7033845744936,45.90876366110409,5.1270967090831085,0.5099143385887146,0.3354967534542084,1.5198786078814093,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV049_00002_001_01
propainter,REAL_ENV054_00002_001_01,OK,17,10.946679447508712,13.669156745045882,10.89798564068022,45.30153571234809,48.604563769172216,2.1428327560424805,0.3229762017726898,6.63464597168866,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV054_00002_001_01
diffueraser,REAL_ENV054_00002_001_01,OK,17,10.756180432114387,12.627408971303502,10.719336788988588,50.68736775716146,47.64618032118853,2.1520371437072754,0.3229762017726898,6.6631446276709765,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV054_00002_001_01
propainter,REAL_ENV055_00001_001_01,OK,17,16.078870799135192,15.67525871825253,17.425522873153923,30.64006031260771,24.46036215389476,3.3105545043945312,0.888293981552124,3.7268681012675215,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV055_00001_001_01
diffueraser,REAL_ENV055_00001_001_01,OK,17,15.812759569835471,15.241826825584015,17.83414919955352,31.98208663042854,21.420700409833124,1.2956159114837646,0.888293981552124,1.4585440613026819,TRIVIAL_BAD,outside damage,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV055_00001_001_01
