sample_id,status,exists,frame_count,resolution,decode_success,black_frame_ratio,mask_non_empty_frames,raw_output_path,review_sheet,crop_sheet
REAL_ENV900_00012_002_02,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00012_002_02/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00012_002_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00012_002_02.jpg
REAL_ENV900_00013_004_03,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00013_004_03/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00013_004_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00013_004_03.jpg
REAL_ENV900_00017_001_01,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00017_001_01/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00017_001_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00017_001_01.jpg
REAL_ENV900_00018_005_05,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00018_005_05/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00018_005_05.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00018_005_05.jpg
REAL_ENV900_00019_002_01,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00019_002_01/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00019_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00019_002_01.jpg
REAL_ENV900_00020_002_01,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00020_002_01/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00020_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00020_002_01.jpg
REAL_ENV900_00021_004_03,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00021_004_03/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00021_004_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00021_004_03.jpg
REAL_ENV900_00022_006_05,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00022_006_05/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00022_006_05.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00022_006_05.jpg
REAL_ENV900_00024_002_01,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00024_002_01/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00024_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00024_002_01.jpg
REAL_ENV900_00025_001_01,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00025_001_01/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00025_001_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00025_001_01.jpg
REAL_ENV900_00026_006_03,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00026_006_03/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00026_006_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00026_006_03.jpg
REAL_ENV900_00027_001_03,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00027_001_03/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00027_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00027_001_03.jpg
REAL_ENV900_00028_002_01,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00028_002_01/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00028_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00028_002_01.jpg
REAL_ENV900_00029_002_01,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00029_002_01/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00029_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00029_002_01.jpg
REAL_ENV900_00030_005_03,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00030_005_03/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00030_005_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00030_005_03.jpg
REAL_ENV900_00032_001_04,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00032_001_04/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00032_001_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00032_001_04.jpg
REAL_ENV900_00033_001_03,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00033_001_03/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00033_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00033_001_03.jpg
REAL_ENV900_00034_001_03,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00034_001_03/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00034_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00034_001_03.jpg
REAL_ENV900_00035_001_02,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00035_001_02/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00035_001_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00035_001_02.jpg
REAL_ENV900_00036_002_02,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00036_002_02/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00036_002_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00036_002_02.jpg
REAL_ENV900_00037_003_01,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00037_003_01/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00037_003_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00037_003_01.jpg
REAL_ENV900_00040_002_04,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00040_002_04/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00040_002_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00040_002_04.jpg
REAL_ENV900_00042_003_02,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00042_003_02/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00042_003_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00042_003_02.jpg
REAL_ENV900_00043_003_04,OUTPUT_VALID,true,81,832x480,true,0.0,81,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00043_003_04/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00043_003_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00043_003_04.jpg
