step,variant_name,total_loss,dpo_loss,warp_loss,m_w,m_l,m_w_ref,m_l_ref,raw_win_gap,raw_lose_gap,norm_win_gap,norm_lose_gap,norm_lose_gap_clipped,winner_abs_reg,winner_gap_reg,loser_dominant_ratio,grad_norm,adapter_grad_norm,base_grad_norm,flow_feat_norm,adapter_residual_norm,adapter_to_base_ratio,alpha_scale_1,alpha_scale_2,alpha_scale_3,gate_mean,gate_p10,gate_p50,gate_p90,nonzero_gate_ratio,flow_conf_mean,valid_flow_ratio,mean_flow_magnitude,forward_backward_error,lr
100,exp19b_boundary_gated_flow_adapter,0.694659411907196,0.6935818791389465,,0.00789076928049326,0.007795036304742098,0.007888512685894966,0.007792139425873756,2.256652805954218e-06,2.896878868341446e-06,0.0002677581214811653,0.00038231982034631073,0.00038231982034631073,0.00789076928049326,0.0006830034544691443,0.0,0.0019041724539024282,0.0019041724539024282,0.0,1183.203857421875,0.0458784569054842,,1.0,1.0,1.0,0.004980496130883694,0.0,0.0,0.0,0.0172991082072258,0.6818044185638428,0.7374415397644043,0.5382936000823975,,1e-05
110,exp19b_boundary_gated_flow_adapter,0.697145938873291,0.693342387676239,,0.06795303523540497,0.05097738280892372,0.06794555485248566,0.05097082629799843,7.483409717679024e-06,6.555579602718353e-06,0.00010941206710413098,0.00012912653619423509,0.00012912653619423509,0.06795303523540497,0.0004059206403326243,0.0,0.0006332834136411684,0.0006332834136411684,0.0,1071.9366455078125,0.048178983852267265,,1.0,1.0,1.0,0.001823232276365161,0.0,0.0,0.0,0.0106026791036129,0.5443441867828369,0.6804458498954773,3.459420919418335,,1e-05
120,exp19b_boundary_gated_flow_adapter,0.694601833820343,0.6936324238777161,,0.011325214058160782,0.00782819651067257,0.011323564685881138,0.007829721085727215,1.6490812413394451e-06,-1.5237601473927498e-06,0.0001402448833687231,-0.00020974862854927778,-0.00020974862854927778,0.011325214058160782,0.0004031387506984174,0.0,0.0003821225699050649,0.0003821225699050649,0.0,1000.1736450195312,0.023058298975229263,,1.0,1.0,1.0,0.005638423841446638,0.0,0.0,0.0,0.01785714365541935,0.40426772832870483,0.5951334834098816,6.457436561584473,,1e-05
130,exp19b_boundary_gated_flow_adapter,0.7086309194564819,0.6933515667915344,,0.30065590143203735,0.2809988856315613,0.3006199598312378,0.2809431850910187,3.5948120057582855e-05,5.569402128458023e-05,0.00013335718540474772,0.00020757087622769177,0.00020757087622769177,0.30065590143203735,0.00024658325128257275,0.0,0.0002012773779723306,0.0002012773779723306,0.0,892.4613037109375,0.07413587160408497,,1.0,1.0,1.0,0.006770761217921972,0.0,0.0,0.0,0.0457589291036129,0.21025493741035461,0.35583528876304626,46.594329833984375,,1e-05
140,exp19b_boundary_gated_flow_adapter,0.697601854801178,0.6922614574432373,,0.10208368301391602,0.0952121764421463,0.10211074352264404,0.09518496692180634,-2.7058180421590805e-05,2.7203001081943512e-05,-0.00027950573712587357,0.00030546775087714195,0.00030546775087714195,0.10208368301391602,0.00023624092864338309,1.0,0.0001693157090719175,0.0001693157090719175,0.0,793.6312255859375,0.03072568727657199,,1.0,1.0,1.0,0.003446165705099702,0.0,0.0,0.0,0.02957589365541935,0.14198188483715057,0.28044283390045166,13.967205047607422,,1e-05
150,exp19b_boundary_gated_flow_adapter,0.6958836317062378,0.6945981979370117,,0.007621394004672766,0.0074418094009160995,0.007618020288646221,0.0074448781087994576,3.3738906495273113e-06,-3.068795194849372e-06,0.0004733529349323362,-0.00041543017141520977,-0.00041543017141520977,0.007621394004672766,0.0009043915197253227,0.0,0.00031399624629810505,0.00031399624629810505,0.0,1132.2939453125,0.0485115060582757,,1.0,1.0,1.0,0.0036735536996275187,0.0,0.0,0.0,0.008928571827709675,0.5918420553207397,0.6942955851554871,0.9769556522369385,,1e-05
160,exp19b_boundary_gated_flow_adapter,0.7006875276565552,0.6928614974021912,,0.15348303318023682,0.5614457130432129,0.1535138487815857,0.5616037845611572,-3.0827708542346954e-05,-0.0001581236720085144,-0.00019246827287133783,-0.0003109091194346547,-0.0003109091194346547,0.15348303318023682,0.0001518640638096258,0.0,0.00014370702940065473,0.00014370702940065473,0.0,1148.822509765625,0.04434042703360319,,1.0,1.0,1.0,0.0045484136790037155,0.0,0.0,0.0,0.0184151791036129,0.5951243042945862,0.6804603338241577,1.4445427656173706,,1e-05
170,exp19b_boundary_gated_flow_adapter,0.706638753414154,0.6935648322105408,,0.25492173433303833,0.2402702122926712,0.2548774480819702,0.24025622010231018,4.429928958415985e-05,1.3984739780426025e-05,0.0001865196682047099,8.009106386452913e-05,8.009106386452913e-05,0.25492173433303833,0.00032780892797745764,0.0,0.00019751887791146552,0.00019751887791146552,0.0,781.5460815429688,0.030430802878981922,,1.0,1.0,1.0,0.005852759815752506,0.0,0.0,0.0,0.0323660746216774,0.14573419094085693,0.2754720151424408,17.875553131103516,,1e-05
180,exp19b_boundary_gated_flow_adapter,0.6906893849372864,0.6900849342346191,,0.0015831452328711748,0.0013593276962637901,0.0015846770256757736,0.0013576680794358253,-1.531785528641194e-06,1.659631379880011e-06,-0.0009377128444612026,0.0011898099910467863,0.0011898099910467863,0.0015831452328711748,0.0005253135459497571,1.0,0.001787979188169913,0.001787979188169913,0.0,1172.2174072265625,0.09051043726503849,,1.0,1.0,1.0,0.00751386396586895,0.0,0.0,0.0,0.01785714365541935,0.6439921259880066,0.7076214551925659,1.7984294891357422,,1e-05
190,exp19b_boundary_gated_flow_adapter,0.694196879863739,0.69261634349823,,0.02814997360110283,0.02401091903448105,0.028152748942375183,0.024001775309443474,-2.777320332825184e-06,9.145471267402172e-06,-0.00011921219265786931,0.0003743110573850572,0.0003743110573850572,0.02814997360110283,0.00017306080553680658,1.0,0.0004215359290325104,0.0004215359290325104,0.0,1187.4688720703125,0.029933428391814232,,1.0,1.0,1.0,0.005690644960850477,0.0,0.0,0.0,0.01506696455180645,0.6585220694541931,0.7120069265365601,0.07844099402427673,,1e-05
200,exp19b_boundary_gated_flow_adapter,0.6954613327980042,0.6938637495040894,,0.020685186609625816,0.013072585687041283,0.02067633904516697,0.01306537538766861,8.84628389030695e-06,7.209484465420246e-06,0.0004223482101224363,0.0005472120828926563,0.0005472120828926563,0.020685186609625816,0.0005632963730022311,0.0,0.00029298066145038186,0.00029298066145038186,0.0,1146.5263671875,0.040629468858242035,,1.0,1.0,1.0,0.004310199525207281,0.0,0.0,0.0,0.0161830373108387,0.6115884780883789,0.6918903589248657,5.427956581115723,,1e-05
210,exp19b_boundary_gated_flow_adapter,0.6932862997055054,0.6923335790634155,,0.009688924998044968,0.00924814585596323,0.009692708030343056,0.009252006188035011,-3.783206921070814e-06,-3.861001459881663e-06,-0.0004433417343534529,-0.0004536138440016657,-0.0004536138440016657,0.009688924998044968,0.0004682437574956566,0.0,0.00017700469085115753,0.00017700469085115753,0.0,838.9111328125,0.010554598644375801,,1.0,1.0,1.0,0.0011117933318018913,0.0,0.0,0.0,0.0239955373108387,0.24986471235752106,0.3756251335144043,28.550878524780273,,1e-05
220,exp19b_boundary_gated_flow_adapter,0.703563928604126,0.6926032304763794,,0.21732723712921143,0.22269849479198456,0.21737292408943176,0.2226913869380951,-4.570651799440384e-05,7.116235792636871e-06,-0.00020911557658109814,3.538919554557651e-05,3.538919554557651e-05,0.21732723712921143,9.435266838409007e-05,0.0,0.00013418905178211893,0.00013418905178211893,0.0,953.8623046875,0.07788541726768017,,1.0,1.0,1.0,0.004720807075500488,0.0,0.0,0.0,0.01953125,0.3907897472381592,0.5596318244934082,4.448780059814453,,1e-05
230,exp19b_boundary_gated_flow_adapter,0.6948772072792053,0.6924397945404053,,0.045583680272102356,0.054737165570259094,0.045595526695251465,0.054732825607061386,-1.1844560503959656e-05,4.339264705777168e-06,-0.00026681434246711433,6.653037416981533e-05,6.653037416981533e-05,0.045583680272102356,0.00015824908041395247,0.0,0.0002529929667265752,0.0002529929667265752,0.0,1146.4356689453125,0.032798077911138535,,1.0,1.0,1.0,0.007062997668981552,0.0,0.0,0.0,0.02734375186264515,0.08496865630149841,0.18382282555103302,3.193809747695923,,1e-05
240,exp19b_boundary_gated_flow_adapter,0.7034872174263,0.693111002445221,,0.2032870352268219,0.22253963351249695,0.20329028367996216,0.22253991663455963,-3.252178430557251e-06,-2.8777867555618286e-07,-1.6963364032562822e-05,-8.111561328405514e-06,-8.111561328405514e-06,0.2032870352268219,0.00021182089403737336,0.0,0.00022177681466566818,0.00022177681466566818,0.0,1123.555908203125,0.16708652302622795,,1.0,1.0,1.0,0.015330110676586628,0.0,0.0,0.0,0.0329241082072258,0.5340576171875,0.6262918710708618,3.3153443336486816,,1e-05
250,exp19b_boundary_gated_flow_adapter,0.6981918215751648,0.6942472457885742,,0.06755048036575317,0.06637442111968994,0.06752762198448181,0.0663980022072792,2.285744994878769e-05,-2.357899211347103e-05,0.0003386674798093736,-0.00040027141221798956,-0.00040027141221798956,0.06755048036575317,0.0005670578102581203,0.0,0.0003936808808965506,0.0003936808808965506,0.0,989.0104370117188,0.058763904933584854,,1.0,1.0,1.0,0.009105510078370571,0.0,0.0,0.0,0.02343750186264515,0.4571586847305298,0.6508234739303589,11.890774726867676,,1e-05
260,exp19b_boundary_gated_flow_adapter,0.6999863386154175,0.6931228637695312,,0.12881791591644287,0.12383773922920227,0.1288270652294159,0.12386622279882431,-9.144656360149384e-06,-2.8490088880062103e-05,-6.563476927112788e-05,-0.00021769243176095188,-0.00021769243176095188,0.12881791591644287,0.0004225952143315226,0.0,0.00016984522141958526,0.00016984522141958526,0.0,920.7734375,0.025573839113349095,,1.0,1.0,1.0,0.002145492471754551,0.0,0.0,0.0,0.009486607275903225,0.3708358407020569,0.6194366216659546,9.003364562988281,,1e-05
270,exp19b_boundary_gated_flow_adapter,0.6948839426040649,0.6936213374137878,,0.006752270273864269,0.006223664619028568,0.006749862805008888,0.006216033361852169,2.4074397515505552e-06,7.63116986490786e-06,0.00041253695962950587,0.0009134006104432046,0.0009134006104432046,0.006752270273864269,0.0009250035509467125,0.0,0.0004005989326457692,0.0004005989326457692,0.0,779.973388671875,0.025631839176639915,,1.0,1.0,1.0,0.0023702895268797874,0.0,0.0,0.0,0.0290178582072258,0.10076743364334106,0.24139179289340973,39.811302185058594,,1e-05
280,exp19b_boundary_gated_flow_adapter,0.7041617631912231,0.6933000087738037,,0.21151971817016602,0.22841599583625793,0.21148797869682312,0.2283453494310379,3.174785524606705e-05,7.067248225212097e-05,0.00014865680714137852,0.0003513827105052769,0.0003513827105052769,0.21151971817016602,0.00028573465533554554,0.0,6.016330834210223e-05,6.016330834210223e-05,0.0,1197.06689453125,0.04202931222971529,,1.0,1.0,1.0,0.0048618316650390625,0.0,0.0,0.0,0.012834821827709675,0.643592119216919,0.6893717646598816,2.1742398738861084,,1e-05
290,exp19b_boundary_gated_flow_adapter,0.7018939852714539,0.6928620338439941,,0.17472900450229645,0.18854652345180511,0.17474894225597382,0.18852220475673676,-1.993868499994278e-05,2.4303793907165527e-05,-8.807401172816753e-05,0.00010813932749442756,0.00010813932749442756,0.17472900450229645,0.0002955426461994648,1.0,5.811268106048506e-05,5.811268106048506e-05,0.0,1020.16455078125,0.027517735143192112,,1.0,1.0,1.0,0.0018806458683684468,0.0,0.0,0.0,0.004464285913854837,0.4652700424194336,0.6608549356460571,1.184842586517334,,1e-05
300,exp19b_boundary_gated_flow_adapter,0.703643798828125,0.6929022073745728,,0.2107035517692566,0.18809078633785248,0.2107182741165161,0.18806244432926178,-1.470465213060379e-05,2.8337351977825165e-05,-6.159635086078197e-05,0.0001469161215936765,0.0001469161215936765,0.2107035517692566,0.00020643121388275176,1.0,0.0002112706603647177,0.0002112706603647177,0.0,930.9119262695312,0.1351264864206314,,1.0,1.0,1.0,0.011017161421477795,0.0,0.0,0.0,0.0323660746216774,0.3554583787918091,0.6076793074607849,6.315011024475098,,1e-05
310,exp19b_boundary_gated_flow_adapter,0.6959651112556458,0.6945622563362122,,0.0025503113865852356,0.002673582173883915,0.002548344898968935,0.0026720582973212004,1.966531272046268e-06,1.5237892512232065e-06,0.0006947318324819207,0.0005375239998102188,0.0005375239998102188,0.0025503113865852356,0.001275341142900288,0.0,0.0006073884819258177,0.0006073884819258177,0.0,1041.990478515625,0.08135554008185863,,1.0,1.0,1.0,0.005511199589818716,0.0,0.0,0.0,0.0251116082072258,0.4762653410434723,0.6237383484840393,8.310358047485352,,1e-05
320,exp19b_boundary_gated_flow_adapter,0.6950575709342957,0.6936269998550415,,0.0026293762493878603,0.0028198049403727055,0.0026280703023076057,0.0028170610312372446,1.3060489436611533e-06,2.7439527912065387e-06,0.0004404548089951277,0.0010341679444536567,0.0010341679444536567,0.0026293762493878603,0.0012990842806175351,0.0,0.00017998088077397334,0.00017998088077397334,0.0,1115.3072509765625,0.03599107638001442,,1.0,1.0,1.0,0.0027777808718383312,0.0,0.0,0.0,0.009486607275903225,0.6097738146781921,0.7171230316162109,3.8880321979522705,,1e-05
330,exp19b_boundary_gated_flow_adapter,0.6969470977783203,0.6931495666503906,,0.07249844074249268,0.060364581644535065,0.0724996030330658,0.060363829135894775,-1.1618249118328094e-06,7.494818419218063e-07,-1.999999221879989e-05,-8.285390504170209e-05,-8.285390504170209e-05,0.07249844074249268,0.00017260320601053536,0.0,0.0002574597037621666,0.0002574597037621666,0.0,1139.18798828125,0.06014783098362386,,1.0,1.0,1.0,0.008186775259673595,0.0,0.0,0.0,0.01953125,0.5488095283508301,0.6508204340934753,0.6949496269226074,,1e-05
340,exp19b_boundary_gated_flow_adapter,0.6945967078208923,0.6927767395973206,,0.03165236860513687,0.028730101883411407,0.031655095517635345,0.028724560514092445,-2.727145329117775e-06,5.539157427847385e-06,-0.00010125730477739125,0.00018995953723788261,0.00018995953723788261,0.03165236860513687,0.00023733983107376844,1.0,0.0003134506024075949,0.0003134506024075949,0.0,1119.3709716796875,0.04263019934296608,,1.0,1.0,1.0,0.0059334891848266125,0.0,0.0,0.0,0.0184151791036129,0.5845353007316589,0.6953137516975403,0.9461253881454468,,1e-05
350,exp19b_boundary_gated_flow_adapter,0.6929900646209717,0.6923492550849915,,0.005420275032520294,0.0048462566919624805,0.0054225558415055275,0.004848505835980177,-2.2805470507591963e-06,-2.249085810035467e-06,-0.0004469543055165559,-0.0004991906462237239,-0.0004991906462237239,0.005420275032520294,0.00036979629658162594,0.0,0.0005202058947187686,0.0005202058947187686,0.0,1002.76123046875,0.0886330846697092,,1.0,1.0,1.0,0.005356548819690943,0.0,0.0,0.0,0.0184151791036129,0.45474639534950256,0.650148332118988,4.600341320037842,,1e-05
360,exp19b_boundary_gated_flow_adapter,0.7063615322113037,0.6932927370071411,,0.2561740577220917,0.22808828949928284,0.256157785654068,0.22806808352470398,1.628883183002472e-05,2.0206905901432037e-05,7.803558401064947e-05,8.110991620924324e-05,8.110991620924324e-05,0.2561740577220917,0.00026009586872532964,0.0,0.00011850411526544186,0.00011850411526544186,0.0,1070.0343017578125,0.06214204430580139,,1.0,1.0,1.0,0.0093912398442626,0.0,0.0,0.0,0.0251116082072258,0.5482755899429321,0.7086522579193115,1.2500369548797607,,1e-05
370,exp19b_boundary_gated_flow_adapter,0.6908515095710754,0.6903139352798462,,0.006964427884668112,0.0057291435077786446,0.006971650291234255,0.005726268514990807,-7.222348358482122e-06,2.874701749533415e-06,-0.001007493818178773,0.000531347468495369,0.000531347468495369,0.006964427884668112,0.0001893857988761738,0.0,0.0012543142380092183,0.0012543142380092183,0.0,988.3868408203125,0.21669013053178787,,1.0,1.0,1.0,0.01835424266755581,0.0,0.0,0.0,0.0491071455180645,0.35915228724479675,0.48114392161369324,21.469566345214844,,1e-05
380,exp19b_boundary_gated_flow_adapter,0.6972947716712952,0.6955240964889526,,0.007008640095591545,0.007321150973439217,0.00700070196762681,0.007316648494452238,7.937662303447723e-06,4.502478986978531e-06,0.0010951245203614235,0.0006084776250645518,0.0006084776250645518,0.007008640095591545,0.0014202621532604098,0.0,0.0008512832842678163,0.0008512832842678163,0.0,1188.9595947265625,0.050257064402103424,,1.0,1.0,1.0,0.00758307334035635,0.0,0.0,0.0,0.02343750186264515,0.6408964991569519,0.6952950358390808,1.279646873474121,,1e-05
390,exp19b_boundary_gated_flow_adapter,0.6953429579734802,0.6933810710906982,,0.034016985446214676,0.028587808832526207,0.034016191959381104,0.028598643839359283,7.909256964921951e-07,-1.0835123248398304e-05,9.011688234750181e-06,-0.00033589452505111694,-0.00033589452505111694,0.034016985446214676,0.00026100018294528127,0.0,0.00047489323258374143,0.00047489323258374143,0.0,1148.822509765625,0.07539871148765087,,1.0,1.0,1.0,0.0045484136790037155,0.0,0.0,0.0,0.0184151791036129,0.5951243042945862,0.6804603338241577,1.4445427656173706,,1e-05
400,exp19b_boundary_gated_flow_adapter,0.7021711468696594,0.6931577920913696,,0.1762721985578537,0.1963529735803604,0.17628085613250732,0.19638705253601074,-8.655712008476257e-06,-3.4086406230926514e-05,-4.224984149914235e-05,-0.0001840398763306439,-0.0001840398763306439,0.1762721985578537,0.0001997572253458202,0.0,0.00015365369214915062,0.00015365369214915062,0.0,1191.9571533203125,0.09771718084812164,,1.0,1.0,1.0,0.0139116570353508,0.0,0.0,0.0,0.02343750186264515,0.5973686575889587,0.6499071717262268,1.9077751636505127,,1e-05
410,exp19b_boundary_gated_flow_adapter,0.6945784687995911,0.6933931112289429,,0.0011360158678144217,0.0008776858448982239,0.001136211445555091,0.000878320075571537,-1.9561048247851431e-07,-6.342706910800189e-07,-9.762085392139852e-05,-0.0007099979557096958,-0.0007099979557096958,0.0011360158678144217,0.0011285340879112482,0.0,0.0010824296240210553,0.0010824296240210553,0.0,950.8632202148438,0.12489104643464088,,1.0,1.0,1.0,0.004014441277831793,0.0,0.0,0.0,0.0184151791036129,0.4436855912208557,0.6805109977722168,3.59214448928833,,1e-05
420,exp19b_boundary_gated_flow_adapter,0.7088600993156433,0.6930508613586426,,0.3111606240272522,0.43005040287971497,0.3111674189567566,0.43006932735443115,-6.804242730140686e-06,-1.8944963812828064e-05,-4.841078771278262e-05,-3.7098023312864825e-05,-3.7098023312864825e-05,0.3111606240272522,0.0002512149512767792,0.0,5.9809403033900554e-05,5.9809403033900554e-05,0.0,1146.5263671875,0.06597672589123249,,1.0,1.0,1.0,0.004310199525207281,0.0,0.0,0.0,0.0161830373108387,0.6115884780883789,0.6918903589248657,5.427956581115723,,1e-05
430,exp19b_boundary_gated_flow_adapter,0.6923458576202393,0.6917040944099426,,0.002672665286809206,0.002199281472712755,0.002674246206879616,0.00219900393858552,-1.5809928299859166e-06,2.7741771191358566e-07,-0.0005273058777675033,0.00021653994917869568,0.00021653994917869568,0.002672665286809206,0.0005081138806417584,0.0,0.0012654767264013472,0.0012654767264013472,0.0,1146.6654052734375,0.13478291779756546,,1.0,1.0,1.0,0.006016669329255819,0.0,0.0,0.0,0.0212053582072258,0.5954691171646118,0.678535521030426,3.570413112640381,,1e-05
440,exp19b_boundary_gated_flow_adapter,0.7035171389579773,0.6927621364593506,,0.20978859066963196,0.21285919845104218,0.2098025232553482,0.21281331777572632,-1.3937242329120636e-05,4.587695002555847e-05,-9.737785876495764e-05,0.00022953619190957397,0.00022953619190957397,0.20978859066963196,0.0002656093565747142,1.0,0.000281954347769613,0.000281954347769613,0.0,1062.3076171875,0.16619375348091125,,1.0,1.0,1.0,0.009439962916076183,0.0,0.0,0.0,0.02957589365541935,0.5193545818328857,0.6411964893341064,7.703596591949463,,1e-05
450,exp19b_boundary_gated_flow_adapter,0.6931179165840149,0.6922191381454468,,0.0013187732547521591,0.001272489782422781,0.001319326227530837,0.0012725244741886854,-5.530309863388538e-07,-3.474997356534004e-08,-0.00039023254066705704,-3.3372140023857355e-05,-3.3372140023857355e-05,0.0013187732547521591,0.0008328721160069108,0.0,0.0003979206990374956,0.0003979206990374956,0.0,1187.4688720703125,0.055190782994031906,,1.0,1.0,1.0,0.005690644960850477,0.0,0.0,0.0,0.01506696455180645,0.6585220694541931,0.7120069265365601,0.07844099402427673,,1e-05
460,exp19b_boundary_gated_flow_adapter,0.7040954232215881,0.6928718686103821,,0.22108155488967896,0.3283636271953583,0.2211325764656067,0.3284839987754822,-5.102809518575668e-05,-0.00012037623673677444,-0.0002323001972399652,-0.000486150907818228,-0.000486150907818228,0.22108155488967896,0.00016948423581197858,0.0,8.797851353589084e-05,8.797851353589084e-05,0.0,1116.8775634765625,0.10334998182952404,,1.0,1.0,1.0,0.0032168799079954624,0.0,0.0,0.0,0.008370536379516125,0.5459138751029968,0.6599814891815186,2.6461825370788574,,1e-05
470,exp19b_boundary_gated_flow_adapter,0.6956509351730347,0.6937659978866577,,0.030697911977767944,0.026685383170843124,0.03069182112812996,0.02669588103890419,6.0907332226634026e-06,-1.049728598445654e-05,0.00015251185686793178,-0.0003774980432353914,-0.0003774980432353914,0.030697911977767944,0.00035003520315513015,0.0,0.0010536491163940015,0.0010536491163940015,0.0,1024.984375,0.1749391332268715,,1.0,1.0,1.0,0.015579449944198132,0.0,0.0,0.0,0.0591517873108387,0.4353393316268921,0.5721318125724792,27.09123420715332,,1e-05
480,exp19b_boundary_gated_flow_adapter,0.6931779384613037,0.6922053098678589,,0.0013575981138274074,0.0013038890901952982,0.0013576052151620388,0.0013020405313000083,-7.1668182499706745e-09,1.8486753106117249e-06,-1.8655395251698792e-05,0.0014627913478761911,0.0014627913478761911,0.0013575981138274074,0.0009047136409208179,1.0,0.0008992052804409217,0.0008992052804409217,0.0,1019.9285278320312,0.10867069289088249,,1.0,1.0,1.0,0.008575439453125,0.0,0.0,0.0,0.02176339365541935,0.45580077171325684,0.6612955927848816,2.735058069229126,,1e-05
