global_step,dpo_loss,implicit_acc,win_gap,lose_gap,mse_w,ref_mse_w,mse_l,ref_mse_l,loser_dominant_ratio,sigma_term,grad_norm,total_loss,anchored_total_loss,sft_loss,sft_reg_weight,lose_gap_weight,winner_abs_reg,winner_abs_reg_weight,winner_gap_reg,winner_gap_reg_weight,winner_gap_reg_margin,relu_win_gap_mean,relu_win_gap_max,win_gap_positive_ratio,mse_w_over_ref_mse_w,mse_l_over_ref_mse_l,reward_margin,kl_divergence,inside_term_mean,inside_term_min,inside_term_max
100,0.6678516864776611,1.0,0.00023214658722281456,0.041937701404094696,0.1285276710987091,0.12829551100730896,0.3052463233470917,0.26330864429473877,1.0,0.5128125548362732,0.27317310222657537,0.6748397946357727,0.6748397946357727,0.1285276710987091,0.0,0.25,0.1285276710987091,0.05,0.0005617151036858559,1.0,0.0,0.0005617151036858559,0.0024366378784179688,0.5625,1.0018095970153809,1.1592719554901123,-0.17671866714954376,0.010542459785938263,0.051020555198192596,0.03373776003718376,0.07003840804100037
110,0.6917960047721863,1.0,-7.46900332160294e-05,0.0018648161785677075,0.014266805723309517,0.014341495931148529,0.015974512323737144,0.014109696261584759,1.0,0.5006760954856873,0.0351003523026403,0.6925376653671265,0.6925376653671265,0.014266805723309517,0.0,0.25,0.014266805723309517,0.05,2.8297596145421267e-05,1.0,0.0,2.8297596145421267e-05,0.00021111220121383667,0.375,0.9947920441627502,1.132165551185608,-0.0017077060183510184,0.00044753123074769974,0.0024561630561947823,0.0015228332486003637,0.0034208972938358784
120,0.6773850917816162,1.0,0.0004806402139365673,0.02734806016087532,0.07986655086278915,0.0793859139084816,0.17879289388656616,0.15144483745098114,1.0,0.5079448223114014,0.22261163898421074,0.6819913387298584,0.6819913387298584,0.07986655086278915,0.0,0.25,0.07986655086278915,0.05,0.0006128894165158272,1.0,0.0,0.0006128894165158272,0.001822449266910553,0.6875,1.006054401397705,1.180580973625183,-0.0989263504743576,0.0069571733474731445,0.03340122103691101,0.02756156399846077,0.04592101275920868
130,0.6833553314208984,1.0,0.0018255887553095818,0.02305120788514614,0.08188465982675552,0.08005906641483307,0.13232307136058807,0.10927185416221619,1.0,0.5049213767051697,0.1547629268134223,0.6892751455307007,0.6892751455307007,0.08188465982675552,0.0,0.25,0.08188465982675552,0.05,0.0018255887553095818,1.0,0.0,0.0018255887553095818,0.0037239044904708862,1.0,1.0228030681610107,1.210952877998352,-0.05043841153383255,0.006219204515218735,0.026176195591688156,0.01968606561422348,0.03202204406261444
140,0.6678520441055298,1.0,0.0009900620207190514,0.04497132822871208,0.08199478685855865,0.08100472390651703,0.24834325909614563,0.20337192714214325,1.0,0.512813150882721,0.21330868799211514,0.6731088161468506,0.6731088161468506,0.08199478685855865,0.0,0.25,0.08199478685855865,0.05,0.0011570388451218605,1.0,0.0,0.0011570388451218605,0.0031162425875663757,0.75,1.0122222900390625,1.2211284637451172,-0.16634845733642578,0.0114903524518013,0.05011337995529175,0.04434911534190178,0.05552436411380768
150,0.6930440068244934,1.0,2.002077962970361e-05,0.0002452234039083123,0.0014891945756971836,0.001469173701480031,0.00236719218082726,0.002121968660503626,1.0,0.5000516176223755,0.027939007728466084,0.6931444406509399,0.6931444406509399,0.0014891945756971836,0.0,0.25,0.0014891945756971836,0.05,2.5994791940320283e-05,1.0,0.0,2.5994791940320283e-05,9.592913556843996e-05,0.625,1.013627290725708,1.1155641078948975,-0.0008779976633377373,6.631109863519669e-05,0.00017816020408645272,6.01094143348746e-06,0.0003688255383167416
160,0.6925361156463623,1.0,-2.1730491425842047e-05,0.0008913167985156178,0.00603199889883399,0.00605372991412878,0.009387514553964138,0.008496197871863842,1.0,0.500305712223053,0.04140899908316426,0.6928901076316833,0.6928901076316833,0.00603199889883399,0.0,0.25,0.00603199889883399,0.05,5.2383780712261796e-05,1.0,0.0,5.2383780712261796e-05,0.0006302269175648689,0.125,0.9964103102684021,1.104907751083374,-0.003355515655130148,0.0002173963002860546,0.0008609035285189748,0.0005946715828031301,0.001222798484377563
170,0.6745001077651978,1.0,0.001612223219126463,0.03657720983028412,0.07243849337100983,0.07082626223564148,0.1491798758506775,0.11260267347097397,1.0,0.50941401720047,0.1956069836958023,0.6797693967819214,0.6797693967819214,0.07243849337100983,0.0,0.25,0.07243849337100983,0.05,0.0016473717987537384,1.0,0.0,0.0016473717987537384,0.0034372135996818542,0.875,1.0227631330490112,1.3248342275619507,-0.07674138993024826,0.009547356516122818,0.03483618423342705,0.021601319313049316,0.048163652420043945
180,0.6922270059585571,1.0,0.00017731089610606432,0.0021823826245963573,0.009522771462798119,0.00934546161442995,0.020357010886073112,0.018174629658460617,1.0,0.5004603862762451,0.04371028308774964,0.6928825378417969,0.6928825378417969,0.009522771462798119,0.0,0.25,0.009522771462798119,0.05,0.00017942889826372266,1.0,0.0,0.00017942889826372266,0.0004605203866958618,0.9375,1.0189728736877441,1.120078444480896,-0.010834239423274994,0.0005899230018258095,0.002391990041360259,0.0017738493625074625,0.00380898080766201
190,0.6843938231468201,1.0,0.0005806460976600647,0.01639130711555481,0.04935326427221298,0.04877261817455292,0.08169376850128174,0.06530246138572693,1.0,0.504396378993988,0.13569670160482755,0.687494158744812,0.687494158744812,0.04935326427221298,0.0,0.25,0.04935326427221298,0.05,0.0006326627917587757,1.0,0.0,0.0006326627917587757,0.001234438270330429,0.9375,1.0119051933288574,1.251006007194519,-0.03234051167964935,0.004242990165948868,0.015202736482024193,0.0057783713564276695,0.02180302143096924
200,0.6930307149887085,0.8333333730697632,3.385911259101704e-05,0.0003218436031602323,0.0022674230858683586,0.0022335639223456383,0.0037230346351861954,0.003401190973818302,1.0,0.5000582337379456,0.02935610683310159,0.6931952238082886,0.6931952238082886,0.0022674230858683586,0.0,0.25,0.0022674230858683586,0.05,5.113492807140574e-05,1.0,0.0,5.113492807140574e-05,0.00019914447329938412,0.75,1.015159249305725,1.094626784324646,-0.0014556115493178368,8.892570622265339e-05,0.00025028391974046826,-6.936341378604993e-05,0.0004856703453697264
210,0.689365029335022,1.0,-0.00015910115325823426,0.005427159368991852,0.01721031963825226,0.01736941933631897,0.03670387715101242,0.03127671778202057,1.0,0.5018948316574097,0.08224977105740262,0.6902869343757629,0.6902869343757629,0.01721031963825226,0.0,0.25,0.01721031963825226,0.05,6.138370372354984e-05,1.0,0.0,6.138370372354984e-05,0.00030427612364292145,0.375,0.9908402562141418,1.173520803451538,-0.01949355937540531,0.001317014917731285,0.007337908260524273,0.004987242631614208,0.012987572699785233
220,0.6698273420333862,1.0,0.0017939098179340363,0.04494142159819603,0.04284491017460823,0.041051000356674194,0.17817778885364532,0.1332363784313202,1.0,0.5117996335029602,0.2334788364101114,0.6737635135650635,0.6737635135650635,0.04284491017460823,0.0,0.25,0.04284491017460823,0.05,0.0017939098179340363,1.0,0.0,0.0017939098179340363,0.003251507878303528,1.0,1.0436995029449463,1.3373059034347534,-0.1353328824043274,0.011683829128742218,0.04098798707127571,0.022349534556269646,0.054425016045570374
230,0.6929243206977844,1.0,0.00013605496496893466,0.0009008599445223808,0.006096931640058756,0.005960877053439617,0.009024085476994514,0.008123226463794708,1.0,0.5001114010810852,0.030049862704440527,0.6933680176734924,0.6933680176734924,0.006096931640058756,0.0,0.25,0.006096931640058756,0.05,0.0001388619712088257,1.0,0.0,0.0001388619712088257,0.0002597477287054062,0.875,1.0228246450424194,1.1108992099761963,-0.0029271540697664022,0.0002592282835394144,0.00122212921269238,0.00044580010580830276,0.001750228926539421
240,0.6737031936645508,1.0,0.0013110954314470291,0.03666909039020538,0.04720625281333923,0.045895155519247055,0.15350408852100372,0.11683498322963715,1.0,0.509818971157074,0.17322066990660376,0.6773989796638489,0.6773989796638489,0.04720625281333923,0.0,0.25,0.04720625281333923,0.05,0.0013354956172406673,1.0,0.0,0.0013354956172406673,0.003347925841808319,0.9375,1.0285671949386597,1.3138538599014282,-0.10629783570766449,0.009495049715042114,0.03094288520514965,0.022557618096470833,0.039280883967876434
250,0.6930038332939148,1.0,0.00011425316915847361,0.0006864244933240116,0.004564547911286354,0.004450294189155102,0.006603979039937258,0.005917554721236229,1.0,0.5000717043876648,0.04587430434729036,0.6933563351631165,0.6933563351631165,0.004564547911286354,0.0,0.25,0.004564547911286354,0.05,0.00012428985792212188,1.0,0.0,0.00012428985792212188,0.00033576972782611847,0.8125,1.025673270225525,1.1159979104995728,-0.0020394313614815474,0.00020016939379274845,0.0005566338077187538,0.00028676475631073117,0.0011534279910847545
260,0.6180095076560974,1.0,0.004621197935193777,0.14369554817676544,0.08875131607055664,0.08413011580705643,0.4415302872657776,0.29783472418785095,1.0,0.5390487313270569,0.42908356544736015,0.627068281173706,0.627068281173706,0.08875131607055664,0.0,0.25,0.08875131607055664,0.05,0.004621197935193777,1.0,0.0,0.004621197935193777,0.010360784828662872,1.0,1.054929256439209,1.4824674129486084,-0.35277897119522095,0.03707919269800186,0.11987654864788055,0.08960149437189102,0.15651345252990723
270,0.6930229663848877,1.0,2.316368045285344e-05,0.00029142870334908366,0.002225401345640421,0.0022022377233952284,0.003260683035477996,0.0029692542739212513,1.0,0.500062108039856,0.040117917992847044,0.693180501461029,0.693180501461029,0.002225401345640421,0.0,0.25,0.002225401345640421,0.05,4.6269429731182754e-05,1.0,0.0,4.6269429731182754e-05,0.00015651946887373924,0.75,1.010518193244934,1.0981488227844238,-0.001035281689837575,7.864809595048428e-05,0.000498246809002012,0.0002484674914740026,0.0009041065350174904
280,0.6771905422210693,1.0,0.0012357858940958977,0.030686233192682266,0.043459128588438034,0.04222334176301956,0.12385032325983047,0.09316409379243851,1.0,0.5080440044403076,0.1709021305570718,0.6805992722511292,0.6805992722511292,0.043459128588438034,0.0,0.25,0.043459128588438034,0.05,0.0012357858940958977,1.0,0.0,0.0012357858940958977,0.002451755106449127,1.0,1.0292679071426392,1.3293782472610474,-0.08039119839668274,0.007980503141880035,0.027722766622900963,0.01974823884665966,0.035064149647951126
290,0.6572760939598083,1.0,0.005544103682041168,0.08067290484905243,0.10471270233392715,0.09916859865188599,0.29160746932029724,0.210934579372406,1.0,0.5182720422744751,0.44197096904278554,0.6680558323860168,0.6680558323860168,0.10471270233392715,0.0,0.25,0.10471270233392715,0.05,0.005544103682041168,1.0,0.0,0.005544103682041168,0.010352686047554016,1.0,1.055905818939209,1.382454514503479,-0.18689477443695068,0.02155424654483795,0.0922975167632103,0.05115978419780731,0.12638430297374725
300,0.6866579651832581,1.0,0.00039114721585065126,0.011984861455857754,0.02620377391576767,0.025812627747654915,0.05008183419704437,0.038096971809864044,1.0,0.5032562613487244,0.185880201132369,0.6883983612060547,0.6883983612060547,0.02620377391576767,0.0,0.25,0.02620377391576767,0.05,0.00043023889884352684,1.0,0.0,0.00043023889884352684,0.001214589923620224,0.8125,1.0151532888412476,1.3145883083343506,-0.023878060281276703,0.003094002604484558,0.010011522099375725,0.005916522350162268,0.013874928466975689
310,0.6051555871963501,1.0,0.0030668750405311584,0.15990358591079712,0.07612637430429459,0.07305949926376343,0.32412081956863403,0.16421723365783691,1.0,0.5460057854652405,0.5567389739719704,0.6120287775993347,0.6120287775993347,0.07612637430429459,0.0,0.25,0.07612637430429459,0.05,0.0030668750405311584,1.0,0.0,0.0030668750405311584,0.005203962326049805,1.0,1.0419777631759644,1.9737321138381958,-0.24799445271492004,0.04074261337518692,0.09581299871206284,0.03894389420747757,0.18454509973526
320,0.6931271553039551,0.5,6.807899626437575e-05,0.0003043877659365535,0.002443589735776186,0.002375510521233082,0.003364322707056999,0.003059934824705124,1.0,0.5000100135803223,0.04416360244253844,0.6933232545852661,0.6933232545852661,0.002443589735776186,0.0,0.25,0.002443589735776186,0.05,7.391114195343107e-05,1.0,0.0,7.391114195343107e-05,0.0002388607244938612,0.875,1.0286587476730347,1.0994752645492554,-0.0009207329130731523,9.311677422374487e-05,0.00012072885147063062,-0.0002837454667314887,0.0006992234848439693
330,0.6930290460586548,0.6666666865348816,0.0001276100956602022,0.0006994107970967889,0.0013557414058595896,0.001228131353855133,0.002777891466394067,0.002078480552881956,1.0,0.5000590682029724,0.04668266961319064,0.6932268738746643,0.6932268738746643,0.0013557414058595896,0.0,0.25,0.0013557414058595896,0.05,0.00013008041423745453,1.0,0.0,0.00013008041423745453,0.000441701733507216,0.875,1.1039059162139893,1.336501121520996,-0.0014221500605344772,0.0002067552413791418,5.660847818944603e-05,-0.0003882182645611465,0.00042237580055370927
340,0.6928896903991699,0.8333333730697632,0.0003250919689889997,0.0017126828897744417,0.003497273661196232,0.00317218154668808,0.005340948700904846,0.0036282662767916918,1.0,0.5001288652420044,0.1610683054612939,0.6934220194816589,0.6934220194816589,0.003497273661196232,0.0,0.25,0.003497273661196232,0.05,0.0003574472211766988,1.0,0.0,0.0003574472211766988,0.0012299376539885998,0.6875,1.1024821996688843,1.472038745880127,-0.0018436755053699017,0.0005094436928629875,0.0005643598851747811,-0.0006443363963626325,0.002228847937658429
350,0.6924801468849182,0.8333333730697632,5.6041651987470686e-05,0.001292026019655168,0.003224386367946863,0.003168344497680664,0.005446505267173052,0.004154479131102562,1.0,0.5003337264060974,0.04019071106055645,0.692729115486145,0.692729115486145,0.003224386367946863,0.0,0.25,0.003224386367946863,0.05,8.774324669502676e-05,1.0,0.0,8.774324669502676e-05,0.0004283720627427101,0.6875,1.0176880359649658,1.3109959363937378,-0.0022221188992261887,0.00033701700158417225,0.0005514629301615059,-0.000160412018885836,0.0013348241336643696
360,0.5992410182952881,0.8333333730697632,0.02891838364303112,0.2765823006629944,0.0988466665148735,0.06992828100919724,0.4086243808269501,0.1320420652627945,1.0,0.550115168094635,19.308871891182925,0.633101761341095,0.633101761341095,0.0988466665148735,0.0,0.25,0.0988466665148735,0.05,0.02891838364303112,1.0,0.0,0.02891838364303112,0.07199220359325409,1.0,1.413543462753296,3.0946531295776367,-0.30977773666381836,0.07637517154216766,0.15211635828018188,-0.13589483499526978,0.26614248752593994
370,0.6932930946350098,0.6666666865348816,0.00014248135266825557,0.00033651181729510427,0.0012842610012739897,0.0011417795903980732,0.0025866907089948654,0.0022501787170767784,1.0,0.4999270439147949,0.05447213828176942,0.6935003995895386,0.6935003995895386,0.0012842610012739897,0.0,0.25,0.0012842610012739897,0.05,0.00014309088874142617,1.0,0.0,0.00014309088874142617,0.0003771925112232566,0.9375,1.1247888803482056,1.1495490074157715,-0.0013024297077208757,0.00011974835069850087,6.064330227673054e-05,-0.00029176700627431273,0.0002888470480684191
380,0.49490511417388916,1.0,0.002036323770880699,0.36479854583740234,0.08689010888338089,0.08485378324985504,0.4923895001411438,0.12759096920490265,1.0,0.6096441149711609,4.076646090083556,0.5012859106063843,0.5012859106063843,0.08689010888338089,0.0,0.25,0.08689010888338089,0.05,0.002036323770880699,1.0,0.0,0.002036323770880699,0.005486056208610535,1.0,1.0239980220794678,3.8591248989105225,-0.4054993987083435,0.0917087122797966,0.42016106843948364,0.35944104194641113,0.47608131170272827
390,0.6931025981903076,0.5,8.940819679992273e-05,0.00042897899402305484,0.0013880862388759851,0.0012986779911443591,0.002024953719228506,0.0015959746669977903,1.0,0.500022292137146,0.028222023699245573,0.693263053894043,0.693263053894043,0.0013880862388759851,0.0,0.25,0.0013880862388759851,0.05,9.108931408263743e-05,1.0,0.0,9.108931408263743e-05,0.00043446465861052275,0.875,1.0688456296920776,1.2687880992889404,-0.0006368674803525209,0.0001295968540944159,2.041966035903897e-05,-0.00011319243640173227,0.000236176245380193
400,0.34642982482910156,1.0,0.005686752498149872,0.7290663719177246,0.12761718034744263,0.12193043529987335,1.0052449703216553,0.27617862820625305,1.0,0.70742267370224,109.23229270032537,0.3584974408149719,0.3584974408149719,0.12761718034744263,0.0,0.25,0.12761718034744263,0.05,0.005686752498149872,1.0,0.0,0.005686752498149872,0.025125078856945038,1.0,1.0466392040252686,3.639836311340332,-0.8776277899742126,0.18368825316429138,0.6112527251243591,0.29003456234931946,0.8828991651535034
410,0.687583327293396,1.0,0.00017124321311712265,0.009621059522032738,0.024599559605121613,0.024428315460681915,0.045720845460891724,0.03609978407621384,1.0,0.502792477607727,5.250223948217016,0.6891279816627502,0.6891279816627502,0.024599559605121613,0.0,0.25,0.024599559605121613,0.05,0.0003146503586322069,1.0,0.0,0.0003146503586322069,0.0008538495749235153,0.8125,1.0070101022720337,1.2665129899978638,-0.02112128585577011,0.002448076382279396,0.0774281919002533,0.011170107871294022,0.1449599266052246
420,0.47635093331336975,1.0,0.00044767139479517937,0.39705681800842285,0.06479662656784058,0.06434895098209381,0.512458086013794,0.11540131270885468,1.0,0.6210677623748779,5.903257366988321,0.48011940717697144,0.48011940717697144,0.06479662656784058,0.0,0.25,0.06479662656784058,0.05,0.0005286429077386856,1.0,0.0,0.0005286429077386856,0.0026397928595542908,0.6875,1.0069570541381836,4.4406609535217285,-0.44766148924827576,0.09937611222267151,0.4495949447154999,0.29423239827156067,0.5516374707221985
430,0.5152393579483032,1.0,0.0338650606572628,0.5009673237800598,0.08061318099498749,0.046748120337724686,0.6359148025512695,0.1349475085735321,1.0,0.6122746467590332,5.5751232433531035,0.5532332062721252,0.5532332062721252,0.08061318099498749,0.0,0.25,0.08061318099498749,0.05,0.03396319970488548,1.0,0.0,0.03396319970488548,0.3191632032394409,0.75,1.7244154214859009,4.7123122215271,-0.5553016662597656,0.13370808959007263,0.4070797860622406,0.1634647697210312,0.5364430546760559
440,0.6407942771911621,1.0,0.0013660062104463577,0.09357248246669769,0.044321294873952866,0.04295528680086136,0.1484449803829193,0.05487249046564102,1.0,0.5275061130523682,5.415053289397686,0.6444091200828552,0.6444091200828552,0.044321294873952866,0.0,0.25,0.044321294873952866,0.05,0.001398774329572916,1.0,0.0,0.001398774329572916,0.013841219246387482,0.9375,1.0318007469177246,2.7052714824676514,-0.10412368178367615,0.023734625428915024,0.20556144416332245,0.09464582800865173,0.38327842950820923
450,0.6929137706756592,0.8333333730697632,9.658678027335554e-05,0.0007600769167765975,0.0034892731346189976,0.003392686601728201,0.004832945764064789,0.004072868265211582,1.0,0.500116765499115,0.07602355553001866,0.6932023167610168,0.6932023167610168,0.0034892731346189976,0.0,0.25,0.0034892731346189976,0.05,0.00011408640420995653,1.0,0.0,0.00011408640420995653,0.00030915974639356136,0.6875,1.0284690856933594,1.186619758605957,-0.0013436723966151476,0.000214165891520679,0.0005275896983221173,-2.1030173229519278e-05,0.001207249821163714
460,0.6912204027175903,1.0,0.0005040619289502501,0.005104156211018562,0.002777678892016411,0.002273616846650839,0.011045864783227444,0.005941707640886307,1.0,0.5009649395942688,0.09981728821755469,0.691870927810669,0.691870927810669,0.002777678892016411,0.0,0.25,0.002777678892016411,0.05,0.0005116224638186395,1.0,0.0,0.0005116224638186395,0.002351436298340559,0.8125,1.2217005491256714,1.8590387105941772,-0.008268184959888458,0.0014020546805113554,0.0015082599129527807,0.00017844373360276222,0.0038598855026066303
470,0.4064410328865051,1.0,0.00182651961222291,0.5598980188369751,0.06444860994815826,0.06262210011482239,0.7888468503952026,0.22894884645938873,1.0,0.6661314964294434,24.121542205610407,0.41152700781822205,0.41152700781822205,0.06444860994815826,0.0,0.25,0.06444860994815826,0.05,0.0018635273445397615,1.0,0.0,0.0018635273445397615,0.004248008131980896,0.9375,1.0291671752929688,3.4455156326293945,-0.7243982553482056,0.14043112099170685,0.6547128558158875,0.5233413577079773,0.8096874356269836
480,0.6173065900802612,1.0,0.004403481259942055,0.14450952410697937,0.0166897214949131,0.012286240234971046,0.17094536125659943,0.02643583156168461,1.0,0.5395719408988953,0.6652789953118048,0.6226092576980591,0.6226092576980591,0.0166897214949131,0.0,0.25,0.0166897214949131,0.05,0.004468221217393875,1.0,0.0,0.004468221217393875,0.03418545797467232,0.8125,1.3584074974060059,6.466426372528076,-0.15425562858581543,0.03722825273871422,0.03586810454726219,0.006137562450021505,0.15861950814723969
490,0.3645990490913391,1.0,6.155343726277351e-05,0.6572884321212769,0.112134650349617,0.11207310855388641,0.8083491921424866,0.15106074512004852,1.0,0.6945128440856934,2.1066415571296067,0.37056463956832886,0.37056463956832886,0.112134650349617,0.0,0.25,0.112134650349617,0.05,0.00035884417593479156,1.0,0.0,0.00035884417593479156,0.0017582178115844727,0.5625,1.000549077987671,5.351153373718262,-0.696214497089386,0.16433748602867126,0.7646734714508057,0.6640092134475708,0.8213027715682983
500,0.4389089345932007,1.0,0.00020361924543976784,0.47769615054130554,0.0859157145023346,0.08571209013462067,0.5693764686584473,0.09168031066656113,1.0,0.6447640061378479,44.69934693583429,0.443575918674469,0.443575918674469,0.0859157145023346,0.0,0.25,0.0859157145023346,0.05,0.0003711977042257786,1.0,0.0,0.0003711977042257786,0.0016817674040794373,0.5625,1.0023757219314575,6.210455417633057,-0.4834607243537903,0.11947494000196457,0.44480133056640625,0.2379085123538971,0.5961021184921265
510,0.6619358062744141,1.0,0.0005186162889003754,0.05571442469954491,0.039784807711839676,0.0392661914229393,0.10226411372423172,0.04654969274997711,1.0,0.5167562365531921,4.645078163952815,0.6644886136054993,0.6644886136054993,0.039784807711839676,0.0,0.25,0.039784807711839676,0.05,0.0005635630805045366,1.0,0.0,0.0005635630805045366,0.0015937797725200653,0.8125,1.0132076740264893,2.196880578994751,-0.062479306012392044,0.01405826024711132,0.2434435486793518,0.04933765158057213,0.4150253236293793
520,0.47890639305114746,1.0,0.0004447498358786106,0.3984321355819702,0.03422269970178604,0.03377795219421387,0.47366178035736084,0.07522962987422943,1.0,0.6214756965637207,69.97719971890076,0.4811567962169647,0.4811567962169647,0.03422269970178604,0.0,0.25,0.03422269970178604,0.05,0.0005392758175730705,1.0,0.0,0.0005392758175730705,0.002035966143012047,0.6875,1.0131667852401733,6.296213150024414,-0.439439058303833,0.09971922636032104,0.3935267925262451,0.03816857933998108,0.5287100672721863
