step,variant_name,total_loss,dpo_loss,warp_loss,warp_loss_forward,warp_loss_backward,lambda_warp,m_w,m_l,m_w_ref,m_l_ref,norm_win_gap,norm_lose_gap,norm_lose_gap_clipped,winner_abs_reg,winner_gap_reg,loser_dominant_ratio,grad_norm,adapter_grad_norm,base_grad_norm,adapter_residual_norm,adapter_to_base_ratio,residual_scale,confidence_exponent,gate_mean,flow_conf_mean,valid_flow_ratio,warp_valid_ratio,mean_flow_magnitude,motion_score,motion_bin,lr
1,exp19c_lambda005,0.700862467288971,0.6934249997138977,0.3046875,0.302734375,0.3046875,0.005,0.1097889170050621,0.10687407851219177,0.10977528989315033,0.10683345794677734,0.00020261856843717396,0.00036877632373943925,0.00036877632373943925,0.1097889170050621,0.00042212955304421484,0.0,0.0001255914610461893,0.0001255914610461893,0.0,0.10116134397685528,,0.5,2.0,0.010570315644145012,0.5340576171875,0.6262918710708618,0.031378600746393204,3.3153443336486816,0.04231526693889626,low,1e-05
10,exp19c_lambda005,0.6997052431106567,0.6930946707725525,0.251953125,0.2451171875,0.259765625,0.005,0.10152891278266907,0.12972870469093323,0.10152656584978104,0.129703089594841,4.99558518640697e-06,0.00010572245082585141,0.00010572245082585141,0.10152891278266907,0.00027526437770575285,1.0,9.500245472579364e-05,9.500245472579364e-05,0.0,0.03088273329194635,,0.5,2.0,0.004617577418684959,0.3526648283004761,0.5411253571510315,0.052345678210258484,21.356922149658203,0.4646033208436971,high,1e-05
20,exp19c_lambda005,0.7043770551681519,0.693935215473175,0.3359375,0.333984375,0.337890625,0.005,0.1667453646659851,0.13421915471553802,0.1666976809501648,0.1342209130525589,0.0003069839149247855,-3.0554685508832335e-05,-3.0554685508832335e-05,0.1667453646659851,0.0004261352587491274,0.0,9.114938752857626e-05,9.114938752857626e-05,0.0,0.05777349881827831,,0.5,2.0,0.004822365939617157,0.5954691171646118,0.678535521030426,0.021646090783178806,3.570413112640381,0.0272805408867067,low,1e-05
30,exp19c_lambda005,0.6955425143241882,0.6925173401832581,0.3125,0.32421875,0.302734375,0.005,0.02331653982400894,0.021861698478460312,0.0233220923691988,0.02185564488172531,-0.00019234427600167692,0.0002423581317998469,0.0002423581317998469,0.02331653982400894,0.00029536933288909495,1.0,0.0002518052052383537,0.0002518052052383537,0.0,0.06558974646031857,,0.5,2.0,0.005510781425982714,0.6393497586250305,0.7056767344474792,0.02026748936623335,5.225071430206299,0.04330730777939738,low,1e-05
40,exp19c_lambda005,0.6953748464584351,0.6933495998382568,0.1435546875,0.1328125,0.154296875,0.005,0.02242385409772396,0.0190614964812994,0.022424623370170593,0.01906653493642807,1.6433128621429205e-05,-0.0002568558556959033,-0.0002568558556959033,0.02242385409772396,0.0001869398111011833,0.0,0.00011374594569743599,0.00011374594569743599,0.0,0.01829769933829084,,0.5,2.0,0.00216442858800292,0.18147674202919006,0.4803530275821686,0.02724279835820198,12.452057838439941,0.13093651898103706,medium,1e-05
50,exp19c_lambda005,0.6950419545173645,0.6930930018424988,0.306640625,0.298828125,0.314453125,0.005,0.002887581940740347,0.0018196683377027512,0.0028899319004267454,0.001825261628255248,-0.0007543263491243124,-0.0029172166250646114,-0.0029172166250646114,0.002887581940740347,0.0002711033448576927,0.0,0.00014192600826060862,0.00014192600826060862,0.0,0.04613822977989912,,0.5,2.0,0.0036674237344413996,0.20663614571094513,0.3550136387348175,0.027654320001602173,10.299698829650879,0.09282183928537667,medium,1e-05
60,exp19c_lambda005,0.7000009417533875,0.6933145523071289,0.36328125,0.36328125,0.361328125,0.005,0.0884128212928772,0.09360325336456299,0.08840493857860565,0.09359367191791534,8.349600102519616e-05,7.137154170777649e-05,7.137154170777649e-05,0.0884128212928772,0.0004499433562159538,0.0,0.00012608283581156844,0.00012608283581156844,0.0,0.07202116586267948,,0.5,2.0,0.0031270640902221203,0.6403726935386658,0.6970998644828796,0.020082304254174232,2.259782552719116,0.014479700241926869,low,1e-05
70,exp19c_lambda005,0.6957988739013672,0.6925668716430664,0.212890625,0.2099609375,0.2158203125,0.005,0.039253346621990204,0.03135908395051956,0.039264462888240814,0.03136926144361496,-0.00031324144219979644,-0.00031969850533641875,-0.00031969850533641875,0.039253346621990204,0.00020124722504988313,0.0,0.00018282932620181073,0.00018282932620181073,0.0,0.05318571627140045,,0.5,2.0,0.0027134760748595,0.4913823902606964,0.6925160884857178,0.015843620523810387,2.153773069381714,0.016260480567726554,low,1e-05
80,exp19c_lambda005,0.700002133846283,0.6932845711708069,0.33984375,0.33984375,0.337890625,0.005,0.09371336549520493,0.07712990045547485,0.09370171278715134,0.07711174339056015,0.00010995080083375797,0.00022270591580308974,0.00022270591580308974,0.09371336549520493,0.0003305386344436556,0.0,0.00010790484672249483,0.00010790484672249483,0.0,0.029852991923689842,,0.5,2.0,0.006394420750439167,0.5482755899429321,0.7086522579193115,0.016419753432273865,1.2500369548797607,0.007418859310402104,low,1e-05
90,exp19c_lambda005,0.6968055367469788,0.6943340301513672,0.31640625,0.31640625,0.318359375,0.005,0.005461386404931545,0.004962155595421791,0.0054604364559054375,0.004967099986970425,0.00022741229622624815,-0.0009776505175977945,-0.0009776505175977945,0.005461386404931545,0.0006191981956362724,0.0,8.743453592223323e-05,8.743453592223323e-05,0.0,0.027169376611709595,,0.5,2.0,0.001350542064756155,0.4380407929420471,0.6507396697998047,0.017530864104628563,3.757115125656128,0.028229704461835925,low,1e-05
