step,variant_name,total_loss,dpo_loss,warp_loss,warp_loss_forward,warp_loss_backward,lambda_warp,m_w,m_l,m_w_ref,m_l_ref,norm_win_gap,norm_lose_gap,norm_lose_gap_clipped,winner_abs_reg,winner_gap_reg,loser_dominant_ratio,grad_norm,adapter_grad_norm,base_grad_norm,adapter_residual_norm,adapter_to_base_ratio,residual_scale,confidence_exponent,gate_mean,flow_conf_mean,valid_flow_ratio,warp_valid_ratio,mean_flow_magnitude,motion_score,motion_bin,lr
170,exp19c_lambda000,0.6920931339263916,0.6914475560188293,0.421875,0.4140625,0.431640625,0.0,0.006701183505356312,0.006013019010424614,0.006705141626298428,0.006012558937072754,-0.000620000995695591,0.0002526756143197417,0.0002526756143197417,0.006701183505356312,0.00031056266743689775,0.0,0.00026458512762703884,0.00026458512762703884,0.0,0.029058550104451797,,0.5,2.0,0.0027481825090944767,0.14573419094085693,0.2754720151424408,0.030349793843925,17.875553131103516,0.11956407048246386,medium,1e-05
180,exp19c_lambda000,0.6927563548088074,0.6918883323669434,0.2109375,0.208984375,0.2138671875,0.0,0.011090822517871857,0.008834192529320717,0.011095637455582619,0.008832861669361591,-0.0004724406753666699,0.00013317140110302716,0.00013317140110302716,0.011090822517871857,0.0003134767175652087,0.0,0.0002367149719900135,0.0002367149719900135,0.0,0.08689093962311745,,0.5,2.0,0.005537510383874178,0.6439921259880066,0.7076214551925659,0.018806584179401398,1.7984294891357422,0.011325414089721025,low,1e-05
190,exp19c_lambda000,0.6933064460754395,0.6925902366638184,0.0986328125,0.09814453125,0.099609375,0.0,0.00228177011013031,0.0022308763582259417,0.002282162895426154,0.0022301175631582737,-0.00014812382869422436,0.00031253002816811204,0.00031253002816811204,0.00228177011013031,0.0006021418957971036,1.0,0.0001100753487898912,0.0001100753487898912,0.0,0.03368629887700081,,0.5,2.0,0.004547936841845512,0.6585220694541931,0.7120069265365601,0.014773662202060223,0.07844099402427673,0.00036428360403180474,low,1e-05
200,exp19c_lambda000,0.6977691054344177,0.6929398775100708,0.2734375,0.275390625,0.26953125,0.0,0.08914755284786224,0.14276525378227234,0.0891554206609726,0.14275014400482178,-6.498269067378715e-05,7.775423000566661e-05,7.775423000566661e-05,0.08914755284786224,0.0003718802472576499,1.0,5.259715973775353e-05,5.259715973775353e-05,0.0,0.034009766299277544,,0.5,2.0,0.002358902944251895,0.6115884780883789,0.6918903589248657,0.01524691330268979,5.427956581115723,0.04855176353921391,low,1e-05
210,exp19c_lambda000,0.7017703652381897,0.6934506297111511,0.404296875,0.439453125,0.369140625,0.0,0.15939389169216156,0.15110349655151367,0.15937624871730804,0.1511203646659851,9.478630818193778e-05,-0.0001030380735755898,-0.0001030380735755898,0.15939389169216156,0.00035007239785045385,0.0,8.647099142277559e-06,8.647099142277559e-06,0.0,0.0035129760653944686,,0.5,2.0,0.0004013677826151252,0.24986471235752106,0.3756251335144043,0.02621399238705635,28.550878524780273,0.22006385289830757,high,1e-05
220,exp19c_lambda000,0.7015698552131653,0.693861722946167,0.41796875,0.408203125,0.42578125,0.0,0.14659863710403442,0.15080532431602478,0.14657193422317505,0.15086247026920319,0.00020045056589879096,-0.00033906620228663087,-0.00033906620228663087,0.14659863710403442,0.0003781724954023957,0.0,6.994078846324523e-05,6.994078846324523e-05,0.0,0.06560610421001911,,0.5,2.0,0.0026458404026925564,0.3907897472381592,0.5596318244934082,0.017839505337178707,4.448780059814453,0.028261927850654265,low,1e-05
230,exp19c_lambda000,0.6949304342269897,0.6937080025672913,0.2470703125,0.2470703125,0.2470703125,0.0,0.014097537845373154,0.02008814364671707,0.014092694967985153,0.020080583170056343,0.00032077095238491893,0.00039031097549013793,0.00039031097549013793,0.014097537845373154,0.0005175422411412001,0.0,0.00010500331044721672,0.00010500331044721672,0.0,0.021138321608304977,,0.5,2.0,0.0030947448685765266,0.08496865630149841,0.18382282555103302,0.011728395242244005,3.193809747695923,0.0040858974710465705,low,1e-05
240,exp19c_lambda000,0.6976563334465027,0.6923569440841675,0.30078125,0.30078125,0.302734375,0.0,0.10225075483322144,0.10753210633993149,0.10227097570896149,0.10751905292272568,-0.0002834994811564684,0.00013386235514190048,0.00013386235514190048,0.10225075483322144,0.00018685174291022122,0.0,0.00015156589249585908,0.00015156589249585908,0.0,0.13770543038845062,,0.5,2.0,0.010570315644145012,0.5340576171875,0.6262918710708618,0.031378600746393204,3.3153443336486816,0.04231526693889626,low,1e-05
250,exp19c_lambda000,0.696275532245636,0.6947364807128906,0.244140625,0.2412109375,0.2470703125,0.0,0.00852948147803545,0.007383289746940136,0.008522843942046165,0.007380216382443905,0.0007428110111504793,0.00045345581020228565,0.00045345581020228565,0.00852948147803545,0.0011125775054097176,0.0,0.0002748322382070948,0.0002748322382070948,0.0,0.04790733474192166,,0.5,2.0,0.005271160043776035,0.4571586847305298,0.6508234739303589,0.02567901276051998,11.890774726867676,0.15201606346048,high,1e-05
260,exp19c_lambda000,0.6942814588546753,0.6931660771369934,0.35546875,0.353515625,0.35546875,0.0,0.0129567701369524,0.01128300279378891,0.012956639751791954,0.011280967853963375,4.1339604649692774e-05,0.00014205195475369692,0.00014205195475369692,0.0129567701369524,0.0004675522795878351,0.0,7.815285770271909e-05,7.815285770271909e-05,0.0,0.01594097092913671,,0.5,2.0,0.0010186659637838602,0.3708358407020569,0.6194366216659546,0.015843620523810387,9.003364562988281,0.0645521336012085,medium,1e-05
